study	broad_lineage	cluster	n_cells	chosen_label	accepted	best_candidate_before_parent_fallback	best_total_score	second_total_score	score_margin	marker_pct	marker_winner_fraction	source_fraction	source_count_mean	marker_availability	cluster_reason	top_celltypist_label	top_azimuth_pbmc_l2_label	top_azimuth_pbmc_l3_label	top_panhuman_fine_label	top_panhuman_medium_label	top_cluster_consensus_label	top_screfmapping_label	median_n_genes_by_counts	median_total_counts	median_pct_counts_mt
vaccination_study_06	B	B_lineage:5	244	Memory B Cell	True	Memory B Cell	1.249932379032424	0.8886819169722969	0.361250462060127	0.8403490133927793	0.0983606557377049	0.2183840749414519	1.528688524590164	0.8181818181818182	cluster_consensus_marker_source_support	B Cell:226; Blood Cell:17; Memory B Cell:1	Conventional DC 2:157; B Cell:41; Plasmablast:41; Naive B Cell:4	Blood Cell:214; Plasmablast:15; Plasma Cell:14; CD4 Naive / T Central Memory:1	Memory B Cell:244	B Cell:244	B Cell:244	Memory B Cell:127; Naive B Cell:85; Plasma Cell:19; not_available:13	2484.5	10478.0	2.734335899353028
vaccination_study_06	B	B_lineage:6	243	Memory B Cell	True	Memory B Cell	2.0234972560942865	1.082565859537284	0.9409313965570024	0.9920757937268152	0.5308641975308642	0.371546149323927	2.60082304526749	0.8181818181818182	cluster_consensus_marker_source_support	Memory B Cell:195; B Cell:46; Naive B Cell:2	B Cell:224; Conventional DC 2:9; CD4 Naive / T Central Memory:5; Memory B Cell:3	Blood Cell:242; Plasma Cell:1	Memory B Cell:243	B Cell:243	B Cell:243	Memory B Cell:191; Naive B Cell:51; Plasma Cell:1	2033.0	6377.0	2.199120283126831
vaccination_study_06	B	B_lineage:7	219	Naive B Cell	True	Naive B Cell	1.4948278948829097	1.3718820557646043	0.1229458391183053	0.9727267977498736	0.2831050228310502	0.2067840834964122	1.447488584474886	0.7777777777777778	cluster_consensus_marker_source_support	Naive B Cell:99; B Cell:90; Blood Cell:9; CD4 Naive / T Central Memory:5	B Cell:199; Plasmacytoid DC:11; T Cell:4; Naive B Cell:3	Blood Cell:181; Plasmacytoid DC:35; RBC:3	Memory B Cell:197; Blood Cell:12; B Cell:7; Naive B Cell:2	B Cell:202; Blood Cell:17	B Cell:219	Naive B Cell:213; Memory B Cell:4; not_available:2	1001.0	1888.0	10.47345733642578
vaccination_study_06	B	B_lineage:8	209	Memory B Cell	True	Memory B Cell	1.5556489627511414	1.066009973311151	0.4896389894399904	0.9752520942545152	0.2727272727272727	0.2419685577580313	1.69377990430622	0.8181818181818182	cluster_consensus_marker_source_support	B Cell:198; Memory B Cell:11	B Cell:118; Conventional DC 2:67; Plasmablast:23; CD4 Naive / T Central Memory:1	Blood Cell:192; Plasma Cell:15; Plasmablast:2	Memory B Cell:208; Blood Cell:1	B Cell:208; Blood Cell:1	B Cell:209	Memory B Cell:135; Naive B Cell:66; Plasma Cell:8	2600.0	9783.0	3.3106253147125244
vaccination_study_06	B	B_lineage:9	190	Memory B Cell	True	Memory B Cell	1.3206029579163951	1.0935915425548144	0.2270114153615807	0.9254819833156273	0.1631578947368421	0.18796992481203	1.3157894736842106	0.8181818181818182	cluster_consensus_marker_source_support	B Cell:162; Memory B Cell:9; Naive B Cell:7; Blood Cell:5	B Cell:161; Conventional DC 2:16; Plasmacytoid DC:11; Plasmablast:1	Blood Cell:162; Plasmacytoid DC:26; Plasma Cell:1; Classical Monocyte:1	Memory B Cell:177; Blood Cell:6; Plasma Cell:5; B Cell:2	B Cell:183; Blood Cell:7	B Cell:190	Naive B Cell:109; Memory B Cell:64; Plasma Cell:15; not_available:2	1237.0	2634.0	11.964359283447266
vaccination_study_06	B	B_lineage:10	189	Naive B Cell	True	Naive B Cell	1.5340011431792897	0.9695850187566468	0.5644161244226429	0.966056531810028	0.4285714285714285	0.1693121693121692	1.1851851851851851	0.7777777777777778	cluster_consensus_marker_source_support	B Cell:161; Blood Cell:15; Naive B Cell:12; Memory B Cell:1	Plasmablast:81; B Cell:78; Naive B Cell:25; Conventional DC 2:4	Blood Cell:134; Plasma Cell:33; Plasmablast:20; CD4 Naive / T Central Memory:2	Memory B Cell:182; Blood Cell:5; B Cell:2	B Cell:183; Blood Cell:6	B Cell:189	Naive B Cell:187; Memory B Cell:1; Plasma Cell:1	2398.0	8486.0	3.747346162796021
vaccination_study_06	B	B_lineage:11	182	Memory B Cell	True	Memory B Cell	1.738483924785124	1.1416089617801095	0.5968749630050145	0.983977429074	0.4285714285714285	0.2684458398744112	1.879120879120879	0.8181818181818182	cluster_consensus_marker_source_support	Memory B Cell:86; B Cell:69; Naive B Cell:12; CD8 Cytotoxic / T Effector Memory:7	B Cell:176; CD4 Naive / T Central Memory:3; Plasmacytoid DC:3	Blood Cell:176; Plasmacytoid DC:5; Classical Monocyte:1	Memory B Cell:180; Blood Cell:1; B Cell:1	B Cell:181; Blood Cell:1	B Cell:182	Naive B Cell:105; Memory B Cell:76; Plasma Cell:1	1091.0	2043.5	7.9879984855651855
vaccination_study_06	Artifact/Other	leiden:8	165	Blood Cell	False	Platelet	1.0621916090492696	0.7487716956293561	0.3134199134199135	0.8246573433880772	0.4	0.0	0.0	0.0	cluster_parent_insufficient_consensus	NK Cell:58; Blood Cell:56; Plasma Cell:29; CD4 Naive / T Central Memory:5	CD8 Cytotoxic / T Effector Memory:104; NK Cell:47; T Cell:7; Plasmacytoid DC:5	Blood Cell:157; Plasmacytoid DC:6; RBC:2	Blood Cell:165	Blood Cell:162; T Cell:3	NK Cell:165	not_available:163; CD4 T Effector Memory:2	1000.0	1608.0	7.817109107971191
vaccination_study_06	B	B_lineage:13	149	Memory B Cell	True	Memory B Cell	1.456791182449738	1.1297051445199795	0.3270860379297582	0.9562514150368344	0.2214765100671141	0.2205177372962607	1.5436241610738255	0.8181818181818182	cluster_consensus_marker_source_support	B Cell:93; Naive B Cell:21; Memory B Cell:16; NK Cell:5	B Cell:63; Conventional DC 2:35; CD4 Naive / T Central Memory:23; Plasmablast:16	Blood Cell:132; Plasma Cell:13; Plasmacytoid DC:2; Plasmablast:2	Memory B Cell:139; Blood Cell:7; Plasma Cell:2; Naive B Cell:1	B Cell:142; Blood Cell:7	B Cell:146; CD4 Naive / T Central Memory:1; MAIT Cell:1; Blood Cell:1	Memory B Cell:69; Naive B Cell:56; Plasma Cell:15; not_available:9	3099.0	11654.0	2.365300178527832
vaccination_study_06	B	B_lineage:14	114	Naive B Cell	True	Naive B Cell	1.9211024849607252	1.2260554008717783	0.6950470840889471	0.991422699803201	0.6491228070175439	0.2681704260651628	1.8771929824561404	0.7777777777777778	cluster_consensus_marker_source_support	Naive B Cell:89; B Cell:20; Memory B Cell:3; CD8 Cytotoxic / T Effector Memory:1	B Cell:61; CD4 Naive / T Central Memory:32; Naive B Cell:14; Memory B Cell:7	Blood Cell:114	Memory B Cell:114	B Cell:114	B Cell:114	Naive B Cell:111; Memory B Cell:3	1936.5	5616.0	1.8571587800979612
vaccination_study_06	Artifact/Other	leiden:4	113	Blood Cell	False	Platelet	0.6423669464657178	0.6041214426417083	0.0382455038240094	0.5642818579215939	0.168141592920354	0.0	0.0	0.0	cluster_parent_insufficient_consensus	Blood Cell:59; CD8 Cytotoxic / T Effector Memory:14; Plasma Cell:12; NK Cell:6	CD8 Cytotoxic / T Effector Memory:74; T Cell:27; CD4 Naive / T Central Memory:5; NK Cell:3	Blood Cell:111; RBC:1; Plasmacytoid DC:1	Blood Cell:113	Blood Cell:109; T Cell:4	CD8 Cytotoxic / T Effector Memory:108; NK Cell:2; Blood Cell:2; CD4 Naive / T Central Memory:1	not_available:104; CD4 T Effector Memory:9	957.0	1545.0	8.553654670715332
vaccination_study_06	B	B_lineage:15	99	Memory B Cell	True	Memory B Cell	1.987426016301476	1.061218658308472	0.9262073579930036	0.9861892404953064	0.5454545454545454	0.3492063492063492	2.4444444444444446	0.8181818181818182	cluster_consensus_marker_source_support	Memory B Cell:80; B Cell:13; Naive B Cell:3; Blood Cell:1	B Cell:39; CD4 Naive / T Central Memory:38; Memory B Cell:20; Conventional DC 2:2	Blood Cell:99	Memory B Cell:98; B Cell:1	B Cell:99	B Cell:99	Naive B Cell:53; Memory B Cell:44; not_available:2	1985.0	6290.0	2.361060619354248
vaccination_study_06	T/NK	T_NK_lineage:26	94	CD4 Naive / T Central Memory	True	CD4 Naive / T Central Memory	1.0747195481029412	0.6402773834805007	0.4344421646224405	0.6618802138664901	0.0212765957446808	0.2431610942249239	1.702127659574468	1.0	cluster_consensus_marker_source_support	CD4 Naive / T Central Memory:35; CD8 Cytotoxic / T Effector Memory:15; CD4 T Effector Memory:12; Blood Cell:8	CD4 Naive / T Central Memory:49; T Cell:26; CD8 Cytotoxic / T Effector Memory:9; NK Cell:6	Blood Cell:87; RBC:2; Treg:2; CD4 Naive / T Central Memory:2	CD4 T Cell (ab):30; Treg:29; Blood Cell:17; CD8 Cytotoxic / T Effector Memory:7	T Cell:77; Blood Cell:11; NK Cell:6	CD4 Naive / T Central Memory:43; B Cell:35; Blood Cell:6; CD8 Cytotoxic / T Effector Memory:5	Treg:34; not_available:30; CD4 Naive / T Central Memory:27; CD4 T Effector Memory:3	2282.5	5531.0	1.8374345302581787
vaccination_study_06	B	B_lineage:16	90	Memory B Cell	True	Memory B Cell	1.625039891944401	1.2083263158564015	0.4167135760879992	0.9895504972221738	0.3111111111111111	0.2555555555555554	1.788888888888889	0.8181818181818182	cluster_consensus_marker_source_support	B Cell:80; Memory B Cell:4; Naive B Cell:3; Blood Cell:3	B Cell:83; CD4 Naive / T Central Memory:4; Conventional DC 2:3	Blood Cell:90	Memory B Cell:90	B Cell:90	B Cell:90	Memory B Cell:67; Naive B Cell:23	2263.5	7438.0	3.224096298217773
vaccination_study_06	Artifact/Other	leiden:2	87	Blood Cell	False	HSC	0.87145574185164	0.7580721307957458	0.1133836110558942	0.8763301346244274	0.1034482758620689	0.0	0.0	0.1666666666666666	cluster_parent_insufficient_consensus	Blood Cell:63; CD4 Naive / T Central Memory:9; Plasma Cell:7; CD4 T Effector Memory:3	T Cell:59; CD4 Naive / T Central Memory:26; CD4 T Effector Memory:1; CD8 Cytotoxic / T Effector Memory:1	Blood Cell:87	Blood Cell:87	Blood Cell:86; T Cell:1	CD4 Naive / T Central Memory:86; CD8 Cytotoxic / T Effector Memory:1	not_available:44; CD4 Naive / T Central Memory:33; CD4 T Effector Memory:8; Treg:2	945.0	1555.0	4.768786430358887
vaccination_study_06	B	B_lineage:12	81	Memory B Cell	True	Memory B Cell	1.5565095948520131	1.134968321143629	0.4215412737083843	0.9408993538724116	0.2839506172839506	0.2539682539682539	1.7777777777777777	0.8181818181818182	cluster_consensus_marker_source_support	Memory B Cell:41; B Cell:11; Naive B Cell:9; CD4 Naive / T Central Memory:5	B Cell:62; RBC:11; CD4 Naive / T Central Memory:3; Plasmacytoid DC:2	Blood Cell:56; RBC:17; Plasmacytoid DC:5; Plasma Cell:1	Memory B Cell:58; Plasma Cell:8; B Cell:6; Blood Cell:5	B Cell:71; Blood Cell:8; T Cell:2	Blood Cell:59; B Cell:21; CD4 Naive / T Central Memory:1	Memory B Cell:45; Naive B Cell:33; not_available:2; Plasma Cell:1	660.0	1118.0	6.528189659118652
vaccination_study_06	B	B_lineage:17	77	Memory B Cell	True	Memory B Cell	1.4177728949526736	1.0605225798277873	0.3572503151248862	0.9515143071108868	0.1818181818181818	0.2189239332096474	1.5324675324675323	0.8181818181818182	cluster_consensus_marker_source_support	B Cell:76; Blood Cell:1	Conventional DC 2:37; Plasmablast:27; B Cell:13	Blood Cell:52; Plasma Cell:16; Plasmablast:9	Memory B Cell:77	B Cell:77	B Cell:77	Memory B Cell:41; Naive B Cell:34; Plasma Cell:2	3048.0	12846.0	2.9826016426086426
vaccination_study_06	Artifact/Other	leiden:13	57	Blood Cell	False	HSC	0.8869427351970725	0.7548823162942275	0.1320604189028449	0.8763301346244274	0.1228070175438596	0.0	0.0	0.1666666666666666	cluster_parent_insufficient_consensus	Blood Cell:38; Plasma Cell:6; NK Cell:4; CD4 Naive / T Central Memory:2	T Cell:21; CD8 Cytotoxic / T Effector Memory:17; CD4 Naive / T Central Memory:14; CD8 Naive / T Central Memory:2	Blood Cell:54; Plasmacytoid DC:2; RBC:1	Blood Cell:57	Blood Cell:55; T Cell:2	CD8 Cytotoxic / T Effector Memory:57	not_available:44; CD4 T Effector Memory:8; CD4 Naive / T Central Memory:5	963.0	1524.0	7.27003002166748
vaccination_study_06	T/NK	T_NK_lineage:27	51	NK Cell	True	NK Cell	1.0644516745376986	0.6377901145654801	0.4266615599722185	0.7871436284156812	0.0392156862745098	0.1708683473389355	1.196078431372549	1.0	cluster_consensus_marker_source_support	NK Cell:19; CD4 Naive / T Central Memory:18; CD8 Cytotoxic / T Effector Memory:7; Blood Cell:5	T Cell:29; CD8 Cytotoxic / T Effector Memory:15; NK Cell:6; CD4 Naive / T Central Memory:1	Blood Cell:47; MAIT Cell:3; NK Cell:1	Blood Cell:22; Treg:10; CD8 Cytotoxic / T Effector Memory:6; NK Cell:4	T Cell:42; Blood Cell:5; NK Cell:4	NK Cell:27; CD8 Cytotoxic / T Effector Memory:24	not_available:47; CD4 Naive / T Central Memory:3; CD4 T Effector Memory:1	1753.0	3316.0	5.757840633392334
vaccination_study_06	Artifact/Other	leiden:3	51	Blood Cell	False	Platelet	1.54090420298808	0.8663943990665112	0.6745098039215688	0.9626604434072346	0.8431372549019608	0.0	0.0	0.0	cluster_parent_insufficient_consensus	NK Cell:35; Blood Cell:15; CD8 Cytotoxic / T Effector Memory:1	NK Cell:47; CD8 Cytotoxic / T Effector Memory:2; Plasmablast:1; ydT Cell:1	Blood Cell:49; NK Cell:1; Plasma Cell:1	Blood Cell:51	Blood Cell:49; T Cell:2	NK Cell:51	not_available:51	2012.0	4754.0	2.4691357612609863
vaccination_study_06	Artifact/Other	leiden:0	48	Blood Cell	False	HSC	1.1553637878286516	0.7185678956442989	0.4367958921843526	0.8763301346244274	0.4583333333333333	0.0	0.0	0.1666666666666666	cluster_parent_insufficient_consensus	CD4 Naive / T Central Memory:22; Blood Cell:17; Memory B Cell:3; Plasma Cell:2	T Cell:40; CD4 Naive / T Central Memory:6; RBC:2	Blood Cell:46; RBC:2	Blood Cell:48	Blood Cell:48	CD4 Naive / T Central Memory:48	not_available:36; CD4 Naive / T Central Memory:10; Naive B Cell:1; Memory B Cell:1	903.5	1450.5	4.027422904968262
vaccination_study_06	Artifact/Other	leiden:15	39	Blood Cell	False	Platelet	0.907177006220006	0.6749425739855738	0.2322344322344322	0.7190041623852732	0.3076923076923077	0.0073260073260073	0.0512820512820512	0.0	cluster_parent_insufficient_consensus	NK Cell:18; Blood Cell:14; Plasma Cell:3; Plasmablast:1	CD8 Cytotoxic / T Effector Memory:26; NK Cell:11; RBC:2	Blood Cell:35; Platelet:2; RBC:2	Blood Cell:39	Blood Cell:38; T Cell:1	NK Cell:32; Blood Cell:7	not_available:39	970.0	1571.0	5.751014709472656
vaccination_study_06	B	leiden:18	26	B Cell	False	Memory B Cell	1.1169044630285685	1.0468974785120138	0.0700069845165545	0.8728730907887633	0.1923076923076923	0.0934065934065934	0.6538461538461539	0.8181818181818182	cluster_parent_insufficient_consensus	B Cell:12; Blood Cell:6; CD8 Cytotoxic / T Effector Memory:3; CD4 Naive / T Central Memory:2	Plasmacytoid DC:12; B Cell:5; Classical Monocyte:4; T Cell:3	Plasmacytoid DC:15; Blood Cell:6; Classical Monocyte:4; RBC:1	Memory B Cell:16; Blood Cell:9; Plasma Cell:1	B Cell:17; Blood Cell:8; T Cell:1	B Cell:26	Naive B Cell:14; not_available:11; Memory B Cell:1	941.5	1753.0	10.084268569946287
vaccination_study_06	Artifact/Other	leiden:24	23	Blood Cell	False	Platelet	0.942806258321877	0.823479729857637	0.11932652846424	0.8405231717724099	0.1739130434782608	0.0248447204968944	0.1739130434782608	0.0	cluster_parent_insufficient_consensus	Blood Cell:12; Treg:2; CD4 Naive / T Central Memory:2; B Cell:2	T Cell:15; Plasmacytoid DC:4; Platelet:2; CD4 Naive / T Central Memory:1	Blood Cell:16; Plasmacytoid DC:4; Platelet:2; RBC:1	Blood Cell:22; CD4 T Cell (ab):1	Blood Cell:20; T Cell:3	Blood Cell:19; CD4 Naive / T Central Memory:4	not_available:11; CD4 Naive / T Central Memory:8; Memory B Cell:1; CD4 T Effector Memory:1	1080.0	1946.0	8.879618644714355
vaccination_study_06	Artifact/Other	leiden:21	23	Blood Cell	False	Platelet	0.7113161408363649	0.6790600293646172	0.0322561114717476	0.6095369128685627	0.1739130434782608	0.0124223602484472	0.0869565217391304	0.0	cluster_parent_insufficient_consensus	Blood Cell:17; CD8 Cytotoxic / T Effector Memory:2; Plasmablast:2; ydT Cell:1	CD8 Cytotoxic / T Effector Memory:19; T Cell:2; ydT Cell:1; Platelet:1	Blood Cell:22; Platelet:1	Blood Cell:23	Blood Cell:21; T Cell:2	CD8 Cytotoxic / T Effector Memory:23	not_available:23	872.0	1540.0	10.795125007629396
vaccination_study_06	Artifact/Other	leiden:18	20	Blood Cell	False	Platelet	1.2184357965133492	0.9805786536562064	0.2378571428571428	0.9538175516814992	0.45	0.0	0.0	0.0	cluster_parent_insufficient_consensus	B Cell:8; NK Cell:3; Blood Cell:3; CD4 Naive / T Central Memory:2	Plasmacytoid DC:6; RBC:4; CD4 Naive / T Central Memory:4; T Cell:3	Blood Cell:9; Plasmacytoid DC:7; RBC:4	Blood Cell:20	Blood Cell:19; RBC:1	B Cell:20	not_available:15; Naive B Cell:3; CD4 Naive / T Central Memory:1; Memory B Cell:1	1029.5	1933.5	12.879569053649902
vaccination_study_06	Artifact/Other	leiden:14	15	Blood Cell	False	Platelet	1.2041331847181829	0.7774665180515161	0.4266666666666667	0.8638516867239068	0.5333333333333333	0.0	0.0	0.0	cluster_parent_insufficient_consensus	Blood Cell:8; MAIT Cell:4; CD8 Cytotoxic / T Effector Memory:3	CD4 Naive / T Central Memory:9; Plasmablast:3; ydT Cell:1; CD4 T Effector Memory:1	Blood Cell:12; Plasma Cell:3	Blood Cell:15	Blood Cell:15	MAIT Cell:14; CD4 Naive / T Central Memory:1	not_available:13; Plasma Cell:2	2109.0	5637.0	3.0234968662261963
vaccination_study_06	T/NK	leiden:0	13	CD4 Naive / T Central Memory	True	CD4 Naive / T Central Memory	1.278367002996481	0.7987678294641147	0.4795991735323663	0.5620439227433428	0.0	0.4065934065934066	2.8461538461538463	1.0	cluster_consensus_marker_source_support	CD4 Naive / T Central Memory:11; Plasma Cell:2	T Cell:11; CD4 Naive / T Central Memory:2	Blood Cell:13	Blood Cell:13	Blood Cell:11; T Cell:2	CD4 Naive / T Central Memory:13	CD4 Naive / T Central Memory:11; not_available:1; CD4 T Effector Memory:1	803.0	1312.0	4.72926664352417
vaccination_study_06	Myeloid/DC	Myeloid_lineage:1	13	Intermediate Monocyte	True	Intermediate Monocyte	1.0942308409993322	0.9444065017342156	0.1498243392651166	0.9606227903655584	0.0	0.1208791208791208	0.8461538461538461	0.5	cluster_consensus_marker_availability_warning	Blood Cell:13	Classical Monocyte:13	Classical Monocyte:13	Intermediate Monocyte:11; Blood Cell:1; Classical Monocyte:1	Monocyte:13	Blood Cell:13	not_available:13	2564.0	11590.0	1.1261762380599976
vaccination_study_06	Artifact/Other	leiden:10	11	Blood Cell	False	Platelet	0.2451296609136348	0.2451296609136348	0.0	0.2723662899040387	0.0	0.0	0.0	0.0	cluster_parent_insufficient_consensus	CD8 Cytotoxic / T Effector Memory:5; Blood Cell:4; NK Cell:1; B Cell:1	CD4 Naive / T Central Memory:5; CD8 Cytotoxic / T Effector Memory:3; NK Cell:2; Conventional DC 2:1	Blood Cell:11	Blood Cell:11	Blood Cell:11	B Cell:10; CD4 Naive / T Central Memory:1	not_available:10; CD4 Naive / T Central Memory:1	3073.0	8101.0	3.701228380203247
vaccination_study_06	Artifact/Other	leiden:22	11	Blood Cell	False	Platelet	0.2752399031679409	0.2752399031679409	0.0	0.3058221146310454	0.0	0.0	0.0	0.0	cluster_parent_insufficient_consensus	B Cell:2; Memory B Cell:2; CD8 Cytotoxic / T Effector Memory:2; Plasma Cell:1	CD4 Naive / T Central Memory:9; B Cell:1; CD4 T Effector Memory:1	Blood Cell:11	Blood Cell:11	Blood Cell:11	B Cell:11	not_available:9; CD4 Naive / T Central Memory:1; Treg:1	2676.0	8204.0	3.985860586166382
vaccination_study_06	Artifact/Other	leiden:9	10	Blood Cell	False	Platelet	0.8308332234476891	0.7504818962364375	0.0803513272112516	0.8025131054180672	0.0	0.0571428571428571	0.4	0.0	cluster_parent_insufficient_consensus	Blood Cell:9; Memory B Cell:1	CD4 Naive / T Central Memory:8; Platelet:2	Blood Cell:8; Platelet:2	Blood Cell:10	Blood Cell:10	CD4 Naive / T Central Memory:10	CD4 Naive / T Central Memory:8; not_available:1; CD4 T Effector Memory:1	1941.5	6142.0	1.6144771575927734
vaccination_study_06	Artifact/Other	leiden:11	9	Blood Cell	False	Platelet	0.7406713999044064	0.6517825110155175	0.0888888888888889	0.7242027900172416	0.1111111111111111	0.0	0.0	0.0	cluster_parent_insufficient_consensus	Blood Cell:9	NK Cell:5; ydT Cell:4	Blood Cell:9	Blood Cell:9	Blood Cell:9	NK Cell:9	not_available:9	2046.0	5479.0	2.5187079906463623
vaccination_study_06	B	leiden:19	9	Memory B Cell	True	Memory B Cell	1.097195497204205	0.9538255823178932	0.1433699148863118	0.8187533743186053	0.1111111111111111	0.1428571428571428	1.0	0.8181818181818182	cluster_consensus_marker_source_support	Blood Cell:7; CD8 Cytotoxic / T Effector Memory:2	Conventional DC 2:7; CD4 Naive / T Central Memory:2	Blood Cell:9	Memory B Cell:9	B Cell:9	B Cell:9	not_available:9	2642.0	7998.0	2.141235113143921
vaccination_study_06	Artifact/Other	leiden:27	8	Blood Cell	False	Platelet	0.8893023215312006	0.8893023215312006	0.0	0.9881136905902228	0.0	0.0	0.0	0.0	cluster_parent_insufficient_consensus	Blood Cell:8	Classical Monocyte:8	Classical Monocyte:8	Blood Cell:8	Blood Cell:8	Blood Cell:8	not_available:8	1285.5	2849.5	6.666482925415039
vaccination_study_06	B	leiden:10	8	Memory B Cell	True	Memory B Cell	1.406778461833191	0.8568879639143837	0.5498904979188074	0.9658649575924344	0.375	0.125	0.875	0.8181818181818182	cluster_consensus_marker_source_support	Blood Cell:4; CD4 T Effector Memory:2; CD8 Cytotoxic / T Effector Memory:1; MAIT Cell:1	Conventional DC 2:4; CD4 Naive / T Central Memory:3; Plasmablast:1	Blood Cell:7; Plasma Cell:1	Memory B Cell:7; Blood Cell:1	B Cell:7; Blood Cell:1	B Cell:8	not_available:7; Plasma Cell:1	3002.5	11178.0	2.0471692085266118
vaccination_study_06	Artifact/Other	leiden:7	8	Blood Cell	False	Platelet	0.9218856127762588	0.7218856127762587	0.1999999999999999	0.8020951253069541	0.25	0.0	0.0	0.0	cluster_parent_insufficient_consensus	Blood Cell:7; CD4 T Effector Memory:1	CD4 Naive / T Central Memory:5; CD8 Cytotoxic / T Effector Memory:1; CD8 Naive / T Central Memory:1; Plasmablast:1	Blood Cell:7; Plasma Cell:1	Blood Cell:8	Blood Cell:8	CD4 Naive / T Central Memory:7; CD8 Cytotoxic / T Effector Memory:1	not_available:4; CD4 Naive / T Central Memory:3; CD4 T Effector Memory:1	2205.5	5484.0	0.9383723735809326
vaccination_study_06	B	leiden:20	7	Naive B Cell	True	Naive B Cell	1.237026888987539	0.946027553988209	0.2909993349993303	0.9481704662219824	0.2857142857142857	0.0816326530612244	0.5714285714285714	0.7777777777777778	cluster_consensus_marker_source_support	Blood Cell:2; CD4 T Effector Memory:2; NK Cell:1; B Cell:1	B Cell:4; NK Cell:1; CD4 Naive / T Central Memory:1; Plasmablast:1	Blood Cell:6; Plasma Cell:1	Memory B Cell:5; Blood Cell:2	B Cell:5; Blood Cell:2	B Cell:7	Naive B Cell:4; not_available:1; Treg:1; Memory B Cell:1	1734.0	4683.0	1.768667221069336
vaccination_study_06	Myeloid/DC	Myeloid_lineage:3	6	Plasmacytoid DC	True	Plasmacytoid DC	1.3970085188327408	0.9147696465165422	0.4822388723161985	0.7506443860046326	0.1666666666666666	0.3095238095238095	2.1666666666666665	0.625	cluster_consensus_marker_source_support	NK Cell:2; B Cell:2; Naive B Cell:1; Plasmacytoid DC:1	Plasmacytoid DC:6	Plasmacytoid DC:6	Blood Cell:5; Plasma Cell:1	Blood Cell:5; B Cell:1	B Cell:5; CD8 Cytotoxic / T Effector Memory:1	not_available:6	911.5	1725.0	13.814935684204102
vaccination_study_06	T/NK	leiden:2	6	CD4 Naive / T Central Memory	True	CD4 Naive / T Central Memory	1.100283318364006	0.9773392580355432	0.1229440603284627	0.468568766436197	0.0	0.3571428571428571	2.5	1.0	cluster_consensus_marker_source_support	CD4 Naive / T Central Memory:3; T Cell:1; CD4 T Effector Memory:1; Classical Monocyte:1	T Cell:5; CD4 Naive / T Central Memory:1	Blood Cell:6	Blood Cell:5; Treg:1	Blood Cell:5; T Cell:1	CD4 Naive / T Central Memory:6	CD4 Naive / T Central Memory:5; CD4 T Effector Memory:1	910.0	1424.0	5.649819374084473
vaccination_study_06	Artifact/Other	leiden:25	5	Blood Cell	False	HSC	0.7170680436789216	0.3138114561382121	0.4032565875407095	0.4411867151988018	0.4	0.0	0.0	0.1666666666666666	cluster_parent_insufficient_consensus	NK Cell:2; Plasma Cell:1; CD4 Naive / T Central Memory:1; B Cell:1	T Cell:4; CD8 Cytotoxic / T Effector Memory:1	Blood Cell:5	Blood Cell:5	Blood Cell:5	NK Cell:2; CD8 Cytotoxic / T Effector Memory:2; CD4 Naive / T Central Memory:1	not_available:5	2045.0	4195.0	5.01383113861084
vaccination_study_06	Artifact/Other	leiden:5	5	Blood Cell	False	Platelet	0.1378707396506383	0.1378707396506383	0.0	0.1531897107229314	0.0	0.0	0.0	0.0	cluster_parent_insufficient_consensus	Blood Cell:5	ydT Cell:3; NK Cell:1; CD8 Cytotoxic / T Effector Memory:1	Blood Cell:5	Blood Cell:5	Blood Cell:5	CD8 Cytotoxic / T Effector Memory:5	not_available:5	1973.0	5245.0	3.1117939949035645
vaccination_study_06	Artifact/Other	leiden:6	5	Blood Cell	False	HSC	0.8343220885072886	0.5572981068984134	0.2770239816088752	0.7492467650080984	0.2	0.0	0.0	0.1666666666666666	cluster_parent_insufficient_consensus	Blood Cell:5	CD4 Naive / T Central Memory:5	Blood Cell:5	Blood Cell:5	Blood Cell:5	CD4 Naive / T Central Memory:5	CD4 Naive / T Central Memory:4; Treg:1	1983.0	5977.0	1.0749431848526
vaccination_study_06	Myeloid/DC	leiden:8	4	Plasmacytoid DC	True	Plasmacytoid DC	1.5163061380876912	0.960742897448082	0.5555632406396092	0.9387528518434664	0.5	0.1428571428571428	1.0	0.625	cluster_consensus_marker_source_support	NK Cell:3; Classical Monocyte:1	Classical Monocyte:2; Plasmacytoid DC:2	Classical Monocyte:2; Plasmacytoid DC:2	Blood Cell:3; CD4 T Cell (ab):1	Blood Cell:3; T Cell:1	NK Cell:4	not_available:4	1197.5	2054.0	10.077816009521484
vaccination_study_06	B	leiden:12	4	Memory B Cell	True	Memory B Cell	1.1426857212520494	1.0482373927992974	0.0944483284527519	0.6704444521848169	0.25	0.1785714285714285	1.25	0.8181818181818182	cluster_consensus_marker_source_support	CD4 Naive / T Central Memory:2; Treg:1; CD8 Cytotoxic / T Effector Memory:1	B Cell:2; T Cell:1; RBC:1	Blood Cell:3; RBC:1	Memory B Cell:4	B Cell:4	Blood Cell:4	Naive B Cell:3; Memory B Cell:1	547.0	821.5	5.034356594085693
