study	lineage	cluster	candidate_label	rank_within_cluster	n_cells	marker_pct	ref_fraction	raw_fraction	screfmapping_fraction	total_score
vaccination_study_09	T_NK_lineage	21	NK Cell	7	1991	0.3007895112889397	0.011049723756906077	0.009542943244600702	0.0	0.3280120125445901
vaccination_study_09	T_NK_lineage	21	CD8 Cytotoxic / T Effector Memory	8	1991	0.2746498999714204	0.017076845806127575	0.0	0.0	0.3019728532612245
vaccination_study_09	T_NK_lineage	22	CD8 Cytotoxic / T Effector Memory	1	1913	0.8893469562732209	0.9952953476215368	0.0	0.0	2.48181951246768
vaccination_study_09	T_NK_lineage	22	NK Cell	2	1913	0.8786724778508145	0.490852064819655	0.4856246732880293	0.0	2.1496604548502916
vaccination_study_09	T_NK_lineage	22	CD4 T Effector Memory	3	1913	0.8781794798513861	0.013591217982226868	0.0	0.0	0.8999254286229491
vaccination_study_09	T_NK_lineage	22	CD4 Naive / T Central Memory	4	1913	0.40359388396684764	0.19811813904861475	0.0	0.0	0.7205829064446312
vaccination_study_09	T_NK_lineage	22	ydT Cell	5	1913	0.5000035724492712	0.0005227391531625719	0.0	0.0	0.5008399550943313
vaccination_study_09	T_NK_lineage	22	Treg	6	1913	0.48380965990282937	0.0026136957658128594	0.0020909566126502874	0.0	0.49008252974078026
vaccination_study_09	T_NK_lineage	22	MAIT Cell	7	1913	0.384549156901972	0.00836382645060115	0.0026136957658128594	0.0	0.4005449749887467
vaccination_study_09	T_NK_lineage	22	CD8 Naive / T Central Memory	8	1913	0.2577272077736496	0.0	0.0	0.0	0.2577272077736496
vaccination_study_09	T_NK_lineage	23	CD4 Naive / T Central Memory	1	812	0.7829558445270077	0.9027093596059114	0.0	0.0	2.2272908198964663
vaccination_study_09	T_NK_lineage	23	CD4 T Effector Memory	2	812	0.6068519577022007	0.1896551724137931	0.0	0.0	0.9103002335642696
vaccination_study_09	T_NK_lineage	23	CD8 Naive / T Central Memory	3	812	0.7198735352957988	0.07512315270935961	0.0	0.0	0.8400705796307741
vaccination_study_09	T_NK_lineage	23	Treg	4	812	0.48380965990282937	0.09236453201970443	0.013546798029556651	0.0	0.6451397091639132
vaccination_study_09	T_NK_lineage	23	MAIT Cell	5	812	0.384549156901972	0.09729064039408868	0.03078817733990148	0.0	0.5710023588724153
vaccination_study_09	T_NK_lineage	23	ydT Cell	6	812	0.5000035724492712	0.038177339901477834	0.0	0.0	0.5610873162916357
vaccination_study_09	T_NK_lineage	23	CD8 Cytotoxic / T Effector Memory	7	812	0.2746498999714204	0.09482758620689655	0.0	0.0	0.42637403790245487
vaccination_study_09	T_NK_lineage	23	NK Cell	8	812	0.3007895112889397	0.013546798029556651	0.009852216748768473	0.0	0.3323166048849988
vaccination_study_09	T_NK_lineage	24	NK Cell	1	772	0.6079094026864819	0.5025906735751295	0.14248704663212436	0.0	1.5545415270388134
vaccination_study_09	T_NK_lineage	24	CD4 Naive / T Central Memory	2	772	0.6610477993712489	0.5531088082901554	0.0	0.0	1.5460218926354976
vaccination_study_09	T_NK_lineage	24	Treg	3	772	0.48380965990282937	0.29922279792746115	0.2655440414507772	0.0	1.2281101780375445
vaccination_study_09	T_NK_lineage	24	CD4 T Effector Memory	4	772	0.7218008716776222	0.15155440414507773	0.0	0.0	0.9642879183097466
vaccination_study_09	T_NK_lineage	24	CD8 Cytotoxic / T Effector Memory	5	772	0.5808713203772506	0.20984455958549222	0.0	0.0	0.9166226157140382
vaccination_study_09	T_NK_lineage	24	CD8 Naive / T Central Memory	6	772	0.7094652043440983	0.029792746113989636	0.0	0.0	0.7571335981264817
vaccination_study_09	T_NK_lineage	24	ydT Cell	7	772	0.5000035724492712	0.06606217616580311	0.0	0.0	0.6057030543145562
vaccination_study_09	T_NK_lineage	24	MAIT Cell	8	772	0.384549156901972	0.038860103626943004	0.0025906735751295338	0.0	0.44931599628021035
vaccination_study_09	T_NK_lineage	25	NK Cell	1	760	0.9413368105172906	1.0	0.9592105263157895	0.0	3.5005473368330797
vaccination_study_09	T_NK_lineage	25	CD8 Cytotoxic / T Effector Memory	2	760	0.904004715633038	0.04078947368421053	0.0	0.0	0.9692678735277748
vaccination_study_09	T_NK_lineage	25	MAIT Cell	3	760	0.8746802657902257	0.0013157894736842105	0.0	0.0	0.8767855289481205
vaccination_study_09	T_NK_lineage	25	CD4 T Effector Memory	4	760	0.7572020577307802	0.003947368421052632	0.0	0.0	0.7635178472044644
vaccination_study_09	T_NK_lineage	25	CD4 Naive / T Central Memory	5	760	0.5763164475564447	0.05	0.0	0.0	0.6563164475564447
vaccination_study_09	T_NK_lineage	25	ydT Cell	6	760	0.5000035724492712	0.0	0.0	0.0	0.5000035724492712
vaccination_study_09	T_NK_lineage	25	Treg	7	760	0.48380965990282937	0.0	0.0	0.0	0.48380965990282937
vaccination_study_09	T_NK_lineage	25	CD8 Naive / T Central Memory	8	760	0.2577272077736496	0.0	0.0	0.0	0.2577272077736496
vaccination_study_09	T_NK_lineage	26	NK Cell	1	738	0.9419548442412118	0.7235772357723578	0.7113821138211383	0.0	2.8110605352981226
vaccination_study_09	T_NK_lineage	26	CD8 Cytotoxic / T Effector Memory	2	738	0.9631787653615318	0.8333333333333334	0.0	0.0	2.2965120986948655
vaccination_study_09	T_NK_lineage	26	CD4 T Effector Memory	3	738	0.8775185767362104	0.0027100271002710027	0.0	0.0	0.881854620096644
vaccination_study_09	T_NK_lineage	26	ydT Cell	4	738	0.5000035724492712	0.0	0.0	0.0	0.5000035724492712
vaccination_study_09	T_NK_lineage	26	Treg	5	738	0.48380965990282937	0.0	0.0	0.0	0.48380965990282937
vaccination_study_09	T_NK_lineage	26	MAIT Cell	6	738	0.384549156901972	0.0	0.0	0.0	0.384549156901972
vaccination_study_09	T_NK_lineage	26	CD8 Naive / T Central Memory	7	738	0.2577272077736496	0.0	0.0	0.0	0.2577272077736496
vaccination_study_09	T_NK_lineage	26	CD4 Naive / T Central Memory	8	738	0.12657187767933695	0.017615176151761516	0.0	0.0	0.15475615952215538
vaccination_study_09	T_NK_lineage	27	CD4 Naive / T Central Memory	1	707	0.8358852529294084	0.9702970297029703	0.0	0.0	2.388360500454161
vaccination_study_09	T_NK_lineage	27	CD8 Naive / T Central Memory	2	707	0.7660903115175764	0.10183875530410184	0.0	0.0	0.9290323200041394
vaccination_study_09	T_NK_lineage	27	Treg	3	707	0.48380965990282937	0.10608203677510608	0.018387553041018388	0.0	0.6719284717840175
vaccination_study_09	T_NK_lineage	27	CD4 T Effector Memory	4	707	0.5208095170048586	0.07779349363507779	0.0	0.0	0.645279106820983
vaccination_study_09	T_NK_lineage	27	ydT Cell	5	707	0.5000035724492712	0.039603960396039604	0.0	0.0	0.5633699090829345
vaccination_study_09	T_NK_lineage	27	MAIT Cell	6	707	0.384549156901972	0.04667609618104668	0.002828854314002829	0.0	0.4620597651056495
vaccination_study_09	T_NK_lineage	27	CD8 Cytotoxic / T Effector Memory	7	707	0.2746498999714204	0.03253182461103253	0.0	0.0	0.32670081934907247
vaccination_study_09	T_NK_lineage	27	NK Cell	8	707	0.3007895112889397	0.009900990099009901	0.007072135785007072	0.0	0.3237032312323626
vaccination_study_09	T_NK_lineage	28	CD4 Naive / T Central Memory	1	465	0.823849671334667	1.0	0.0	0.0	2.423849671334667
vaccination_study_09	T_NK_lineage	28	CD8 Naive / T Central Memory	2	465	0.7492997999428408	0.04946236559139785	0.0	0.0	0.8284395848890773
vaccination_study_09	T_NK_lineage	28	Treg	3	465	0.48380965990282937	0.08172043010752689	0.0	0.0	0.6145623480748724
vaccination_study_09	T_NK_lineage	28	ydT Cell	4	465	0.5000035724492712	0.03870967741935484	0.0	0.0	0.5619390563202389
vaccination_study_09	T_NK_lineage	28	CD4 T Effector Memory	5	465	0.5008573878250929	0.0064516129032258064	0.0	0.0	0.5111799684702543
vaccination_study_09	T_NK_lineage	28	MAIT Cell	6	465	0.384549156901972	0.017204301075268817	0.0	0.0	0.4120760386224021
vaccination_study_09	T_NK_lineage	28	NK Cell	7	465	0.3007895112889397	0.0	0.0	0.0	0.3007895112889397
vaccination_study_09	T_NK_lineage	28	CD8 Cytotoxic / T Effector Memory	8	465	0.2746498999714204	0.002150537634408602	0.0	0.0	0.27809076018647416
vaccination_study_09	T_NK_lineage	3	NK Cell	1	5241	0.9044798513861103	0.6578897157031101	0.6498759778668193	0.0	2.6069793743779055
vaccination_study_09	T_NK_lineage	3	CD8 Cytotoxic / T Effector Memory	2	5241	0.9232852243498142	0.9986643770272848	0.0	0.0	2.52114822759347
vaccination_study_09	T_NK_lineage	3	CD4 T Effector Memory	3	5241	0.8405330094312661	0.0009540164090822362	0.0	0.0	0.8420594356857977
vaccination_study_09	T_NK_lineage	3	CD8 Naive / T Central Memory	4	5241	0.6471563303801086	0.00019080328181644724	0.0	0.0	0.6474616156310149
vaccination_study_09	T_NK_lineage	3	ydT Cell	5	5241	0.5000035724492712	0.0007632131272657889	0.0007632131272657889	0.0	0.5019879265801622
vaccination_study_09	T_NK_lineage	3	Treg	6	5241	0.48380965990282937	0.0011448196908986834	0.0009540164090822362	0.0	0.4865953878173495
vaccination_study_09	T_NK_lineage	3	MAIT Cell	7	5241	0.384549156901972	0.0011448196908986834	0.00019080328181644724	0.0	0.38657167168922635
vaccination_study_09	T_NK_lineage	3	CD4 Naive / T Central Memory	8	5241	0.12657187767933695	0.036443426826941426	0.0	0.0	0.18488136060244323
vaccination_study_09	T_NK_lineage	4	NK Cell	1	5114	0.9752893683909689	1.0	0.9994133750488854	0.0	3.5747027434398544
vaccination_study_09	T_NK_lineage	4	CD8 Cytotoxic / T Effector Memory	2	5114	0.9670334381251786	0.060422369964802505	0.0	0.0	1.0637092300688626
vaccination_study_09	T_NK_lineage	4	MAIT Cell	3	5114	0.888925407259217	0.00039108330074305825	0.00039108330074305825	0.0	0.889942223841149
vaccination_study_09	T_NK_lineage	4	CD4 T Effector Memory	4	5114	0.7221706201771935	0.0	0.0	0.0	0.7221706201771935
vaccination_study_09	T_NK_lineage	4	ydT Cell	5	5114	0.5000035724492712	0.0	0.0	0.0	0.5000035724492712
vaccination_study_09	T_NK_lineage	4	Treg	6	5114	0.48380965990282937	0.0	0.0	0.0	0.48380965990282937
vaccination_study_09	T_NK_lineage	4	CD8 Naive / T Central Memory	7	5114	0.2577272077736496	0.0	0.0	0.0	0.2577272077736496
vaccination_study_09	T_NK_lineage	4	CD4 Naive / T Central Memory	8	5114	0.12657187767933695	0.0005866249511145874	0.0	0.0	0.12751047760112028
vaccination_study_09	T_NK_lineage	5	CD4 Naive / T Central Memory	1	5061	0.811024578450986	1.0	0.0	0.0	2.411024578450986
vaccination_study_09	T_NK_lineage	5	CD8 Naive / T Central Memory	2	5061	0.747924406973421	0.06461173681090694	0.0	0.0	0.8513031858708722
vaccination_study_09	T_NK_lineage	5	Treg	3	5061	0.48380965990282937	0.11460185734044655	0.00019758940920766647	0.0	0.6673702210567516
vaccination_study_09	T_NK_lineage	5	ydT Cell	4	5061	0.5000035724492712	0.06382137917407626	0.0	0.0	0.6021177791277932
vaccination_study_09	T_NK_lineage	5	CD4 T Effector Memory	5	5061	0.41498642469276936	0.0023710729104919974	0.0	0.0	0.41878014134955655
vaccination_study_09	T_NK_lineage	5	MAIT Cell	6	5061	0.384549156901972	0.012448132780082987	0.0	0.0	0.40446616935010477
vaccination_study_09	T_NK_lineage	5	NK Cell	7	5061	0.3007895112889397	0.0	0.0	0.0	0.3007895112889397
vaccination_study_09	T_NK_lineage	5	CD8 Cytotoxic / T Effector Memory	8	5061	0.2746498999714204	0.0007903576368306659	0.0	0.0	0.2759144721903495
vaccination_study_09	T_NK_lineage	6	CD8 Naive / T Central Memory	1	4617	0.8853493855387253	0.98635477582846	0.0	0.0	2.4635170268642614
vaccination_study_09	T_NK_lineage	6	CD4 Naive / T Central Memory	2	4617	0.7372499285510146	0.7842755035737492	0.0	0.0	1.9920907342690133
vaccination_study_09	T_NK_lineage	6	CD8 Cytotoxic / T Effector Memory	3	4617	0.7228743926836239	0.015161360190599956	0.0	0.0	0.7471325689885838
vaccination_study_09	T_NK_lineage	6	Treg	4	4617	0.48380965990282937	0.0602122590426684	0.00021659085986571366	0.0	0.5803658652309646
vaccination_study_09	T_NK_lineage	6	ydT Cell	5	4617	0.5000035724492712	0.02230885856616851	0.0	0.0	0.5356977461551408
vaccination_study_09	T_NK_lineage	6	MAIT Cell	6	4617	0.384549156901972	0.0034654537578514186	0.00021659085986571366	0.0	0.3903104737744
vaccination_study_09	T_NK_lineage	6	CD4 T Effector Memory	7	4617	0.3496820520148614	0.0034654537578514186	0.0	0.0	0.3552267780274237
vaccination_study_09	T_NK_lineage	6	NK Cell	8	4617	0.3007895112889397	0.00043318171973142733	0.00043318171973142733	0.0	0.3019157837602414
vaccination_study_09	T_NK_lineage	7	CD8 Naive / T Central Memory	1	4281	0.9121213203772507	0.9936930623686054	0.0	0.0	2.5020302201670193
vaccination_study_09	T_NK_lineage	7	CD4 Naive / T Central Memory	2	4281	0.7791440411546156	0.6661994861013781	0.0	0.0	1.8450632189168206
vaccination_study_09	T_NK_lineage	7	CD8 Cytotoxic / T Effector Memory	3	4281	0.7328915404401257	0.011212333566923615	0.0	0.0	0.7508312741472035
vaccination_study_09	T_NK_lineage	7	Treg	4	4281	0.48380965990282937	0.05209063302966597	0.000233590282644242	0.0	0.5673882630329392
vaccination_study_09	T_NK_lineage	7	ydT Cell	5	4281	0.5000035724492712	0.02102312543798178	0.0	0.0	0.533640573150042
vaccination_study_09	T_NK_lineage	7	MAIT Cell	6	4281	0.384549156901972	0.005372576500817566	0.000467180565288484	0.0	0.3936124598685686
vaccination_study_09	T_NK_lineage	7	CD4 T Effector Memory	7	4281	0.3694341240354387	0.003270263957019388	0.0	0.0	0.3746665463666697
vaccination_study_09	T_NK_lineage	7	NK Cell	8	4281	0.3007895112889397	0.000467180565288484	0.000233590282644242	0.0	0.30177059047604554
vaccination_study_09	T_NK_lineage	8	CD4 Naive / T Central Memory	1	4219	0.6868855387253501	0.9990519080350794	0.0	0.0	2.285368591581477
vaccination_study_09	T_NK_lineage	8	Treg	2	4219	0.48380965990282937	0.16662716283479498	0.015406494429959706	0.0	0.7658196148684611
vaccination_study_09	T_NK_lineage	8	CD4 T Effector Memory	3	4219	0.529879965704487	0.08912064470253614	0.0	0.0	0.6724729972285448
vaccination_study_09	T_NK_lineage	8	CD8 Naive / T Central Memory	4	4219	0.6074128322377822	0.01374733349134866	0.0	0.0	0.62940856582394
vaccination_study_09	T_NK_lineage	8	MAIT Cell	5	4219	0.384549156901972	0.11068973690447974	0.00047404598246029864	0.0	0.5621267819315998
vaccination_study_09	T_NK_lineage	8	ydT Cell	6	4219	0.5000035724492712	0.03721260962313344	0.0	0.0	0.5595437478462847
vaccination_study_09	T_NK_lineage	8	NK Cell	7	4219	0.3007895112889397	0.0011851149561507466	0.0011851149561507466	0.0	0.30387081017493167
vaccination_study_09	T_NK_lineage	8	CD8 Cytotoxic / T Effector Memory	8	4219	0.2746498999714204	0.00711068973690448	0.0	0.0	0.28602700355046756
vaccination_study_09	T_NK_lineage	9	CD4 Naive / T Central Memory	1	3857	0.6970527293512432	0.9955924293492352	0.0	0.0	2.2900006163100195
vaccination_study_09	T_NK_lineage	9	CD4 T Effector Memory	2	3857	0.7087775078593884	0.3946072076743583	0.0	0.0	1.3401490401383618
vaccination_study_09	T_NK_lineage	9	Treg	3	3857	0.48380965990282937	0.19756287269898884	0.014519056261343012	0.0	0.8144293124825546
vaccination_study_09	T_NK_lineage	9	CD8 Naive / T Central Memory	4	3857	0.5736639039725636	0.008296603577910292	0.0	0.0	0.5869384696972201
vaccination_study_09	T_NK_lineage	9	ydT Cell	5	3857	0.5000035724492712	0.03707544723878662	0.00025926886180969663	0.0	0.5595835568931394
vaccination_study_09	T_NK_lineage	9	MAIT Cell	6	3857	0.384549156901972	0.04900181488203267	0.00025926886180969663	0.0	0.46321132957503397
vaccination_study_09	T_NK_lineage	9	CD8 Cytotoxic / T Effector Memory	7	3857	0.2746498999714204	0.020482240082966036	0.0	0.0	0.3074214841041661
vaccination_study_09	T_NK_lineage	9	NK Cell	8	3857	0.3007895112889397	0.002074150894477573	0.0018148820326678765	0.0	0.3059230347527717
vaccination_study_09	Myeloid_lineage	0	Classical Monocyte	1	2801	0.8777150614461274	0.9996429846483399	0.9996429846483399	0.0	3.476786821531811
vaccination_study_09	Myeloid_lineage	0	Intermediate Monocyte	2	2801	0.7900114318376679	0.0649767940021421	0.0	0.0	0.8939743022410952
vaccination_study_09	Myeloid_lineage	0	Non-Classical Monocyte	3	2801	0.795427264932838	0.0021420921099607284	0.0010710460549803642	0.0	0.7999256583637555
vaccination_study_09	Myeloid_lineage	0	Conventional DC 1	4	2801	0.49054372677907976	0.0	0.0	0.0	0.49054372677907976
vaccination_study_09	Myeloid_lineage	0	Conventional DC 2	5	2801	0.47718991140325806	0.0003570153516601214	0.0003570153516601214	0.0	0.4781181513175744
vaccination_study_09	Myeloid_lineage	0	Plasmacytoid DC	6	2801	0.4380251500428694	0.0	0.0	0.0	0.4380251500428694
vaccination_study_09	Myeloid_lineage	1	Classical Monocyte	1	2525	0.9628465275793083	1.0	0.9992079207920792	0.0	3.562054448371388
vaccination_study_09	Myeloid_lineage	1	Intermediate Monocyte	2	2525	0.862710774507002	0.05702970297029703	0.0	0.0	0.9539582992594772
vaccination_study_09	Myeloid_lineage	1	Non-Classical Monocyte	3	2525	0.8462167762217776	0.0	0.0	0.0	0.8462167762217776
vaccination_study_09	Myeloid_lineage	1	Conventional DC 1	4	2525	0.49054372677907976	0.0	0.0	0.0	0.49054372677907976
vaccination_study_09	Myeloid_lineage	1	Conventional DC 2	5	2525	0.47718991140325806	0.0	0.0	0.0	0.47718991140325806
vaccination_study_09	Myeloid_lineage	1	Plasmacytoid DC	6	2525	0.4380251500428694	0.0	0.0	0.0	0.4380251500428694
vaccination_study_09	Myeloid_lineage	10	Classical Monocyte	1	1368	0.9298370963132323	1.0	1.0	0.0	3.5298370963132326
vaccination_study_09	Myeloid_lineage	10	Intermediate Monocyte	2	1368	0.8441769076879109	0.07675438596491228	0.0	0.0	0.9669839252317706
vaccination_study_09	Myeloid_lineage	10	Non-Classical Monocyte	3	1368	0.8446234638468133	0.0021929824561403508	0.0014619883040935672	0.0	0.8495942240807315
vaccination_study_09	Myeloid_lineage	10	Conventional DC 1	4	1368	0.49054372677907976	0.0	0.0	0.0	0.49054372677907976
vaccination_study_09	Myeloid_lineage	10	Conventional DC 2	5	1368	0.47718991140325806	0.0	0.0	0.0	0.47718991140325806
vaccination_study_09	Myeloid_lineage	10	Plasmacytoid DC	6	1368	0.4380251500428694	0.0	0.0	0.0	0.4380251500428694
vaccination_study_09	Myeloid_lineage	11	Classical Monocyte	1	1349	0.9284652757930837	1.0	1.0	0.0	3.5284652757930837
vaccination_study_09	Myeloid_lineage	11	Intermediate Monocyte	2	1349	0.9253286653329523	0.21942179392142327	0.0	0.0	1.2764035356072296
vaccination_study_09	Myeloid_lineage	11	Non-Classical Monocyte	3	1349	0.8850457273506717	0.004447739065974796	0.0037064492216456633	0.0	0.895868559077877
vaccination_study_09	Myeloid_lineage	11	Conventional DC 2	4	1349	0.47718991140325806	0.018532246108228317	0.002223869532987398	0.0	0.5090653747094107
vaccination_study_09	Myeloid_lineage	11	Conventional DC 1	5	1349	0.49054372677907976	0.0	0.0	0.0	0.49054372677907976
vaccination_study_09	Myeloid_lineage	11	Plasmacytoid DC	6	1349	0.4380251500428694	0.0	0.0	0.0	0.4380251500428694
vaccination_study_09	Myeloid_lineage	12	Classical Monocyte	1	1325	0.8958773935410117	0.9939622641509434	0.999245283018868	0.0	3.485462299201389
vaccination_study_09	Myeloid_lineage	12	Intermediate Monocyte	2	1325	0.9044941411831952	0.3969811320754717	0.0015094339622641509	0.0	1.541173386466214
vaccination_study_09	Myeloid_lineage	12	Non-Classical Monocyte	3	1325	0.8689911403258074	0.10415094339622641	0.09584905660377359	0.0	1.1314817063635432
vaccination_study_09	Myeloid_lineage	12	Conventional DC 1	4	1325	0.49054372677907976	0.0	0.0	0.0	0.49054372677907976
vaccination_study_09	Myeloid_lineage	12	Conventional DC 2	5	1325	0.47718991140325806	0.0015094339622641509	0.0015094339622641509	0.0	0.48111443970514484
vaccination_study_09	Myeloid_lineage	12	Plasmacytoid DC	6	1325	0.4380251500428694	0.0	0.0	0.0	0.4380251500428694
vaccination_study_09	Myeloid_lineage	13	Non-Classical Monocyte	1	1325	0.9761503286653329	0.970566037735849	0.9350943396226415	0.0	3.464150328665333
vaccination_study_09	Myeloid_lineage	13	Classical Monocyte	2	1325	0.7934838525292941	0.1811320754716981	0.9833962264150944	0.0	2.0666913996991054
vaccination_study_09	Myeloid_lineage	13	Intermediate Monocyte	3	1325	0.9442340668762503	0.10566037735849057	0.010566037735849057	0.0	1.1238567083856843
vaccination_study_09	Myeloid_lineage	13	Conventional DC 1	4	1325	0.49054372677907976	0.0030188679245283017	0.0	0.0	0.49537391545832504
vaccination_study_09	Myeloid_lineage	13	Conventional DC 2	5	1325	0.47718991140325806	0.0	0.0	0.0	0.47718991140325806
vaccination_study_09	Myeloid_lineage	13	Plasmacytoid DC	6	1325	0.4380251500428694	0.0007547169811320754	0.0	0.0	0.4392326972126807
vaccination_study_09	Myeloid_lineage	14	Classical Monocyte	1	1317	0.8425978851100314	0.9901290812452543	0.9939255884586181	0.0	3.4207300035610566
vaccination_study_09	Myeloid_lineage	14	Intermediate Monocyte	2	1317	0.9562017719348386	0.510250569476082	0.0015186028853454822	0.0	1.7741212859819153
vaccination_study_09	Myeloid_lineage	14	Non-Classical Monocyte	3	1317	0.9231709059731352	0.23006833712984054	0.21564160971905846	0.0	1.5069218550999386
vaccination_study_09	Myeloid_lineage	14	Conventional DC 2	4	1317	0.47718991140325806	0.009870918754745633	0.004555808656036446	0.0	0.4975391900668875
vaccination_study_09	Myeloid_lineage	14	Conventional DC 1	5	1317	0.49054372677907976	0.0007593014426727411	0.0007593014426727411	0.0	0.4925179105300289
vaccination_study_09	Myeloid_lineage	14	Plasmacytoid DC	6	1317	0.4380251500428694	0.0	0.0	0.0	0.4380251500428694
vaccination_study_09	Myeloid_lineage	15	Classical Monocyte	1	971	0.904036867676479	0.9989701338825953	0.9979402677651905	0.0	3.500329349653822
vaccination_study_09	Myeloid_lineage	15	Intermediate Monocyte	2	971	0.8391611889111175	0.14727085478887744	0.0	0.0	1.0747945565733215
vaccination_study_09	Myeloid_lineage	15	Non-Classical Monocyte	3	971	0.8226957702200629	0.003089598352214212	0.0020597322348094747	0.0	0.8296988598184151
vaccination_study_09	Myeloid_lineage	15	Conventional DC 1	4	971	0.49054372677907976	0.0	0.0	0.0	0.49054372677907976
vaccination_study_09	Myeloid_lineage	15	Conventional DC 2	5	971	0.47718991140325806	0.0	0.0	0.0	0.47718991140325806
vaccination_study_09	Myeloid_lineage	15	Plasmacytoid DC	6	971	0.4380251500428694	0.0	0.0	0.0	0.4380251500428694
vaccination_study_09	Myeloid_lineage	16	Plasmacytoid DC	1	802	0.9971384681337525	1.0	0.9912718204488778	0.0	3.5884102885826303
vaccination_study_09	Myeloid_lineage	16	Intermediate Monocyte	2	802	0.7296638325235781	0.0012468827930174563	0.0	0.0	0.7316588449924061
vaccination_study_09	Myeloid_lineage	16	Conventional DC 2	3	802	0.47718991140325806	0.014962593516209476	0.004987531172069825	0.0	0.5061175922012631
vaccination_study_09	Myeloid_lineage	16	Conventional DC 1	4	802	0.49054372677907976	0.0	0.0	0.0	0.49054372677907976
vaccination_study_09	Myeloid_lineage	16	Classical Monocyte	5	802	0.34011681909116886	0.0	0.0	0.0	0.34011681909116886
vaccination_study_09	Myeloid_lineage	16	Non-Classical Monocyte	6	802	0.3045977422120606	0.0	0.0	0.0	0.3045977422120606
vaccination_study_09	Myeloid_lineage	17	Classical Monocyte	1	607	0.9334238353815376	1.0	0.9983525535420099	0.0	3.5317763889235474
vaccination_study_09	Myeloid_lineage	17	Intermediate Monocyte	2	607	0.870913118033724	0.12520593080724876	0.0	0.0	1.071242607325322
vaccination_study_09	Myeloid_lineage	17	Non-Classical Monocyte	3	607	0.8631537582166333	0.0	0.0	0.0	0.8631537582166333
vaccination_study_09	Myeloid_lineage	17	Conventional DC 1	4	607	0.49054372677907976	0.0	0.0	0.0	0.49054372677907976
vaccination_study_09	Myeloid_lineage	17	Conventional DC 2	5	607	0.47718991140325806	0.0	0.0	0.0	0.47718991140325806
vaccination_study_09	Myeloid_lineage	17	Plasmacytoid DC	6	607	0.4380251500428694	0.0	0.0	0.0	0.4380251500428694
vaccination_study_09	Myeloid_lineage	18	Classical Monocyte	1	514	0.9277686481851958	1.0	1.0	0.0	3.5277686481851958
vaccination_study_09	Myeloid_lineage	18	Intermediate Monocyte	2	514	0.906048156616176	0.188715953307393	0.0	0.0	1.2079936819080048
vaccination_study_09	Myeloid_lineage	18	Non-Classical Monocyte	3	514	0.8767540725921692	0.02529182879377432	0.02529182879377432	0.0	0.9425128274559824
vaccination_study_09	Myeloid_lineage	18	Conventional DC 1	4	514	0.49054372677907976	0.0	0.0	0.0	0.49054372677907976
vaccination_study_09	Myeloid_lineage	18	Conventional DC 2	5	514	0.47718991140325806	0.0	0.0	0.0	0.47718991140325806
vaccination_study_09	Myeloid_lineage	18	Plasmacytoid DC	6	514	0.4380251500428694	0.0	0.0	0.0	0.4380251500428694
vaccination_study_09	Myeloid_lineage	19	Classical Monocyte	1	365	0.8937767933695342	1.0	1.0	0.0	3.493776793369534
vaccination_study_09	Myeloid_lineage	19	Intermediate Monocyte	2	365	0.8356530437267791	0.14794520547945206	0.0	0.0	1.0723653724939024
vaccination_study_09	Myeloid_lineage	19	Non-Classical Monocyte	3	365	0.822874392683624	0.0	0.0	0.0	0.822874392683624
vaccination_study_09	Myeloid_lineage	19	Conventional DC 1	4	365	0.49054372677907976	0.0	0.0	0.0	0.49054372677907976
vaccination_study_09	Myeloid_lineage	19	Conventional DC 2	5	365	0.47718991140325806	0.0	0.0	0.0	0.47718991140325806
vaccination_study_09	Myeloid_lineage	19	Plasmacytoid DC	6	365	0.4380251500428694	0.0	0.0	0.0	0.4380251500428694
vaccination_study_09	Myeloid_lineage	2	Non-Classical Monocyte	1	2304	0.9905651614747071	1.0	1.0	0.0	3.590565161474707
vaccination_study_09	Myeloid_lineage	2	Classical Monocyte	2	2304	0.7762825092883681	0.002170138888888889	1.0	0.0	1.7797547315105904
vaccination_study_09	Myeloid_lineage	2	Intermediate Monocyte	3	2304	0.9666226064589882	0.014756944444444444	0.012586805555555556	0.0	1.0028205231256548
vaccination_study_09	Myeloid_lineage	2	Conventional DC 1	4	2304	0.49054372677907976	0.0030381944444444445	0.0	0.0	0.49540483789019085
vaccination_study_09	Myeloid_lineage	2	Conventional DC 2	5	2304	0.47718991140325806	0.0	0.0	0.0	0.47718991140325806
vaccination_study_09	Myeloid_lineage	2	Plasmacytoid DC	6	2304	0.4380251500428694	0.0013020833333333333	0.0	0.0	0.44010848337620273
vaccination_study_09	Myeloid_lineage	20	Classical Monocyte	1	361	0.9095312946556159	1.0	1.0	0.0	3.509531294655616
vaccination_study_09	Myeloid_lineage	20	Intermediate Monocyte	2	361	0.8671477565018577	0.10803324099722991	0.0	0.0	1.0400009420974257
vaccination_study_09	Myeloid_lineage	20	Non-Classical Monocyte	3	361	0.8565161474707059	0.01662049861495845	0.01662049861495845	0.0	0.8997294438695979
vaccination_study_09	Myeloid_lineage	20	Conventional DC 1	4	361	0.49054372677907976	0.0	0.0	0.0	0.49054372677907976
vaccination_study_09	Myeloid_lineage	20	Conventional DC 2	5	361	0.47718991140325806	0.0	0.0	0.0	0.47718991140325806
