study	broad_lineage	cluster	n_cells	chosen_label	accepted	best_candidate_before_parent_fallback	best_total_score	second_total_score	score_margin	marker_pct	marker_winner_fraction	source_fraction	source_count_mean	marker_availability	cluster_reason	top_celltypist_label	top_azimuth_pbmc_l2_label	top_azimuth_pbmc_l3_label	top_panhuman_fine_label	top_panhuman_medium_label	top_cluster_consensus_label	top_screfmapping_label	median_n_genes_by_counts	median_total_counts	median_pct_counts_mt
vaccination_study_09	T/NK	T_NK_lineage:19	1512	CD4 Naive / T Central Memory	True	CD4 Naive / T Central Memory	2.0244917995142546	0.9049694492131106	1.119522350301144	0.8246641897685052	0.15013227513227514	0.6116780045351473	4.281746031746032	1.0	cluster_consensus_marker_source_support	CD4 Naive / T Central Memory:1268; CD8 Naive / T Central Memory:93; CD8 Cytotoxic / T Effector Memory:44; CD4 T Effector Memory:33	CD4 Naive / T Central Memory:1168; CD8 Naive / T Central Memory:141; Treg:114; CD8 Cytotoxic / T Effector Memory:35	CD4 Naive / T Central Memory:813; Blood Cell:454; CD8 Naive / T Central Memory:123; Treg:109	CD4 Naive / T Central Memory:1166; CD4 T Effector Memory:132; Blood Cell:67; CD8 Naive / T Central Memory:65	T Cell:1457; Blood Cell:52; NK Cell:3	CD4 Naive / T Central Memory:1205; CD8 Naive / T Central Memory:186; CD8 Cytotoxic / T Effector Memory:66; MAIT Cell:29	CD4 Naive / T Central Memory:854; not_available:597; CD4 T Effector Memory:46; Treg:15	907.0	1194.87560930561	1.9286071951533172
vaccination_study_09	Myeloid/DC	Myeloid_lineage:11	1398	Conventional DC 2	True	Conventional DC 2	1.9609029170957548	1.0278821335014583	0.9330207835942965	0.9157294941411832	0.2875536480686695	0.47721234416513386	3.340486409155937	1.0	cluster_consensus_marker_source_support	Conventional DC 2:717; DC:258; Myeloid Cell:176; Classical Monocyte:144	Conventional DC 2:1326; Classical Monocyte:67; RBC:4; Non-Classical Monocyte:1	Blood Cell:1326; Classical Monocyte:67; RBC:4; Non-Classical Monocyte:1	Conventional DC 2:1244; Classical Monocyte:117; Blood Cell:37	DC:1244; Monocyte:117; Blood Cell:37	Conventional DC 2:1383; Classical Monocyte:14; Blood Cell:1	not_available:1398	1806.0	1564.3785389613686	1.6991150503320127
vaccination_study_09	B	B_lineage:1	1377	Naive B Cell	True	Naive B Cell	2.132218595365279	0.4231199820226377	1.7090986133426411	0.9565947413546728	0.3115468409586057	0.5379188712522045	3.765432098765432	0.7777777777777778	cluster_consensus_marker_source_support	Naive B Cell:805; B Cell:406; Memory B Cell:132; Blood Cell:20	Naive B Cell:771; Memory B Cell:416; Treg:117; B Cell:55	Blood Cell:1228; Treg:116; RBC:30; HSC:3	Naive B Cell:1083; Blood Cell:171; Memory B Cell:112; B Cell:10	B Cell:1196; Blood Cell:181	Naive B Cell:1310; Memory B Cell:67	Naive B Cell:1216; Memory B Cell:122; not_available:37; Plasma Cell:2	688.0	1216.5040593767246	2.2253158698527837
vaccination_study_09	Myeloid/DC	Myeloid_lineage:9	1287	Classical Monocyte	True	Classical Monocyte	1.7470002994845808	0.9679035335437164	0.7790967659408644	0.8977350671620463	0.21367521367521367	0.40426240426240423	2.8298368298368297	1.0	cluster_consensus_marker_source_support	Classical Monocyte:1245; Non-Classical Monocyte:27; Blood Cell:13; Plasma Cell:2	RBC:1229; Classical Monocyte:49; Non-Classical Monocyte:9	RBC:1229; Classical Monocyte:49; Non-Classical Monocyte:9	Classical Monocyte:1272; Non-Classical Monocyte:10; Blood Cell:5	Monocyte:1282; Blood Cell:5	Classical Monocyte:1027; Blood Cell:252; Non-Classical Monocyte:8	not_available:1287	1055.0	1476.7096389627536	1.9240699627606808
vaccination_study_09	T/NK	T_NK_lineage:20	1279	NK Cell	True	NK Cell	1.880097152903574	1.0217256714409026	0.8583714814626713	0.9334809945698771	0.127443315089914	0.49368926616776493	3.455824863174355	1.0	cluster_consensus_marker_source_support	NK Cell:970; CD8 Cytotoxic / T Effector Memory:131; CD4 Naive / T Central Memory:108; Blood Cell:31	NK Cell:587; CD8 Cytotoxic / T Effector Memory:372; Lymphoid Cell:93; CD4 Naive / T Central Memory:46	Blood Cell:686; NK Cell:352; Lymphoid Cell:110; CD4 T Effector Memory:50	NK Cell:816; CD8 Cytotoxic / T Effector Memory:281; Blood Cell:94; CD4 Naive / T Central Memory:45	NK Cell:816; T Cell:382; Blood Cell:72; Lymphoid Cell:9	NK Cell:879; CD8 Cytotoxic / T Effector Memory:246; MAIT Cell:109; CD4 Naive / T Central Memory:39	not_available:1229; CD4 T Effector Memory:33; CD4 Naive / T Central Memory:16; Treg:1	865.0	1300.355794715208	2.034128759648016
vaccination_study_09	Myeloid/DC	Myeloid_lineage:12	1242	Non-Classical Monocyte	True	Non-Classical Monocyte	1.9704044765361663	1.0133635251729551	0.9570409513632112	0.970477279222635	0.46618357487922707	0.38106740280653323	2.6674718196457325	1.0	cluster_consensus_marker_source_support	Non-Classical Monocyte:883; Classical Monocyte:311; Blood Cell:36; Myeloid Cell:8	RBC:696; Non-Classical Monocyte:497; Classical Monocyte:48; Treg:1	RBC:696; Non-Classical Monocyte:498; Classical Monocyte:48	Non-Classical Monocyte:717; Classical Monocyte:457; Blood Cell:54; Intermediate Monocyte:13	Monocyte:1187; Blood Cell:54; DC:1	Non-Classical Monocyte:718; Classical Monocyte:501; Blood Cell:23	not_available:1242	1272.5	1541.3816079709827	1.8312391879097647
vaccination_study_09	B	B_lineage:2	1183	Naive B Cell	True	Naive B Cell	2.1594450903891356	0.39870711365460254	1.760737976734533	0.9514504144041155	0.32713440405748095	0.5481222074628668	3.8368554522400675	0.7777777777777778	cluster_consensus_marker_source_support	Naive B Cell:736; B Cell:329; Memory B Cell:96; CD4 Naive / T Central Memory:9	Naive B Cell:772; Memory B Cell:241; Treg:113; B Cell:50	Blood Cell:1055; Treg:115; RBC:12; HSC:1	Naive B Cell:860; Blood Cell:234; Memory B Cell:76; B Cell:9	B Cell:940; Blood Cell:242; T Cell:1	Naive B Cell:1135; Memory B Cell:47; Plasmacytoid DC:1	Naive B Cell:1036; Memory B Cell:101; not_available:46	667.0	1202.041457671067	2.229637366856388
vaccination_study_09	T/NK	T_NK_lineage:21	1172	CD4 Naive / T Central Memory	True	CD4 Naive / T Central Memory	1.7910910580567072	0.811036379377879	0.9800546786788282	0.7701271791940554	0.09812286689419795	0.5365675280351048	3.755972696245734	1.0	cluster_consensus_marker_source_support	CD4 Naive / T Central Memory:1006; CD8 Cytotoxic / T Effector Memory:57; CD8 Naive / T Central Memory:33; NK Cell:28	CD4 Naive / T Central Memory:644; Treg:301; CD8 Naive / T Central Memory:143; CD8 Cytotoxic / T Effector Memory:36	Blood Cell:525; Treg:297; CD4 Naive / T Central Memory:253; CD8 Naive / T Central Memory:82	CD4 Naive / T Central Memory:943; CD8 Cytotoxic / T Effector Memory:95; CD4 T Effector Memory:60; Blood Cell:41	T Cell:1136; Blood Cell:35; NK Cell:1	CD4 Naive / T Central Memory:896; CD8 Cytotoxic / T Effector Memory:135; CD8 Naive / T Central Memory:91; MAIT Cell:34	CD4 Naive / T Central Memory:660; not_available:430; CD4 T Effector Memory:69; Treg:13	775.5	1126.2157499394862	2.012949480934797
vaccination_study_09	B	B_lineage:3	1150	Memory B Cell	True	Memory B Cell	2.4883045342147447	0.9733391554641166	1.514965378750628	0.9775364389825665	0.6765217391304348	0.5617391304347826	3.9321739130434783	1.0	cluster_consensus_marker_source_support	Memory B Cell:806; B Cell:297; Naive B Cell:33; CD4 Naive / T Central Memory:7	Memory B Cell:894; Treg:132; B Cell:74; Naive B Cell:33	Blood Cell:987; Treg:139; RBC:24	Memory B Cell:773; Naive B Cell:223; Blood Cell:143; B Cell:7	B Cell:1000; Blood Cell:150	Memory B Cell:1028; Naive B Cell:122	Memory B Cell:1021; Naive B Cell:89; not_available:38; Plasma Cell:2	821.0	1253.3107450935854	2.189107806022089
vaccination_study_09	B	B_lineage:4	1120	Memory B Cell	True	Memory B Cell	2.620501265667742	0.8966643494351155	1.7238369162326266	0.9785331523292369	0.7116071428571429	0.6160714285714286	4.3125	1.0	cluster_consensus_marker_source_support	Memory B Cell:830; B Cell:264; Naive B Cell:16; CD4 Naive / T Central Memory:4	Memory B Cell:1017; Treg:62; B Cell:21; Naive B Cell:17	Blood Cell:1046; Treg:66; RBC:8	Memory B Cell:805; Naive B Cell:192; Blood Cell:115; B Cell:5	B Cell:1000; Blood Cell:120	Memory B Cell:1091; Naive B Cell:29	Memory B Cell:1087; not_available:17; Naive B Cell:15; Plasma Cell:1	863.0	1271.6776388298592	2.087156366488305
vaccination_study_09	Artifact/Other	leiden:2	1091	Blood Cell	False	RBC	1.3451347626847723	0.9676243935069198	0.3775103691778525	0.7955558731066019	0.10815765352887259	0.2855833442451224	1.999083409715857	1.0	cluster_parent_insufficient_consensus	Classical Monocyte:978; Blood Cell:102; Non-Classical Monocyte:6; Plasma Cell:3	RBC:1090; Conventional DC 2:1	RBC:1090; Blood Cell:1	Blood Cell:731; Classical Monocyte:360	Blood Cell:729; Monocyte:360; RBC:1; Myeloid Cell:1	Classical Monocyte:565; Blood Cell:524; Platelet:2	not_available:1091	982.0	1450.2666252466315	1.9600534572221626
vaccination_study_09	T/NK	T_NK_lineage:22	1077	Treg	True	Treg	1.8406519182086054	1.002402132138563	0.8382497860700424	0.9108745355815947	0.3584029712163417	0.38639076800636685	2.7047353760445683	1.0	cluster_consensus_marker_source_support	Treg:629; CD4 Naive / T Central Memory:243; CD8 Cytotoxic / T Effector Memory:99; CD4 T Effector Memory:44	CD4 Naive / T Central Memory:499; Treg:414; T Cell:79; CD8 Cytotoxic / T Effector Memory:41	Blood Cell:655; Treg:408; CD4 T Effector Memory:9; RBC:2	Treg:537; CD4 T Effector Memory:203; CD4 Naive / T Central Memory:118; CD8 Cytotoxic / T Effector Memory:114	T Cell:988; Blood Cell:85; Lymphoid Cell:4	Treg:520; CD4 Naive / T Central Memory:352; NK Cell:144; CD8 Cytotoxic / T Effector Memory:60	not_available:438; Treg:405; CD4 Naive / T Central Memory:207; CD4 T Effector Memory:27	980.0	1359.6554978191402	1.6253573999125637
vaccination_study_09	Myeloid/DC	Myeloid_lineage:14	1053	Classical Monocyte	True	Classical Monocyte	1.9468064956559292	0.9756894985093518	0.9711169971465774	0.8701986281794799	0.12155745489078823	0.5612535612535613	3.9287749287749287	1.0	cluster_consensus_marker_source_support	Classical Monocyte:948; Non-Classical Monocyte:94; Myeloid Cell:7; Treg:1	Classical Monocyte:581; RBC:433; Non-Classical Monocyte:32; CD4 Naive / T Central Memory:4	Classical Monocyte:581; RBC:433; Non-Classical Monocyte:32; Blood Cell:4	Classical Monocyte:984; Blood Cell:34; Non-Classical Monocyte:31; Intermediate Monocyte:3	Monocyte:1018; Blood Cell:34; DC:1	Classical Monocyte:1043; Non-Classical Monocyte:8; Conventional DC 2:1; Blood Cell:1	not_available:1053	1465.0	1576.128679627062	1.8302600492073817
vaccination_study_09	Myeloid/DC	Myeloid_lineage:4	1022	Classical Monocyte	True	Classical Monocyte	1.7766398791563351	0.9221270992159347	0.8545127799404004	0.933398828236639	0.40019569471624267	0.3244338831422979	2.271037181996086	1.0	cluster_consensus_marker_source_support	Classical Monocyte:1011; Non-Classical Monocyte:8; T Cell:1; Blood Cell:1	RBC:1022	RBC:1022	Classical Monocyte:1014; Non-Classical Monocyte:8	Monocyte:1022	Blood Cell:720; Classical Monocyte:296; Non-Classical Monocyte:6	not_available:1022	829.5	1369.2269299195877	2.0682691248837237
vaccination_study_09	B	B_lineage:5	885	Naive B Cell	True	Naive B Cell	2.2749384304658933	0.33321139978654113	1.9417270306793522	0.962289225492998	0.4576271186440678	0.5488297013720742	3.84180790960452	0.7777777777777778	cluster_consensus_marker_source_support	B Cell:526; Naive B Cell:318; Blood Cell:15; CD4 Naive / T Central Memory:14	Naive B Cell:680; Memory B Cell:102; B Cell:75; Treg:20	Blood Cell:846; Treg:23; RBC:15; HSC:1	Naive B Cell:689; Blood Cell:110; Memory B Cell:50; B Cell:35	B Cell:740; Blood Cell:145	Naive B Cell:873; Memory B Cell:12	Naive B Cell:840; Memory B Cell:39; not_available:5; Plasma Cell:1	773.0	1290.5372029837765	2.0468256428260125
vaccination_study_09	T/NK	T_NK_lineage:24	838	CD4 Naive / T Central Memory	True	CD4 Naive / T Central Memory	1.2803261625478304	0.9433616605742987	0.33696450197353167	0.6624035438696771	0.06205250596658711	0.33395840436413227	2.337708830548926	1.0	cluster_consensus_marker_source_support	CD4 Naive / T Central Memory:579; CD8 Cytotoxic / T Effector Memory:99; CD8 Naive / T Central Memory:82; NK Cell:22	Treg:265; CD8 Naive / T Central Memory:216; CD4 Naive / T Central Memory:213; T Cell:81	Blood Cell:406; Treg:258; CD8 Naive / T Central Memory:109; CD4 Naive / T Central Memory:59	CD4 Naive / T Central Memory:581; CD8 Cytotoxic / T Effector Memory:89; Blood Cell:67; CD8 Naive / T Central Memory:50	T Cell:777; Blood Cell:60; NK Cell:1	CD4 Naive / T Central Memory:332; CD8 Cytotoxic / T Effector Memory:233; CD8 Naive / T Central Memory:182; Treg:48	not_available:458; CD4 Naive / T Central Memory:195; Treg:107; CD4 T Effector Memory:78	763.5	1136.3254501320407	2.1198682340688215
vaccination_study_09	T/NK	T_NK_lineage:23	809	CD8 Cytotoxic / T Effector Memory	True	CD8 Cytotoxic / T Effector Memory	1.551327520382832	1.1598351314976751	0.3914923888851569	0.9089739925693056	0.24721878862793573	0.28182941903584663	1.9728059332509271	1.0	cluster_consensus_marker_source_support	NK Cell:499; CD8 Cytotoxic / T Effector Memory:152; CD4 Naive / T Central Memory:85; MAIT Cell:42	CD8 Cytotoxic / T Effector Memory:387; CD4 T Effector Memory:139; Treg:77; NK Cell:61	Blood Cell:473; CD4 T Effector Memory:183; RBC:74; Treg:70	CD8 Cytotoxic / T Effector Memory:534; Blood Cell:134; NK Cell:102; CD4 Naive / T Central Memory:24	T Cell:640; NK Cell:102; Blood Cell:67	CD8 Cytotoxic / T Effector Memory:523; NK Cell:155; MAIT Cell:103; CD4 Naive / T Central Memory:26	not_available:782; CD4 T Effector Memory:16; CD4 Naive / T Central Memory:10; Treg:1	739.0	1201.6427551095958	2.3545214722304006
vaccination_study_09	Myeloid/DC	Myeloid_lineage:15	793	Plasmacytoid DC	True	Plasmacytoid DC	2.6633683328674755	0.8517982791902506	1.811570053677225	0.9971491854815662	0.6153846153846154	0.6703296703296703	4.6923076923076925	0.875	cluster_consensus_marker_source_support	Plasmacytoid DC:787; Conventional DC 2:3; Myeloid Cell:2; Non-Classical Monocyte:1	Plasmacytoid DC:680; Blood Cell:104; HSC:6; Treg:1	Plasmacytoid DC:688; Blood Cell:92; HSC:10; RBC:2	Plasmacytoid DC:774; Blood Cell:15; Conventional DC 2:2; Plasma Cell:1	DC:791; B Cell:1; Monocyte:1	Plasmacytoid DC:792; Non-Classical Monocyte:1	not_available:793	1432.0	1509.9966517980251	1.4649839078214926
vaccination_study_09	Myeloid/DC	Myeloid_lineage:10	790	Classical Monocyte	True	Classical Monocyte	1.842229261964281	0.9672693102188329	0.8749599517454482	0.9535117176336096	0.4531645569620253	0.32712477396021694	2.289873417721519	1.0	cluster_consensus_marker_source_support	Classical Monocyte:783; Blood Cell:6; Plasma Cell:1	RBC:790	RBC:790	Classical Monocyte:790	Monocyte:790	Blood Cell:554; Classical Monocyte:236	not_available:790	832.0	1373.7622416001814	1.9981762366746618
vaccination_study_09	Myeloid/DC	Myeloid_lineage:13	742	Classical Monocyte	True	Classical Monocyte	1.6746057050460428	0.9873038927564208	0.687301812289622	0.8994998571020292	0.261455525606469	0.3452060069310743	2.41644204851752	1.0	cluster_consensus_marker_source_support	Classical Monocyte:711; Blood Cell:15; Non-Classical Monocyte:12; Conventional DC 2:2	RBC:736; Conventional DC 2:4; Classical Monocyte:2	RBC:736; Blood Cell:4; Classical Monocyte:2	Classical Monocyte:733; Non-Classical Monocyte:6; Conventional DC 2:3	Monocyte:739; DC:3	Blood Cell:391; Classical Monocyte:345; Non-Classical Monocyte:6	not_available:742	939.5	1436.1755962076336	1.9620979483651366
vaccination_study_09	B	B_lineage:7	713	Naive B Cell	True	Naive B Cell	2.2274326807687963	0.40801981634962364	1.8194128644191727	0.9666547585024292	0.4053295932678822	0.543778801843318	3.806451612903226	0.7777777777777778	cluster_consensus_marker_source_support	Naive B Cell:439; B Cell:192; Memory B Cell:70; Blood Cell:6	Naive B Cell:520; Memory B Cell:117; B Cell:61; Treg:10	Blood Cell:697; Treg:12; CD4 Naive / T Central Memory:4	Naive B Cell:539; Memory B Cell:119; Blood Cell:50; B Cell:5	B Cell:659; Blood Cell:54	Naive B Cell:613; Memory B Cell:100	Naive B Cell:603; Memory B Cell:106; not_available:4	911.0	1324.1080672148842	2.0996936867051224
vaccination_study_09	B	B_lineage:6	705	Naive B Cell	True	Naive B Cell	2.2206748425443887	0.39093197347165043	1.8297428690727382	0.9553372392112032	0.33191489361702126	0.5764944275582574	4.035460992907802	0.7777777777777778	cluster_consensus_marker_source_support	Naive B Cell:450; B Cell:208; Memory B Cell:35; CD4 Naive / T Central Memory:7	Naive B Cell:502; Memory B Cell:133; Treg:40; B Cell:23	Blood Cell:643; Treg:53; RBC:7; HSC:2	Naive B Cell:546; Blood Cell:120; Memory B Cell:33; B Cell:4	B Cell:581; Blood Cell:124	Naive B Cell:689; Memory B Cell:16	Naive B Cell:658; Memory B Cell:33; not_available:14	657.0	1206.5122857230858	2.2513104384841767
vaccination_study_09	B	B_lineage:8	602	Naive B Cell	True	Naive B Cell	2.289386141480792	0.41215003111947507	1.8772361103613169	0.9593348099456988	0.32558139534883723	0.6134314190792596	4.294019933554817	0.7777777777777778	cluster_consensus_marker_source_support	Naive B Cell:441; B Cell:137; Memory B Cell:18; CD4 Naive / T Central Memory:4	Naive B Cell:460; Memory B Cell:113; Treg:22; B Cell:6	Blood Cell:575; Treg:25; RBC:2	Naive B Cell:518; Blood Cell:60; Memory B Cell:24	B Cell:542; Blood Cell:60	Naive B Cell:590; Memory B Cell:12	Naive B Cell:576; Memory B Cell:20; not_available:6	679.0	1214.1574071080295	2.204692187155743
vaccination_study_09	B	B_lineage:10	519	Naive B Cell	True	Naive B Cell	2.1471391604002776	0.4262662520383512	1.7208729083619265	0.9512360674478423	0.30828516377649323	0.549683457197908	3.8477842003853566	0.7777777777777778	cluster_consensus_marker_source_support	Naive B Cell:335; B Cell:122; Memory B Cell:53; Blood Cell:5	Naive B Cell:306; Memory B Cell:150; Treg:40; B Cell:16	Blood Cell:464; Treg:43; RBC:11; HSC:1	Naive B Cell:399; Blood Cell:78; Memory B Cell:40; B Cell:2	B Cell:439; Blood Cell:80	Naive B Cell:495; Memory B Cell:24	Naive B Cell:462; Memory B Cell:36; not_available:19; Plasma Cell:2	684.0	1220.1981298859916	2.1584706637233846
vaccination_study_09	B	B_lineage:9	492	Naive B Cell	True	Naive B Cell	2.011516872748444	0.9207337752714481	1.0907830974769959	0.9437553586739069	0.25	0.5063879210220673	3.5447154471544717	0.7777777777777778	cluster_consensus_marker_source_support	Naive B Cell:291; B Cell:143; Memory B Cell:50; Blood Cell:4	Naive B Cell:256; Memory B Cell:142; Treg:72; B Cell:20	Blood Cell:407; Treg:70; RBC:12; HSC:3	Naive B Cell:320; Blood Cell:126; Memory B Cell:45; B Cell:1	B Cell:365; Blood Cell:127	Naive B Cell:466; Memory B Cell:26	Naive B Cell:411; Memory B Cell:45; not_available:36	640.0	1190.9617736383552	2.2580213874328967
vaccination_study_09	B	B_lineage:11	487	Naive B Cell	True	Naive B Cell	2.1829291468349794	0.38916138550586177	1.7937677613291176	0.9603029436981995	0.3141683778234086	0.5617483132883543	3.9322381930184807	0.7777777777777778	cluster_consensus_marker_source_support	Naive B Cell:309; B Cell:145; Memory B Cell:29; CD4 Naive / T Central Memory:2	Naive B Cell:316; Memory B Cell:123; Treg:24; B Cell:20	Blood Cell:458; Treg:26; HSC:2; RBC:1	Naive B Cell:384; Blood Cell:68; Memory B Cell:31; B Cell:4	B Cell:415; Blood Cell:72	Naive B Cell:469; Memory B Cell:18	Naive B Cell:437; Memory B Cell:33; not_available:15; Plasma Cell:2	666.0	1195.915061837777	2.274252177115242
vaccination_study_09	B	B_lineage:12	487	Memory B Cell	True	Memory B Cell	2.384113943924472	0.975691356856684	1.408422587067788	0.9870748785367248	0.6365503080082136	0.519213845702552	3.6344969199178645	1.0	cluster_consensus_marker_source_support	Memory B Cell:253; B Cell:218; Naive B Cell:12; Blood Cell:3	Memory B Cell:278; B Cell:189; Naive B Cell:17; Treg:3	Blood Cell:483; RBC:2; Treg:2	Memory B Cell:310; Naive B Cell:158; Blood Cell:18; B Cell:1	B Cell:468; Blood Cell:19	Memory B Cell:458; Naive B Cell:29	Memory B Cell:471; Naive B Cell:16	1098.0	1348.612515228978	2.1449656175213763
vaccination_study_09	Myeloid/DC	Myeloid_lineage:16	476	Classical Monocyte	True	Classical Monocyte	1.741964199941194	0.9004999357559542	0.8414642641852397	0.8966669048299514	0.21428571428571427	0.40186074429771906	2.813025210084034	1.0	cluster_consensus_marker_source_support	Classical Monocyte:457; Non-Classical Monocyte:17; Myeloid Cell:1; Blood Cell:1	RBC:441; Classical Monocyte:23; Non-Classical Monocyte:12	RBC:441; Classical Monocyte:23; Non-Classical Monocyte:12	Classical Monocyte:465; Non-Classical Monocyte:9; Blood Cell:2	Monocyte:474; Blood Cell:2	Classical Monocyte:371; Blood Cell:92; Non-Classical Monocyte:8; Platelet:5	not_available:476	1092.0	1472.3744995980737	1.9273385805462757
vaccination_study_09	Myeloid/DC	Myeloid_lineage:17	453	Non-Classical Monocyte	True	Non-Classical Monocyte	2.6220679001496934	0.7800119176276792	1.8420559825220142	0.9849599885681624	0.7284768211920529	0.6067486597287921	4.247240618101546	1.0	cluster_consensus_marker_source_support	Non-Classical Monocyte:411; Classical Monocyte:27; Myeloid Cell:14; Blood Cell:1	Non-Classical Monocyte:404; RBC:33; Classical Monocyte:12; Conventional DC 2:4	Non-Classical Monocyte:404; RBC:34; Classical Monocyte:12; Blood Cell:3	Non-Classical Monocyte:359; Classical Monocyte:65; Blood Cell:21; Intermediate Monocyte:7	Monocyte:431; Blood Cell:21; DC:1	Non-Classical Monocyte:346; Classical Monocyte:106; Conventional DC 2:1	not_available:453	1556.0	1582.2463665821715	1.711787166622592
vaccination_study_09	B	B_lineage:14	437	Memory B Cell	True	Memory B Cell	2.5654668071230553	0.9247873083525195	1.6406794987705358	0.989089739925693	0.7299771167048055	0.574370709382151	4.020594965675057	1.0	cluster_consensus_marker_source_support	Memory B Cell:249; B Cell:184; Plasma Cell:1; CD4 Naive / T Central Memory:1	Memory B Cell:386; B Cell:50; RBC:1	Blood Cell:436; RBC:1	Memory B Cell:250; Naive B Cell:161; Blood Cell:25; B Cell:1	B Cell:412; Blood Cell:25	Memory B Cell:435; Naive B Cell:1; Plasma Cell:1	Memory B Cell:437	1217.0	1435.828168108125	1.8747150823711818
vaccination_study_09	B	B_lineage:13	422	Naive B Cell	True	Naive B Cell	2.170409645042214	0.3973632714579637	1.7730463735842505	0.9498571020291512	0.3009478672985782	0.5656736628300609	3.9597156398104265	0.7777777777777778	cluster_consensus_marker_source_support	Naive B Cell:276; B Cell:104; Memory B Cell:36; Blood Cell:4	Naive B Cell:286; Memory B Cell:89; Treg:36; B Cell:11	Blood Cell:381; Treg:35; RBC:5; HSC:1	Naive B Cell:331; Blood Cell:62; Memory B Cell:27; B Cell:2	B Cell:358; Blood Cell:64	Naive B Cell:403; Memory B Cell:19	Naive B Cell:375; Memory B Cell:34; not_available:11; Plasma Cell:2	699.0	1231.117182486702	2.161869164485661
vaccination_study_09	B	B_lineage:15	353	Naive B Cell	True	Naive B Cell	2.153786209252826	0.3977196916064011	1.756066517646425	0.9530580165761646	0.34844192634560905	0.5354107648725213	3.7478753541076486	0.7777777777777778	cluster_consensus_marker_source_support	Naive B Cell:219; B Cell:92; Memory B Cell:34; Blood Cell:4	Naive B Cell:204; Memory B Cell:103; Treg:33; B Cell:12	Blood Cell:317; Treg:33; RBC:3	Naive B Cell:267; Blood Cell:59; Memory B Cell:24; B Cell:3	B Cell:291; Blood Cell:62	Naive B Cell:327; Memory B Cell:26	Naive B Cell:306; Memory B Cell:36; not_available:10; Plasma Cell:1	686.0	1225.323919207361	2.160624003276207
vaccination_study_09	Myeloid/DC	Myeloid_lineage:6	336	Classical Monocyte	True	Classical Monocyte	1.726377339589737	0.9806038022525385	0.7457735373371985	0.9374714204058302	0.4166666666666667	0.2891156462585033	2.0238095238095237	1.0	cluster_consensus_marker_source_support	Classical Monocyte:332; Non-Classical Monocyte:3; Blood Cell:1	RBC:336	RBC:336	Classical Monocyte:335; Neutrophil:1	Monocyte:335; Granulocyte:1	Blood Cell:322; Classical Monocyte:13; Non-Classical Monocyte:1	not_available:336	735.5	1337.4452484801845	2.0351287476986433
vaccination_study_09	T/NK	T_NK_lineage:25	327	CD4 Naive / T Central Memory	True	CD4 Naive / T Central Memory	1.574250727381261	0.8240719216911628	0.7501788056900981	0.7403329522720777	0.0672782874617737	0.44954128440366964	3.146788990825688	1.0	cluster_consensus_marker_source_support	CD4 Naive / T Central Memory:244; CD8 Naive / T Central Memory:26; NK Cell:19; CD8 Cytotoxic / T Effector Memory:19	CD4 Naive / T Central Memory:183; Treg:54; CD8 Naive / T Central Memory:51; CD8 Cytotoxic / T Effector Memory:19	Blood Cell:187; Treg:52; CD4 Naive / T Central Memory:47; CD8 Naive / T Central Memory:34	CD4 Naive / T Central Memory:236; CD8 Cytotoxic / T Effector Memory:34; Blood Cell:16; CD4 T Effector Memory:16	T Cell:312; Blood Cell:13; NK Cell:2	CD4 Naive / T Central Memory:164; Platelet:60; CD8 Cytotoxic / T Effector Memory:48; CD8 Naive / T Central Memory:40	CD4 Naive / T Central Memory:155; not_available:151; CD4 T Effector Memory:20; Treg:1	802.0	1153.788445055261	2.0605018510485595
vaccination_study_09	Myeloid/DC	Myeloid_lineage:18	317	Classical Monocyte	True	Classical Monocyte	1.7768728276320755	0.9390358579242559	0.8378369697078196	0.9162189196913404	0.2302839116719243	0.4042361424064894	2.829652996845426	1.0	cluster_consensus_marker_source_support	Classical Monocyte:297; Non-Classical Monocyte:13; Blood Cell:5; Myeloid Cell:1	RBC:288; Classical Monocyte:21; Non-Classical Monocyte:7; Conventional DC 2:1	RBC:288; Classical Monocyte:21; Non-Classical Monocyte:7; Blood Cell:1	Classical Monocyte:314; Non-Classical Monocyte:3	Monocyte:317	Classical Monocyte:244; Blood Cell:70; Non-Classical Monocyte:2; Conventional DC 2:1	not_available:317	1090.0	1473.6876857773843	1.908961439323206
vaccination_study_09	Artifact/Other	leiden:9	293	Blood Cell	False	RBC	1.2589467473746416	0.7926967261245779	0.46625002125006376	0.7542119176907688	0.04778156996587031	0.2852267186738176	1.9965870307167235	1.0	cluster_parent_insufficient_consensus	Classical Monocyte:217; Non-Classical Monocyte:50; Blood Cell:25; Myeloid Cell:1	RBC:292; CD4 Naive / T Central Memory:1	RBC:292; Blood Cell:1	Blood Cell:243; Classical Monocyte:49; Conventional DC 2:1	Blood Cell:242; Monocyte:49; DC:1; RBC:1	Classical Monocyte:206; Blood Cell:78; Non-Classical Monocyte:9	not_available:293	1131.0	1517.7535821486717	1.8995657669026402
