study	broad_lineage	cluster	n_cells	chosen_label	accepted	best_candidate_before_parent_fallback	best_total_score	second_total_score	score_margin	marker_pct	marker_winner_fraction	source_fraction	source_count_mean	marker_availability	cluster_reason	top_celltypist_label	top_azimuth_pbmc_l2_label	top_azimuth_pbmc_l3_label	top_panhuman_fine_label	top_panhuman_medium_label	top_cluster_consensus_label	top_screfmapping_label	median_n_genes_by_counts	median_total_counts	median_pct_counts_mt
vaccination_study_04	T/NK	T_NK_lineage:5	20	NK Cell	True	NK Cell	2.2549504816684864	1.2594414591690002	0.9955090224994863	0.9983576780443503	0.05	0.6928571428571427	4.85	0.875	cluster_consensus_marker_source_support	NK Cell:19; CD8 Cytotoxic / T Effector Memory:1	NK Cell:20	Blood Cell:18; NK Cell:2	NK Cell:18; Lymphoid Cell:2	NK Cell:18; Lymphoid Cell:2	NK Cell:20	not_available:20	2948.0	7426.0	6.263489246368408
vaccination_study_04	T/NK	T_NK_lineage:3	19	NK Cell	True	NK Cell	2.0546634807711017	1.0664048564611408	0.9882586243099609	0.9972451373647165	0.0	0.6090225563909774	4.2631578947368425	0.875	cluster_consensus_marker_source_support	NK Cell:15; Blood Cell:4	NK Cell:17; Lymphoid Cell:2	Blood Cell:13; NK Cell:4; Lymphoid Cell:2	NK Cell:13; Lymphoid Cell:6	NK Cell:13; Lymphoid Cell:6	NK Cell:19	not_available:17; CD4 Naive / T Central Memory:1; CD4 T Effector Memory:1	2673.0	6498.0	6.721778392791748
vaccination_study_04	T/NK	T_NK_lineage:6	18	NK Cell	True	NK Cell	2.2064311722822283	1.1069352213248376	1.0994959509573907	0.998327404828578	0.2777777777777778	0.5714285714285714	4.0	0.875	cluster_consensus_marker_source_support	NK Cell:16; CD8 Cytotoxic / T Effector Memory:2	NK Cell:18	NK Cell:16; Blood Cell:2	Lymphoid Cell:16; NK Cell:2	Lymphoid Cell:16; NK Cell:2	NK Cell:18	not_available:18	3350.5	9317.0	6.425810813903809
vaccination_study_04	T/NK	T_NK_lineage:7	17	T Cell	False	CD8 Cytotoxic / T Effector Memory	1.2141238797797176	1.1966521512108967	0.017471728568820843	0.9437977749186407	0.17647058823529413	0.1176470588235294	0.8235294117647058	0.6363636363636364	cluster_parent_insufficient_consensus	CD4 T Effector Memory:6; CD8 Cytotoxic / T Effector Memory:6; NK Cell:2; MAIT Cell:2	CD4 Naive / T Central Memory:9; NK Cell:4; MAIT Cell:2; CD8 Cytotoxic / T Effector Memory:2	Blood Cell:13; MAIT Cell:4	Blood Cell:6; CD8 Cytotoxic / T Effector Memory:6; MAIT Cell:2; CD4 T Effector Memory:2	T Cell:10; Blood Cell:6; NK Cell:1	NK Cell:17	not_available:12; CD4 Naive / T Central Memory:5	2180.0	4877.0	8.13827896118164
vaccination_study_04	T/NK	T_NK_lineage:9	14	NK Cell	True	NK Cell	2.885108064568444	1.0692693343136088	1.8158387302548353	0.9993264209490653	0.7857142857142857	0.7142857142857142	5.0	0.875	cluster_consensus_marker_source_support	NK Cell:14	NK Cell:14	Blood Cell:14	NK Cell:14	NK Cell:14	NK Cell:14	not_available:14	2017.5	3948.0	3.3767600059509277
vaccination_study_04	T/NK	T_NK_lineage:8	13	NK Cell	True	NK Cell	2.0670510976951606	1.2676368844203552	0.7994142132748054	0.9975781427382123	0.0	0.6153846153846155	4.3076923076923075	0.875	cluster_consensus_marker_source_support	NK Cell:12; CD8 Cytotoxic / T Effector Memory:1	NK Cell:11; CD8 Cytotoxic / T Effector Memory:1; MAIT Cell:1	Blood Cell:11; MAIT Cell:2	NK Cell:10; Blood Cell:2; Lymphoid Cell:1	NK Cell:10; Blood Cell:2; Lymphoid Cell:1	NK Cell:13	not_available:13	3292.0	8240.0	5.581106185913086
vaccination_study_04	Artifact/Other	leiden:4	13	Blood Cell	False	Platelet	1.4101301166100986	0.963939709726435	0.4461904068836636	0.9514266252932718	0.6923076923076923	0.0	0.0	0.8333333333333334	cluster_parent_insufficient_consensus	Conventional DC 2:8; Classical Monocyte:4; Blood Cell:1	Conventional DC 2:12; Blood Cell:1	Blood Cell:13	Blood Cell:13	Blood Cell:13	Conventional DC 2:13	not_available:13	3654.0	12470.0	6.665064334869385
vaccination_study_04	T/NK	T_NK_lineage:13	12	NK Cell	True	NK Cell	1.8695554162026575	1.525930108515063	0.3436253076875946	0.9979187164156513	0.08333333333333333	0.4761904761904762	3.3333333333333335	0.875	cluster_consensus_marker_source_support	NK Cell:6; CD8 Cytotoxic / T Effector Memory:6	NK Cell:10; CD8 Cytotoxic / T Effector Memory:2	Blood Cell:12	NK Cell:6; CD8 Cytotoxic / T Effector Memory:5; Blood Cell:1	NK Cell:6; T Cell:5; Blood Cell:1	NK Cell:12	not_available:12	2894.0	7638.0	5.242907524108887
vaccination_study_04	T/NK	T_NK_lineage:11	11	NK Cell	True	NK Cell	2.1032603467069526	1.0074468768951474	1.0958134698118052	0.9978506016801635	0.2727272727272727	0.5194805194805195	3.6363636363636362	0.875	cluster_consensus_marker_source_support	NK Cell:6; Treg:2; CD8 Cytotoxic / T Effector Memory:1; CD4 T Effector Memory:1	NK Cell:9; CD4 T Cell (ab):2	Blood Cell:7; NK Cell:2; CD4 T Cell (ab):2	NK Cell:6; Lymphoid Cell:4; CD8 Cytotoxic / T Effector Memory:1	NK Cell:6; Lymphoid Cell:4; T Cell:1	NK Cell:11	not_available:9; CD4 Naive / T Central Memory:2	3617.0	9789.0	5.667431831359863
vaccination_study_04	T/NK	T_NK_lineage:12	11	NK Cell	True	NK Cell	2.2048315069476048	1.189900992823872	1.0149305141237328	0.998153333837887	0.09090909090909091	0.6493506493506493	4.545454545454546	0.875	cluster_consensus_marker_source_support	NK Cell:11	NK Cell:10; Lymphoid Cell:1	Blood Cell:10; Lymphoid Cell:1	NK Cell:9; Blood Cell:2	NK Cell:9; Blood Cell:2	NK Cell:11	not_available:11	2717.0	5892.0	5.26137113571167
vaccination_study_04	T/NK	T_NK_lineage:14	11	NK Cell	True	NK Cell	2.448642256101577	1.117636900297916	1.3310053558036608	0.9992128963899191	0.36363636363636365	0.6623376623376623	4.636363636363637	0.875	cluster_consensus_marker_source_support	NK Cell:11	NK Cell:11	Blood Cell:11	NK Cell:9; Blood Cell:2	NK Cell:9; Blood Cell:2	NK Cell:11	not_available:11	1910.0	3853.0	6.488450527191162
vaccination_study_04	B	B_lineage:0	10	Plasma Cell	True	Plasma Cell	2.1178357894281605	1.7037271734547144	0.41410861597344617	0.9991826231741467	0.2	0.557142857142857	3.9	0.7777777777777778	cluster_consensus_marker_source_support	Plasma Cell:9; Plasmacytoid DC:1	Plasmablast:9; CD4 Naive / T Central Memory:1	Plasma Cell:9; HSC:1	Plasma Cell:10	B Cell:10	Plasma Cell:9; Plasmacytoid DC:1	Memory B Cell:5; Naive B Cell:3; Plasma Cell:2	2688.0	13071.5	7.168707370758057
vaccination_study_04	B	B_lineage:2	10	Plasma Cell	True	Plasma Cell	2.1450808186742494	1.8107542355472426	0.3343265831270068	0.9992961477332929	0.2	0.5714285714285714	4.0	0.7777777777777778	cluster_consensus_marker_source_support	Plasma Cell:10	Plasmablast:10	Plasma Cell:10	Plasma Cell:10	B Cell:10	Plasma Cell:10	Naive B Cell:6; Memory B Cell:4	3272.5	11342.5	15.710415840148926
vaccination_study_04	B	B_lineage:3	10	Plasmablast	True	Plasmablast	2.138162740158502	1.9534547145127632	0.18470802564573874	0.9995459017634147	0.7	0.3571428571428571	2.5	0.875	cluster_consensus_marker_source_support	Plasmablast:7; Plasma Cell:3	Plasmablast:10	Plasmablast:8; Plasma Cell:2	Plasma Cell:10	B Cell:10	Plasma Cell:10	Plasma Cell:5; Memory B Cell:5	5330.0	31675.0	5.6474714279174805
vaccination_study_04	B	B_lineage:1	8	Plasma Cell	True	Plasma Cell	2.7854690726665297	1.170801915862084	1.6146671568044457	0.9997275410580488	1.0	0.5714285714285714	4.0	0.7777777777777778	cluster_consensus_marker_source_support	Plasma Cell:8	Plasmablast:8	Plasma Cell:8	Plasma Cell:8	B Cell:8	Plasma Cell:8	Memory B Cell:7; Naive B Cell:1	4506.0	33595.5	5.154356002807617
vaccination_study_04	B	B_lineage:4	8	Plasma Cell	True	Plasma Cell	2.4532308548939894	1.5710607518569373	0.8821701030370521	0.9996215848028457	0.5	0.6071428571428571	4.25	0.7777777777777778	cluster_consensus_marker_source_support	Plasma Cell:8	Plasmablast:8	Plasma Cell:8	Plasma Cell:8	B Cell:8	Plasma Cell:8	Memory B Cell:3; Naive B Cell:3; Plasma Cell:2	3674.5	16104.0	6.646860122680664
vaccination_study_04	B	B_lineage:6	8	B Cell	False	Plasmablast	1.4310484263333731	1.4159245764452757	0.015123849888097451	0.9948157117989859	0.5	0.07142857142857142	0.5	0.875	cluster_parent_insufficient_consensus	Plasma Cell:4; Memory B Cell:2; Naive B Cell:2	Plasmablast:4; B Cell:4	Plasma Cell:4; Blood Cell:4	Plasma Cell:4; Memory B Cell:2; Naive B Cell:2	B Cell:8	Plasma Cell:4; NK Cell:4	Memory B Cell:4; Naive B Cell:4	2729.0	10659.5	5.74592399597168
vaccination_study_04	B	B_lineage:7	8	Plasma Cell	True	Plasma Cell	2.385223859618774	1.470250186504633	0.9149736731141409	0.9994550821160978	0.5	0.5714285714285714	4.0	0.7777777777777778	cluster_consensus_marker_source_support	Plasma Cell:8	Plasmablast:8	Plasma Cell:8	Plasma Cell:8	B Cell:8	Plasma Cell:8	Naive B Cell:6; Memory B Cell:2	2360.5	7427.5	15.280786514282227
vaccination_study_04	Artifact/Other	leiden:16	8	Blood Cell	False	HSC	0.9714692240326085	0.6222587603118142	0.34921046372079434	0.8175054870203587	0.125	0.07142857142857142	0.5	0.6666666666666666	cluster_parent_insufficient_consensus	Conventional DC 2:5; Blood Cell:2; Plasmacytoid DC:1	Blood Cell:5; HSC:2; Conventional DC 2:1	Blood Cell:6; HSC:2	Blood Cell:8	Blood Cell:8	Conventional DC 2:8	not_available:8	4650.0	17507.5	3.530677318572998
vaccination_study_04	B	B_lineage:11	6	Plasma Cell	True	Plasma Cell	2.5663669618305205	1.5712242272221082	0.9951427346084123	0.9996669946265042	0.5	0.6666666666666666	4.666666666666667	0.7777777777777778	cluster_consensus_marker_source_support	Plasma Cell:6	Plasmablast:6	Plasma Cell:6	Plasma Cell:6	B Cell:6	Plasma Cell:6	Plasma Cell:4; Naive B Cell:2	3445.5	15913.5	9.06768798828125
vaccination_study_04	B	B_lineage:5	6	Plasma Cell	True	Plasma Cell	2.4753049846291346	1.5704000389227057	0.9049049457064289	0.9990161204873987	0.5	0.619047619047619	4.333333333333333	0.7777777777777778	cluster_consensus_marker_source_support	Plasma Cell:6	Plasmablast:6	Plasma Cell:6	Plasma Cell:6	B Cell:6	Plasma Cell:6	Memory B Cell:4; Plasma Cell:2	2873.5	10405.5	6.67926025390625
vaccination_study_04	B	B_lineage:8	6	Plasma Cell	True	Plasma Cell	2.2466381954280235	1.079814864869735	1.1668233305582885	0.9989101642321956	0.6666666666666666	0.42857142857142855	3.0	0.7777777777777778	cluster_consensus_marker_source_support	Plasma Cell:4; Classical Monocyte:2	Plasmablast:4; Lymphoid Cell:2	Plasma Cell:4; Lymphoid Cell:2	Plasma Cell:4; B Cell:2	B Cell:4; Blood Cell:2	Plasma Cell:4; NK Cell:2	Plasma Cell:2; Naive B Cell:2; Memory B Cell:2	3200.5	15251.0	9.01550006866455
vaccination_study_04	B	B_lineage:9	6	Plasma Cell	True	Plasma Cell	2.4327747925023333	1.7040126426715392	0.7287621498307941	0.9993793990766668	0.3333333333333333	0.6666666666666666	4.666666666666667	0.7777777777777778	cluster_consensus_marker_source_support	Plasma Cell:6	Plasmablast:6	Plasma Cell:6	Plasma Cell:6	B Cell:6	Plasma Cell:6	Plasma Cell:4; Naive B Cell:2	3123.5	11825.5	9.863853454589844
vaccination_study_04	T/NK	T_NK_lineage:15	6	NK Cell	True	NK Cell	2.6998024672670855	1.25690445556865	1.4428980116984356	0.9997805191856505	0.6666666666666666	0.6666666666666666	4.666666666666667	0.875	cluster_consensus_marker_source_support	NK Cell:4; CD8 Cytotoxic / T Effector Memory:2	NK Cell:6	Blood Cell:6	NK Cell:6	NK Cell:6	NK Cell:6	not_available:6	2695.0	6017.0	4.854082107543945
vaccination_study_04	T/NK	T_NK_lineage:16	6	NK Cell	True	NK Cell	2.476316830826783	1.3412465717385116	1.1350702590882715	0.9974948913948384	0.3333333333333333	0.6904761904761906	4.833333333333333	0.875	cluster_consensus_marker_source_support	NK Cell:5; CD8 Cytotoxic / T Effector Memory:1	NK Cell:6	Blood Cell:6	NK Cell:6	NK Cell:6	NK Cell:6	not_available:6	2677.5	5672.0	7.053685665130615
vaccination_study_04	B	B_lineage:10	4	Plasma Cell	True	Plasma Cell	2.452999264793331	1.5706997437588521	0.8822995210344788	0.9993642624687807	0.5	0.6071428571428571	4.25	0.7777777777777778	cluster_consensus_marker_source_support	Plasma Cell:4	Plasmablast:4	Plasma Cell:4	Plasma Cell:4	B Cell:4	Plasma Cell:4	Memory B Cell:3; Plasma Cell:1	4488.0	23301.0	7.219903945922852
vaccination_study_04	B	B_lineage:12	4	Plasma Cell	True	Plasma Cell	2.716876290666119	1.2381209523088732	1.4787553383572456	0.9989101642321956	1.0	0.5357142857142857	3.75	0.7777777777777778	cluster_consensus_marker_source_support	Plasma Cell:3; Plasmablast:1	Plasmablast:4	Plasma Cell:4	Plasma Cell:4	B Cell:4	Plasma Cell:4	Memory B Cell:4	4281.0	16769.0	11.50174617767334
vaccination_study_04	B	B_lineage:13	4	Plasma Cell	True	Plasma Cell	2.5851693678303835	1.370733801126596	1.2144355667037876	0.999394535684553	0.75	0.5714285714285714	4.0	0.7777777777777778	cluster_consensus_marker_source_support	Plasma Cell:4	Plasmablast:4	Plasma Cell:4	Plasma Cell:4	B Cell:4	Plasma Cell:4	Naive B Cell:4	4868.5	25453.5	10.695667266845703
vaccination_study_04	B	B_lineage:14	4	B Cell	False	Plasma Cell	1.9848560400471396	1.9710948092246814	0.01376123082245817	0.999046393703171	0.0	0.5714285714285714	4.0	0.7777777777777778	cluster_parent_insufficient_consensus	Plasma Cell:4	Plasmablast:4	Plasma Cell:4	Plasma Cell:4	B Cell:4	Plasma Cell:4	Memory B Cell:3; Naive B Cell:1	2762.5	13510.0	5.513388633728027
vaccination_study_04	T/NK	T_NK_lineage:10	4	T Cell	False	NK Cell	0.9966381053291671	0.99065692878226	0.005981176546907108	0.8811851963974873	0.0	0.10714285714285714	0.75	0.875	cluster_parent_insufficient_consensus	T Cell:2; CD4 T Effector Memory:1; NK Cell:1	Lymphoid Cell:3; CD4 Naive / T Central Memory:1	Lymphoid Cell:4	Blood Cell:2; CD8 T Cell (ab):1; CD8 Naive / T Central Memory:1	T Cell:2; Blood Cell:2	NK Cell:2; Plasmacytoid DC:2	CD4 T Effector Memory:2; CD4 Naive / T Central Memory:1; not_available:1	656.5	987.0	6.503559112548828
vaccination_study_04	T/NK	leiden:31	3	MAIT Cell	True	MAIT Cell	1.1435962057569564	1.0218622352445104	0.12173397051244605	0.9743661545447665	0.3333333333333333	0.0	0.0	0.42857142857142855	cluster_consensus_marker_availability_warning	Blood Cell:2; Classical Monocyte:1	Lymphoid Cell:2; CD4 Naive / T Central Memory:1	Lymphoid Cell:2; Blood Cell:1	Blood Cell:2; Lymphoid Cell:1	Blood Cell:1; T Cell:1; Lymphoid Cell:1	NK Cell:3	CD4 Naive / T Central Memory:1; Treg:1; not_available:1	2082.0	4127.0	6.565064430236816
vaccination_study_04	Artifact/Other	leiden:27	3	Blood Cell	False	HSC	1.4195741567648024	0.36256111405434044	1.0570130427104618	0.9847120260349655	0.6666666666666666	0.0	0.0	0.6666666666666666	cluster_parent_insufficient_consensus	Non-Classical Monocyte:2; Blood Cell:1	Lymphoid Cell:3	Lymphoid Cell:3	Blood Cell:3	Blood Cell:3	Non-Classical Monocyte:3	not_available:3	2277.0	5110.0	6.591945171356201
vaccination_study_04	Artifact/Other	leiden:30	3	Blood Cell	False	HSC	0.8012324081982751	0.6438204798304701	0.15741192836780504	0.6892000302732157	0.0	0.09523809523809523	0.6666666666666666	0.6666666666666666	cluster_parent_insufficient_consensus	Plasmacytoid DC:3	Blood Cell:2; HSC:1	Blood Cell:2; HSC:1	Blood Cell:3	Blood Cell:3	Plasmacytoid DC:3	not_available:3	4752.0	18546.0	5.855617523193359
vaccination_study_04	B	B_lineage:15	2	Plasma Cell	True	Plasma Cell	2.2558554886421383	1.9706724978646573	0.285182990777481	0.9985695905547567	0.0	0.7142857142857143	5.0	0.7777777777777778	cluster_consensus_marker_source_support	Plasma Cell:2	Plasmablast:2	Plasma Cell:2	Plasma Cell:2	B Cell:2	Plasma Cell:2	Plasma Cell:2	4391.5	21449.0	6.259941577911377
vaccination_study_04	T/NK	T_NK_lineage:17	2	NK Cell	True	NK Cell	2.2565775048383085	1.6999727541058047	0.5566047507325038	0.9993718307727237	0.0	0.7142857142857143	5.0	0.875	cluster_consensus_marker_source_support	NK Cell:2	NK Cell:2	Blood Cell:2	NK Cell:2	NK Cell:2	NK Cell:2	not_available:2	2941.0	7785.0	7.32161808013916
vaccination_study_04	T/NK	leiden:23	2	T Cell	False	CD4 Naive / T Central Memory	0.7928747661934674	0.6805708663545642	0.11230389983890321	0.1270037084689321	0.0	0.3571428571428571	2.5	0.6	cluster_parent_insufficient_consensus	CD4 Naive / T Central Memory:1; CD8 Cytotoxic / T Effector Memory:1	CD4 Naive / T Central Memory:2	Lymphoid Cell:2	Blood Cell:2	Blood Cell:2	Classical Monocyte:2	CD4 Naive / T Central Memory:2	523.0	674.5	1.3743619918823242
vaccination_study_04	Artifact/Other	leiden:18	2	Blood Cell	False	RBC	0.9753004616665406	0.8176356618481798	0.1576647998183608	0.639222735185045	0.5	0.0	0.0	0.0	cluster_parent_insufficient_consensus	Classical Monocyte:2	Conventional DC 2:1; CD8 Cytotoxic / T Effector Memory:1	Blood Cell:2	Blood Cell:2	Blood Cell:2	Conventional DC 2:2	not_available:2	1948.5	5028.0	5.535447120666504
vaccination_study_04	Artifact/Other	leiden:20	2	Blood Cell	False	Platelet	1.244758949519413	1.244282146370998	0.0004768031484148061	0.9386210550215697	0.5	0.0	0.0	0.8333333333333334	cluster_parent_insufficient_consensus	Classical Monocyte:2	Conventional DC 2:2	Blood Cell:2	Blood Cell:2	Blood Cell:2	Conventional DC 2:2	not_available:2	5064.0	22065.0	3.5881762504577637
vaccination_study_04	Artifact/Other	leiden:24	2	Blood Cell	False	RBC	1.633165821539393	0.8137326875047302	0.8194331340346628	0.9257398017104367	1.0	0.0	0.0	0.0	cluster_parent_insufficient_consensus	Conventional DC 2:2	Conventional DC 2:2	Blood Cell:2	Blood Cell:2	Blood Cell:2	Classical Monocyte:2	not_available:2	5278.5	22725.5	6.276881217956543
vaccination_study_04	Artifact/Other	leiden:29	2	Blood Cell	False	HSC	1.3927723778529804	0.45560584273064403	0.9371665351223364	0.944350261106486	0.0	0.2857142857142857	2.0	0.6666666666666666	cluster_parent_insufficient_consensus	Plasmacytoid DC:2	HSC:2	HSC:2	Blood Cell:2	Blood Cell:2	Plasmacytoid DC:2	not_available:2	752.5	1174.0	10.57261848449707
