lineage	cluster	n_cells	chosen_label	accepted	score_margin	calibrated_cluster_confidence	marker_availability_alert	top_celltypist	top_azimuth_l2	top_panhuman_fine	top_marker	top_screfmapping
T_NK_lineage	8	4541	CD4 Naive / T Central Memory	True	0.7834654232225029	0.7924834201091537	pass	CD4 Naive / T Central Memory:2891; CD8 Naive / T Central Memory:1525; CD8 Cytotoxic / T Effector Memory:55; NK Cell:23; Blood Cell:20	CD8 Naive / T Central Memory:2534; Treg:1101; CD4 Naive / T Central Memory:828; CD8 Cytotoxic / T Effector Memory:30; T Cell:29	CD4 Naive / T Central Memory:3066; CD8 Naive / T Central Memory:1064; Blood Cell:331; CD8 Cytotoxic / T Effector Memory:66; CD4 T Effector Memory:6	CD4 T Cell (ab):2148; T Cell:1999; CD8 T Cell (ab):329; Monocyte:36; NK Cell:12	not_available:2933; CD4 Naive / T Central Memory:1563; CD4 T Effector Memory:33; Treg:12
T_NK_lineage	9	3841	CD8 Cytotoxic / T Effector Memory	True	1.348816277630258	0.7398261688213439	pass	CD8 Cytotoxic / T Effector Memory:1789; NK Cell:985; CD4 Naive / T Central Memory:732; MAIT Cell:180; Blood Cell:41	CD8 Cytotoxic / T Effector Memory:1845; CD8 Naive / T Central Memory:505; CD4 Naive / T Central Memory:416; Treg:390; CD4 T Effector Memory:368	CD8 Cytotoxic / T Effector Memory:2636; Blood Cell:619; CD4 Naive / T Central Memory:355; CD4 T Effector Memory:97; MAIT Cell:44	CD8 T Cell (ab):1351; T Cell:1127; NK Cell:685; CD4 T Cell (ab):641; Monocyte:17	not_available:3450; CD4 T Effector Memory:188; CD4 Naive / T Central Memory:183; Treg:20
T_NK_lineage	10	3724	MAIT Cell	True	1.4158507693927591	0.74	pass	MAIT Cell:2778; CD4 Naive / T Central Memory:361; NK Cell:295; CD8 Cytotoxic / T Effector Memory:190; CD4 T Effector Memory:45	CD4 Naive / T Central Memory:1411; CD4 T Effector Memory:1017; MAIT Cell:735; CD8 Cytotoxic / T Effector Memory:356; CD8 Naive / T Central Memory:95	MAIT Cell:1536; CD8 Cytotoxic / T Effector Memory:929; Blood Cell:643; CD4 T Effector Memory:400; CD4 Naive / T Central Memory:157	CD4 T Cell (ab):1847; T Cell:921; CD8 T Cell (ab):483; NK Cell:440; Monocyte:18	not_available:3444; CD4 T Effector Memory:168; CD4 Naive / T Central Memory:107; Treg:5
T_NK_lineage	11	3595	CD4 Naive / T Central Memory	True	0.8524934821433185	0.8027450972987915	pass	CD4 Naive / T Central Memory:2262; CD4 T Effector Memory:602; Treg:186; CD8 Cytotoxic / T Effector Memory:183; MAIT Cell:144	CD4 Naive / T Central Memory:2941; CD4 T Effector Memory:193; CD8 Naive / T Central Memory:163; CD8 Cytotoxic / T Effector Memory:121; Treg:100	CD4 T Effector Memory:2028; CD4 Naive / T Central Memory:1015; CD8 Cytotoxic / T Effector Memory:252; Blood Cell:146; Treg:77	CD4 T Cell (ab):2334; T Cell:1063; CD8 T Cell (ab):93; Monocyte:55; NK Cell:44	not_available:1613; CD4 Naive / T Central Memory:1547; CD4 T Effector Memory:379; Treg:56
T_NK_lineage	12	3097	CD4 Naive / T Central Memory	True	2.581319189817876	0.8239123675287354	pass	CD4 Naive / T Central Memory:2724; CD8 Cytotoxic / T Effector Memory:132; NK Cell:67; MAIT Cell:58; CD4 T Effector Memory:39	CD4 Naive / T Central Memory:1882; Treg:794; CD8 Naive / T Central Memory:158; T Cell:94; CD8 Cytotoxic / T Effector Memory:93	CD4 Naive / T Central Memory:2410; Blood Cell:266; CD4 T Effector Memory:200; CD8 Cytotoxic / T Effector Memory:175; MAIT Cell:21	CD4 T Cell (ab):1939; T Cell:942; CD8 T Cell (ab):103; NK Cell:61; Monocyte:31	CD4 Naive / T Central Memory:1781; not_available:935; CD4 T Effector Memory:338; Treg:43
T_NK_lineage	13	2990	CD4 Naive / T Central Memory	True	2.9446625982961203	0.8372640922616545	pass	CD4 Naive / T Central Memory:2632; CD8 Cytotoxic / T Effector Memory:106; Treg:69; CD4 T Effector Memory:66; NK Cell:31	CD4 Naive / T Central Memory:2415; Treg:285; CD8 Naive / T Central Memory:87; T Cell:82; CD8 Cytotoxic / T Effector Memory:57	CD4 Naive / T Central Memory:2360; CD4 T Effector Memory:346; CD8 Cytotoxic / T Effector Memory:120; Blood Cell:99; Treg:35	CD4 T Cell (ab):1773; T Cell:1126; CD8 T Cell (ab):48; NK Cell:21; Monocyte:17	CD4 Naive / T Central Memory:1973; not_available:808; CD4 T Effector Memory:179; Treg:30
T_NK_lineage	14	2907	CD4 Naive / T Central Memory	True	1.587446925717535	0.8068372023110508	pass	CD4 Naive / T Central Memory:2226; Treg:368; CD4 T Effector Memory:78; Blood Cell:50; CD8 Cytotoxic / T Effector Memory:46	CD4 Naive / T Central Memory:1387; Treg:1302; CD8 Naive / T Central Memory:91; T Cell:73; CD8 Cytotoxic / T Effector Memory:26	CD4 Naive / T Central Memory:2253; CD4 T Effector Memory:238; Treg:193; Blood Cell:143; CD8 Cytotoxic / T Effector Memory:55	CD4 T Cell (ab):1699; T Cell:1103; Monocyte:39; CD8 T Cell (ab):28; NK Cell:15	CD4 Naive / T Central Memory:1319; not_available:744; Treg:642; CD4 T Effector Memory:202
T_NK_lineage	15	2878	CD4 Naive / T Central Memory	True	1.308985912732736	0.7793666442709647	pass	CD4 Naive / T Central Memory:1725; NK Cell:445; CD8 Cytotoxic / T Effector Memory:403; CD8 Naive / T Central Memory:111; MAIT Cell:80	CD4 Naive / T Central Memory:1237; CD8 Cytotoxic / T Effector Memory:450; Treg:368; CD8 Naive / T Central Memory:352; CD4 T Effector Memory:292	CD4 Naive / T Central Memory:1494; CD8 Cytotoxic / T Effector Memory:754; CD4 T Effector Memory:239; Blood Cell:221; CD8 Naive / T Central Memory:77	CD4 T Cell (ab):1222; T Cell:967; NK Cell:360; CD8 T Cell (ab):267; Monocyte:52	not_available:1606; CD4 Naive / T Central Memory:1045; CD4 T Effector Memory:196; Treg:31
T_NK_lineage	16	1928	CD4 Naive / T Central Memory	True	2.8729249109704136	0.8369155052704134	pass	CD4 Naive / T Central Memory:1674; CD8 Naive / T Central Memory:69; CD8 Cytotoxic / T Effector Memory:53; CD4 T Effector Memory:44; NK Cell:34	CD4 Naive / T Central Memory:1368; Treg:264; CD8 Naive / T Central Memory:196; CD8 Cytotoxic / T Effector Memory:44; CD4 T Effector Memory:26	CD4 Naive / T Central Memory:1558; CD4 T Effector Memory:137; Blood Cell:86; CD8 Cytotoxic / T Effector Memory:79; CD8 Naive / T Central Memory:58	CD4 T Cell (ab):1125; T Cell:694; CD8 T Cell (ab):67; NK Cell:22; Monocyte:14	CD4 Naive / T Central Memory:1188; not_available:625; CD4 T Effector Memory:100; Treg:15
T_NK_lineage	17	1859	CD4 Naive / T Central Memory	True	3.078536280864693	0.8421789839113696	pass	CD4 Naive / T Central Memory:1787; CD8 Naive / T Central Memory:37; CD8 Cytotoxic / T Effector Memory:20; NK Cell:4; MAIT Cell:3	CD4 Naive / T Central Memory:1261; Treg:463; CD8 Naive / T Central Memory:110; CD8 Cytotoxic / T Effector Memory:12; T Cell:10	CD4 Naive / T Central Memory:1736; CD4 T Effector Memory:38; CD8 Naive / T Central Memory:36; Blood Cell:31; CD8 Cytotoxic / T Effector Memory:15	CD4 T Cell (ab):1208; T Cell:596; CD8 T Cell (ab):26; Monocyte:19; Plasma Cell:3	CD4 Naive / T Central Memory:1403; not_available:411; CD4 T Effector Memory:34; Treg:11
T_NK_lineage	18	1819	CD4 Naive / T Central Memory	True	2.168934271804039	0.8028875162792919	pass	CD4 Naive / T Central Memory:1442; CD8 Naive / T Central Memory:90; CD8 Cytotoxic / T Effector Memory:88; NK Cell:70; Treg:52	CD4 Naive / T Central Memory:964; Treg:493; CD8 Naive / T Central Memory:176; CD8 Cytotoxic / T Effector Memory:67; T Cell:46	CD4 Naive / T Central Memory:1141; Blood Cell:361; CD8 Cytotoxic / T Effector Memory:111; CD4 T Effector Memory:99; CD8 Naive / T Central Memory:64	CD4 T Cell (ab):774; T Cell:635; Monocyte:262; CD8 T Cell (ab):61; NK Cell:41	not_available:853; CD4 Naive / T Central Memory:777; CD4 T Effector Memory:104; Treg:85
T_NK_lineage	19	1520	CD4 Naive / T Central Memory	True	2.766990662745746	0.8394232280651615	pass	CD4 Naive / T Central Memory:1271; CD8 Naive / T Central Memory:93; CD8 Cytotoxic / T Effector Memory:45; CD4 T Effector Memory:33; Treg:31	CD4 Naive / T Central Memory:1170; CD8 Naive / T Central Memory:142; Treg:114; CD8 Cytotoxic / T Effector Memory:35; T Cell:27	CD4 Naive / T Central Memory:1166; CD4 T Effector Memory:132; Blood Cell:75; CD8 Naive / T Central Memory:65; CD8 Cytotoxic / T Effector Memory:57	CD4 T Cell (ab):829; T Cell:601; CD8 T Cell (ab):38; Monocyte:35; NK Cell:13	CD4 Naive / T Central Memory:855; not_available:604; CD4 T Effector Memory:46; Treg:15
T_NK_lineage	20	1363	NK Cell	True	1.2737978328154551	0.74	pass	NK Cell:1014; CD8 Cytotoxic / T Effector Memory:140; CD4 Naive / T Central Memory:125; Blood Cell:36; MAIT Cell:23	NK Cell:593; CD8 Cytotoxic / T Effector Memory:412; Lymphoid Cell:102; CD4 Naive / T Central Memory:59; CD8 Naive / T Central Memory:49	NK Cell:816; CD8 Cytotoxic / T Effector Memory:281; Blood Cell:177; CD4 Naive / T Central Memory:45; CD4 T Effector Memory:19	NK Cell:1017; T Cell:132; CD4 T Cell (ab):117; CD8 T Cell (ab):84; Monocyte:9	not_available:1311; CD4 T Effector Memory:34; CD4 Naive / T Central Memory:17; Treg:1
T_NK_lineage	21	1187	CD4 Naive / T Central Memory	True	2.565530240557358	0.8288365569517022	pass	CD4 Naive / T Central Memory:1012; CD8 Cytotoxic / T Effector Memory:57; NK Cell:33; CD8 Naive / T Central Memory:33; MAIT Cell:19	CD4 Naive / T Central Memory:654; Treg:302; CD8 Naive / T Central Memory:146; CD8 Cytotoxic / T Effector Memory:37; T Cell:28	CD4 Naive / T Central Memory:943; CD8 Cytotoxic / T Effector Memory:95; CD4 T Effector Memory:60; Blood Cell:56; CD8 Naive / T Central Memory:23	CD4 T Cell (ab):668; T Cell:434; CD8 T Cell (ab):44; NK Cell:20; Monocyte:14	CD4 Naive / T Central Memory:661; not_available:443; CD4 T Effector Memory:70; Treg:13
T_NK_lineage	22	1101	Treg	True	0.7929012674959162	0.7605488998352639	pass	Treg:633; CD4 Naive / T Central Memory:251; CD8 Cytotoxic / T Effector Memory:102; CD4 T Effector Memory:44; Blood Cell:27	CD4 Naive / T Central Memory:503; Treg:420; T Cell:88; CD8 Cytotoxic / T Effector Memory:41; CD8 Naive / T Central Memory:32	Treg:537; CD4 T Effector Memory:203; Blood Cell:124; CD4 Naive / T Central Memory:118; CD8 Cytotoxic / T Effector Memory:114	T Cell:663; CD4 T Cell (ab):364; CD8 T Cell (ab):36; Monocyte:14; NK Cell:13	not_available:456; Treg:408; CD4 Naive / T Central Memory:209; CD4 T Effector Memory:28
T_NK_lineage	23	932	NK Cell	True	0.0213444184543223	0.633130514706634	pass	NK Cell:578; CD8 Cytotoxic / T Effector Memory:158; CD4 Naive / T Central Memory:109; MAIT Cell:48; Blood Cell:19	CD8 Cytotoxic / T Effector Memory:415; CD4 T Effector Memory:140; RBC:109; Treg:89; NK Cell:65	CD8 Cytotoxic / T Effector Memory:534; Blood Cell:256; NK Cell:102; CD4 Naive / T Central Memory:24; CD4 T Effector Memory:7	NK Cell:528; T Cell:175; CD8 T Cell (ab):164; CD4 T Cell (ab):55; Monocyte:9	not_available:903; CD4 T Effector Memory:16; CD4 Naive / T Central Memory:12; Treg:1
T_NK_lineage	24	865	CD4 Naive / T Central Memory	True	1.5714513725639196	0.7641470074657752	pass	CD4 Naive / T Central Memory:589; CD8 Cytotoxic / T Effector Memory:109; CD8 Naive / T Central Memory:83; NK Cell:22; Blood Cell:20	Treg:266; CD8 Naive / T Central Memory:227; CD4 Naive / T Central Memory:216; T Cell:85; CD8 Cytotoxic / T Effector Memory:52	CD4 Naive / T Central Memory:581; Blood Cell:94; CD8 Cytotoxic / T Effector Memory:89; CD8 Naive / T Central Memory:50; CD4 T Effector Memory:37	CD4 T Cell (ab):421; T Cell:340; CD8 T Cell (ab):75; NK Cell:18; Monocyte:7	not_available:484; CD4 Naive / T Central Memory:195; Treg:107; CD4 T Effector Memory:79
T_NK_lineage	25	343	CD4 Naive / T Central Memory	True	2.2599991501111942	0.8071981787448168	pass	CD4 Naive / T Central Memory:251; CD8 Naive / T Central Memory:26; NK Cell:23; CD8 Cytotoxic / T Effector Memory:20; MAIT Cell:11	CD4 Naive / T Central Memory:186; Treg:57; CD8 Naive / T Central Memory:55; CD8 Cytotoxic / T Effector Memory:24; CD4 T Effector Memory:15	CD4 Naive / T Central Memory:237; CD8 Cytotoxic / T Effector Memory:34; Blood Cell:31; CD4 T Effector Memory:16; CD8 Naive / T Central Memory:15	CD4 T Cell (ab):161; T Cell:113; Platelet:23; CD8 T Cell (ab):22; NK Cell:16	not_available:163; CD4 Naive / T Central Memory:158; CD4 T Effector Memory:21; Treg:1
T_NK_lineage	26	233	NK Cell	True	2.021016673065388	0.74	pass	NK Cell:132; Treg:40; CD8 Cytotoxic / T Effector Memory:21; Blood Cell:13; CD4 Naive / T Central Memory:11	NK Cell:124; CD4 T Cell (ab):45; CD4 Naive / T Central Memory:23; CD8 T Cell (ab):13; CD8 Cytotoxic / T Effector Memory:10	Lymphoid Cell:135; Blood Cell:53; NK Cell:22; CD8 Cytotoxic / T Effector Memory:16; Treg:5	NK Cell:124; T Cell:75; CD8 T Cell (ab):27; CD4 T Cell (ab):7	not_available:205; CD4 Naive / T Central Memory:22; Treg:5; CD4 T Effector Memory:1
T_NK_lineage	27	218	NK Cell	True	1.918426955539066	0.74	pass	NK Cell:186; CD4 Naive / T Central Memory:26; CD8 Cytotoxic / T Effector Memory:3; MAIT Cell:1; CD8 Naive / T Central Memory:1	NK Cell:80; RBC:73; CD8 Cytotoxic / T Effector Memory:30; Treg:20; CD4 T Effector Memory:7	NK Cell:153; Blood Cell:33; CD4 Naive / T Central Memory:19; CD8 Cytotoxic / T Effector Memory:12; CD4 T Effector Memory:1	NK Cell:184; CD4 T Cell (ab):16; T Cell:15; CD8 T Cell (ab):2; B Cell:1	not_available:201; CD4 Naive / T Central Memory:14; CD4 T Effector Memory:2; Treg:1
T_NK_lineage	28	106	Treg	True	0.5837376379774275	0.7685399808486056	pass	CD4 Naive / T Central Memory:85; NK Cell:6; CD8 Cytotoxic / T Effector Memory:4; MAIT Cell:4; CD8 Naive / T Central Memory:2	Treg:81; CD4 Naive / T Central Memory:12; CD8 Naive / T Central Memory:4; CD4 T Effector Memory:3; RBC:2	Blood Cell:84; CD4 Naive / T Central Memory:6; CD8 Cytotoxic / T Effector Memory:5; NK Cell:3; MAIT Cell:3	B Cell:83; T Cell:8; CD4 T Cell (ab):6; NK Cell:4; CD8 T Cell (ab):2	Treg:58; not_available:38; CD4 Naive / T Central Memory:6; CD4 T Effector Memory:4
T_NK_lineage	29	20	CD4 Naive / T Central Memory	True	2.35362710774507	0.8278522434981423	pass	CD4 Naive / T Central Memory:15; CD8 Cytotoxic / T Effector Memory:2; MAIT Cell:1; CD4 T Effector Memory:1; CD8 Naive / T Central Memory:1	CD4 Naive / T Central Memory:12; CD8 Naive / T Central Memory:4; Treg:2; CD8 Cytotoxic / T Effector Memory:2	CD4 Naive / T Central Memory:13; Blood Cell:2; CD4 T Effector Memory:2; CD8 Cytotoxic / T Effector Memory:2; CD8 Naive / T Central Memory:1	CD4 T Cell (ab):15; T Cell:4; CD8 T Cell (ab):1	CD4 Naive / T Central Memory:13; not_available:6; CD4 T Effector Memory:1
