study	broad_lineage	cluster	n_cells	chosen_label	accepted	best_candidate_before_parent_fallback	best_total_score	second_total_score	score_margin	marker_pct	marker_winner_fraction	source_fraction	source_count_mean	marker_availability	cluster_reason	top_celltypist_label	top_azimuth_pbmc_l2_label	top_azimuth_pbmc_l3_label	top_panhuman_fine_label	top_panhuman_medium_label	top_cluster_consensus_label	top_screfmapping_label	median_n_genes_by_counts	median_total_counts	median_pct_counts_mt
infection_study_04	B	leiden:22	35	Naive B Cell	True	Naive B Cell	1.3286045818697618	0.7079217917888931	0.6206827900808687	0.93881234720223	0.3428571428571428	0.110204081632653	0.7714285714285715	1.0	cluster_consensus_marker_source_support	CD4 Naive / T Central Memory:15; CD8 Cytotoxic / T Effector Memory:6; NK Cell:6; CD8 Naive / T Central Memory:3	B Cell:24; CD4 Naive / T Central Memory:5; Naive B Cell:4; Memory B Cell:1	Blood Cell:32; CD4 Naive / T Central Memory:2; CD8 Naive / T Central Memory:1	Blood Cell:20; Naive B Cell:6; Memory B Cell:5; CD8 Cytotoxic / T Effector Memory:2	Blood Cell:19; B Cell:12; T Cell:3; NK Cell:1	B Cell:35	Naive B Cell:15; Memory B Cell:12; not_available:6; Treg:1	1143.0	2066.0	0.0
infection_study_04	B	leiden:30	1	Naive B Cell	True	Naive B Cell	1.6885197262125082	0.3429775858523545	1.3455421403601535	0.9713711243631046	0.0	0.4285714285714285	3.0	1.0	cluster_consensus_marker_source_support	Classical Monocyte:1	Naive B Cell:1	Blood Cell:1	Naive B Cell:1	B Cell:1	Classical Monocyte:1	Naive B Cell:1	677.0	1564.0	0.0
infection_study_04	B	leiden:33	1	Plasma Cell	True	Plasma Cell	2.1814547163714346	1.074759848418084	1.1066948679533506	0.9317750816825462	1.0	0.2857142857142857	2.0	0.8888888888888888	cluster_consensus_marker_source_support	Blood Cell:1	Plasmablast:1	Plasma Cell:1	Blood Cell:1	Myeloid Cell:1	Blood Cell:1	Plasma Cell:1	1193.0	2244.0	0.0
infection_study_04	B	leiden:4	2	Naive B Cell	True	Naive B Cell	1.1499331688258276	1.026277136394348	0.1236560324314797	0.8332590764731418	0.5	0.0	0.0	1.0	cluster_consensus_marker_source_support	Plasma Cell:1; Blood Cell:1	CD8 Cytotoxic / T Effector Memory:2	Blood Cell:2	Plasma Cell:2	B Cell:2	CD8 Cytotoxic / T Effector Memory:2	not_available:2	773.0	1844.0	0.0
infection_study_04	B	leiden:7	3	Naive B Cell	True	Naive B Cell	1.670708851091331	1.2187685438148117	0.4519403072765195	0.9621632736993624	0.6666666666666666	0.1428571428571428	1.0	1.0	cluster_consensus_marker_source_support	B Cell:1; Classical Monocyte:1; Naive B Cell:1	B Cell:2; Naive B Cell:1	Blood Cell:3	Blood Cell:2; Memory B Cell:1	Blood Cell:2; B Cell:1	Classical Monocyte:3	Memory B Cell:1; not_available:1; Naive B Cell:1	1195.0	2177.0	0.0
infection_study_04	B	leiden:8	4	Memory B Cell	True	Memory B Cell	1.6874842102170908	0.8130577832613614	0.8744264269557295	0.9781570589713712	0.5	0.2142857142857142	1.5	1.0	cluster_consensus_marker_source_support	CD8 Cytotoxic / T Effector Memory:1; Classical Monocyte:1; Memory B Cell:1; Treg:1	B Cell:4	Blood Cell:4	Blood Cell:2; Memory B Cell:1; Intermediate Monocyte:1	Blood Cell:2; B Cell:1; Monocyte:1	B Cell:4	Memory B Cell:4	1047.0	2180.0	0.0
infection_study_04	B	leiden:9	3	Naive B Cell	True	Naive B Cell	2.4072148291765814	0.0641784906436356	2.343036338532946	0.9815614504078416	1.0	0.3809523809523809	2.6666666666666665	1.0	cluster_consensus_marker_source_support	CD4 Naive / T Central Memory:3	Naive B Cell:3	Blood Cell:3	Naive B Cell:2; Blood Cell:1	B Cell:2; Blood Cell:1	B Cell:3	Naive B Cell:3	1055.0	1994.0	0.0
infection_study_04	T/NK	T_NK_lineage:0	1748	NK Cell	True	NK Cell	2.513591303312596	0.8646023821590292	1.6489889211535669	0.9437818447688898	0.4307780320366132	0.6945080091533181	4.861556064073227	1.0	cluster_consensus_marker_source_support	NK Cell:1646; CD8 Cytotoxic / T Effector Memory:50; CD4 Naive / T Central Memory:41; Blood Cell:5	NK Cell:1712; CD8 Cytotoxic / T Effector Memory:34; Lymphoid Cell:1; ydT Cell:1	Blood Cell:1716; NK Cell:29; Lymphoid Cell:3	NK Cell:1700; Blood Cell:35; Lymphoid Cell:10; CD8 Cytotoxic / T Effector Memory:3	NK Cell:1700; Blood Cell:34; Lymphoid Cell:10; T Cell:4	NK Cell:1711; CD8 Cytotoxic / T Effector Memory:37	not_available:1748	1048.5	1883.0	0.0
infection_study_04	T/NK	T_NK_lineage:1	1388	NK Cell	True	NK Cell	2.0840679429035696	0.8835957986584579	1.2004721442451116	0.9106518609911578	0.2579250720461095	0.5569164265129684	3.898414985590778	1.0	cluster_consensus_marker_source_support	NK Cell:898; CD8 Cytotoxic / T Effector Memory:241; CD4 Naive / T Central Memory:226; Treg:11	NK Cell:1035; CD8 Cytotoxic / T Effector Memory:297; ydT Cell:45; CD4 Naive / T Central Memory:6	Blood Cell:1360; NK Cell:17; CD4 Naive / T Central Memory:5; Lymphoid Cell:5	NK Cell:1119; CD8 Cytotoxic / T Effector Memory:124; Blood Cell:115; ydT Cell:15	NK Cell:1119; T Cell:157; Blood Cell:109; Lymphoid Cell:3	NK Cell:1223; CD8 Cytotoxic / T Effector Memory:147; MAIT Cell:14; CD4 Naive / T Central Memory:4	not_available:1375; CD4 T Effector Memory:12; CD4 Naive / T Central Memory:1	749.0	1537.0	0.0
infection_study_04	T/NK	T_NK_lineage:10	845	CD4 Naive / T Central Memory	True	CD4 Naive / T Central Memory	2.232739670522616	1.0267759987999157	1.2059636717227	0.9022551237233531	0.1822485207100591	0.6710059171597633	4.697041420118343	1.0	cluster_consensus_marker_source_support	CD4 Naive / T Central Memory:802; Treg:21; CD8 Naive / T Central Memory:11; CD8 Cytotoxic / T Effector Memory:8	CD4 Naive / T Central Memory:719; CD8 Naive / T Central Memory:75; Treg:28; CD8 Cytotoxic / T Effector Memory:16	Blood Cell:467; CD4 Naive / T Central Memory:291; CD8 Naive / T Central Memory:57; Treg:30	CD4 Naive / T Central Memory:638; CD4 T Effector Memory:62; Blood Cell:49; Treg:46	T Cell:798; Blood Cell:46; NK Cell:1	CD4 Naive / T Central Memory:815; CD8 Cytotoxic / T Effector Memory:27; MAIT Cell:2; Platelet:1	CD4 Naive / T Central Memory:704; not_available:96; Treg:29; CD4 T Effector Memory:16	783.0	1611.0	0.0
infection_study_04	T/NK	T_NK_lineage:11	755	CD4 Naive / T Central Memory	True	CD4 Naive / T Central Memory	1.438763979782074	1.2420037932442587	0.1967601865378152	0.8524687549980579	0.0516556291390728	0.331693472090823	2.3218543046357616	1.0	cluster_consensus_marker_source_support	Treg:394; CD4 Naive / T Central Memory:304; CD8 Cytotoxic / T Effector Memory:40; NK Cell:8	CD4 Naive / T Central Memory:414; Treg:191; T Cell:87; CD8 Cytotoxic / T Effector Memory:40	Blood Cell:532; Treg:208; CD4 Naive / T Central Memory:8; MAIT Cell:2	Treg:425; CD4 T Effector Memory:94; Blood Cell:79; CD8 Cytotoxic / T Effector Memory:65	T Cell:659; Blood Cell:73; Lymphoid Cell:20; NK Cell:3	CD4 Naive / T Central Memory:666; CD8 Cytotoxic / T Effector Memory:68; NK Cell:18; MAIT Cell:3	CD4 Naive / T Central Memory:303; Treg:239; not_available:154; CD4 T Effector Memory:59	1082.0	2010.0	0.0
infection_study_04	T/NK	T_NK_lineage:12	693	CD8 Cytotoxic / T Effector Memory	True	CD8 Cytotoxic / T Effector Memory	1.270079027442207	0.8789808597246687	0.3910981677175382	0.7820960998012201	0.1212121212121212	0.2469593898165326	1.7287157287157289	1.0	cluster_consensus_marker_source_support	CD4 Naive / T Central Memory:369; CD8 Cytotoxic / T Effector Memory:186; NK Cell:51; Treg:28	CD8 Cytotoxic / T Effector Memory:324; CD4 Naive / T Central Memory:148; CD8 Naive / T Central Memory:111; ydT Cell:29	Blood Cell:592; MAIT Cell:35; CD8 Naive / T Central Memory:24; CD4 Naive / T Central Memory:16	CD8 Cytotoxic / T Effector Memory:283; Blood Cell:148; CD4 Naive / T Central Memory:81; MAIT Cell:49	T Cell:530; Blood Cell:130; NK Cell:30; Lymphoid Cell:3	CD8 Cytotoxic / T Effector Memory:405; CD4 Naive / T Central Memory:180; MAIT Cell:71; NK Cell:37	not_available:477; CD4 T Effector Memory:110; CD4 Naive / T Central Memory:97; Treg:9	867.0	1693.0	0.0
infection_study_04	T/NK	T_NK_lineage:13	634	CD8 Cytotoxic / T Effector Memory	True	CD8 Cytotoxic / T Effector Memory	1.6961758723498856	0.6990734405727291	0.9971024317771564	0.8558731464345283	0.2192429022082019	0.3949977467327624	2.7649842271293377	1.0	cluster_consensus_marker_source_support	CD8 Cytotoxic / T Effector Memory:392; CD4 Naive / T Central Memory:110; NK Cell:100; Blood Cell:13	CD8 Cytotoxic / T Effector Memory:492; NK Cell:70; ydT Cell:32; CD4 Naive / T Central Memory:31	Blood Cell:611; CD4 Naive / T Central Memory:6; NK Cell:6; CD4 T Effector Memory:5	CD8 Cytotoxic / T Effector Memory:402; Blood Cell:101; NK Cell:80; ydT Cell:22	T Cell:451; Blood Cell:94; NK Cell:80; Lymphoid Cell:7	CD8 Cytotoxic / T Effector Memory:467; NK Cell:145; CD4 Naive / T Central Memory:18; MAIT Cell:2	not_available:593; CD4 T Effector Memory:33; CD4 Naive / T Central Memory:8	824.5	1612.0	0.0
infection_study_04	T/NK	T_NK_lineage:14	600	CD8 Cytotoxic / T Effector Memory	True	CD8 Cytotoxic / T Effector Memory	1.706885388208337	1.0034841514644106	0.7034012367439264	0.8555075741997396	0.25	0.3878571428571428	2.715	1.0	cluster_consensus_marker_source_support	CD8 Cytotoxic / T Effector Memory:378; NK Cell:134; CD4 Naive / T Central Memory:71; Blood Cell:5	CD8 Cytotoxic / T Effector Memory:444; NK Cell:118; ydT Cell:33; CD8 Naive / T Central Memory:3	Blood Cell:593; CD4 T Effector Memory:5; MAIT Cell:2	CD8 Cytotoxic / T Effector Memory:381; NK Cell:135; Blood Cell:65; ydT Cell:11	T Cell:400; NK Cell:135; Blood Cell:65	CD8 Cytotoxic / T Effector Memory:426; NK Cell:158; MAIT Cell:16	not_available:593; CD4 T Effector Memory:7	845.5	1626.0	0.0
infection_study_04	T/NK	T_NK_lineage:15	596	CD8 Cytotoxic / T Effector Memory	True	CD8 Cytotoxic / T Effector Memory	1.8852063411886455	0.6009101046527194	1.2842962365359265	0.9002559005643521	0.273489932885906	0.4506232023010546	3.1543624161073827	1.0	cluster_consensus_marker_source_support	CD8 Cytotoxic / T Effector Memory:387; CD4 Naive / T Central Memory:102; NK Cell:78; Blood Cell:13	CD8 Cytotoxic / T Effector Memory:514; NK Cell:42; ydT Cell:15; CD4 Naive / T Central Memory:10	Blood Cell:585; CD4 T Effector Memory:7; CD4 Naive / T Central Memory:1; NK Cell:1	CD8 Cytotoxic / T Effector Memory:468; Blood Cell:56; NK Cell:51; Treg:7	T Cell:492; NK Cell:51; Blood Cell:50; Lymphoid Cell:3	CD8 Cytotoxic / T Effector Memory:511; NK Cell:74; CD4 Naive / T Central Memory:6; MAIT Cell:5	not_available:571; CD4 T Effector Memory:23; CD4 Naive / T Central Memory:2	814.5	1588.5	0.0
infection_study_04	T/NK	T_NK_lineage:16	577	NK Cell	True	NK Cell	1.2463540015997632	0.909981958243136	0.3363720433566273	0.5083281924737816	0.1005199306759098	0.3728645704382272	2.610051993067591	1.0	cluster_consensus_marker_source_support	NK Cell:172; CD8 Cytotoxic / T Effector Memory:116; CD4 Naive / T Central Memory:99; T Cell:71	NK Cell:369; CD4 T Cell (ab):128; CD4 Naive / T Central Memory:38; CD8 Cytotoxic / T Effector Memory:36	NK Cell:350; CD4 T Cell (ab):128; Blood Cell:96; CD8 T Cell (ab):3	Lymphoid Cell:498; NK Cell:31; Blood Cell:27; CD8 Cytotoxic / T Effector Memory:18	Lymphoid Cell:498; NK Cell:31; Blood Cell:27; T Cell:21	NK Cell:553; CD8 Cytotoxic / T Effector Memory:17; CD4 Naive / T Central Memory:6; MAIT Cell:1	not_available:458; CD4 Naive / T Central Memory:86; CD4 T Effector Memory:21; Treg:12	1312.0	2203.0	0.0
infection_study_04	T/NK	T_NK_lineage:17	546	CD4 Naive / T Central Memory	True	CD4 Naive / T Central Memory	1.951754332445264	0.978203836937423	0.973550495507841	0.8719126282358854	0.119047619047619	0.5641025641025641	3.948717948717949	1.0	cluster_consensus_marker_source_support	CD4 Naive / T Central Memory:464; CD8 Cytotoxic / T Effector Memory:26; Treg:23; CD8 Naive / T Central Memory:12	CD4 Naive / T Central Memory:433; CD8 Naive / T Central Memory:52; CD8 Cytotoxic / T Effector Memory:44; Treg:9	Blood Cell:320; CD4 Naive / T Central Memory:171; CD8 Naive / T Central Memory:41; Treg:12	CD4 Naive / T Central Memory:272; Blood Cell:86; CD4 T Effector Memory:71; Treg:37	T Cell:454; Blood Cell:79; B Cell:7; NK Cell:4	CD4 Naive / T Central Memory:465; CD8 Cytotoxic / T Effector Memory:52; Plasma Cell:24; NK Cell:3	CD4 Naive / T Central Memory:351; not_available:140; CD4 T Effector Memory:40; Treg:15	811.5	1657.5	0.0
infection_study_04	T/NK	T_NK_lineage:18	270	CD8 Cytotoxic / T Effector Memory	True	CD8 Cytotoxic / T Effector Memory	1.0384462527213911	0.7330316056781202	0.3054146470432711	0.6935704983206525	0.137037037037037	0.1603174603174602	1.1222222222222222	1.0	cluster_consensus_marker_source_support	CD4 Naive / T Central Memory:124; CD8 Cytotoxic / T Effector Memory:64; NK Cell:45; Treg:14	CD4 Naive / T Central Memory:105; CD8 Cytotoxic / T Effector Memory:103; NK Cell:38; CD4 T Cell (ab):9	Blood Cell:196; CD4 Naive / T Central Memory:42; NK Cell:14; CD4 T Cell (ab):9	Blood Cell:92; CD8 Cytotoxic / T Effector Memory:57; NK Cell:29; Lymphoid Cell:26	T Cell:122; Blood Cell:80; NK Cell:29; Lymphoid Cell:26	NK Cell:81; CD8 Cytotoxic / T Effector Memory:79; CD4 Naive / T Central Memory:62; Blood Cell:22	not_available:175; CD4 Naive / T Central Memory:55; CD4 T Effector Memory:34; Treg:6	819.0	1681.0	0.0
infection_study_04	T/NK	T_NK_lineage:19	523	CD4 Naive / T Central Memory	True	CD4 Naive / T Central Memory	1.840427590326208	0.9990067651521112	0.8414208251740967	0.8307400552928005	0.0879541108986615	0.5381043430756624	3.766730401529637	1.0	cluster_consensus_marker_source_support	CD4 Naive / T Central Memory:454; CD8 Cytotoxic / T Effector Memory:31; Treg:16; CD8 Naive / T Central Memory:7	CD4 Naive / T Central Memory:320; CD8 Naive / T Central Memory:92; CD8 Cytotoxic / T Effector Memory:70; Treg:25	Blood Cell:232; CD4 Naive / T Central Memory:194; CD8 Naive / T Central Memory:68; Treg:26	CD4 Naive / T Central Memory:271; Blood Cell:137; CD8 Cytotoxic / T Effector Memory:46; CD8 Naive / T Central Memory:23	T Cell:408; Blood Cell:106; NK Cell:6; RBC:2	CD4 Naive / T Central Memory:410; CD8 Cytotoxic / T Effector Memory:93; NK Cell:10; MAIT Cell:8	CD4 Naive / T Central Memory:321; not_available:152; CD4 T Effector Memory:34; Treg:16	639.0	1565.0	0.0
infection_study_04	T/NK	T_NK_lineage:2	1423	CD8 Cytotoxic / T Effector Memory	True	CD8 Cytotoxic / T Effector Memory	1.9987931175466696	0.4114830483343192	1.5873100692123503	0.9034432334864168	0.3183415319747013	0.490011043067965	3.4300773014757557	1.0	cluster_consensus_marker_source_support	CD8 Cytotoxic / T Effector Memory:1190; NK Cell:118; CD4 Naive / T Central Memory:75; Treg:16	CD8 Cytotoxic / T Effector Memory:1258; NK Cell:68; ydT Cell:65; CD4 T Effector Memory:10	Blood Cell:1397; CD4 T Effector Memory:14; NK Cell:5; MAIT Cell:3	CD8 Cytotoxic / T Effector Memory:1169; NK Cell:112; Blood Cell:94; ydT Cell:17	T Cell:1212; NK Cell:112; Blood Cell:93; Lymphoid Cell:6	CD8 Cytotoxic / T Effector Memory:1264; NK Cell:114; MAIT Cell:42; CD4 Naive / T Central Memory:3	not_available:1409; CD4 T Effector Memory:12; CD4 Naive / T Central Memory:2	1125.0	2070.0	0.0
infection_study_04	T/NK	T_NK_lineage:20	490	CD8 Cytotoxic / T Effector Memory	True	CD8 Cytotoxic / T Effector Memory	1.210865229144447	0.9255723260486004	0.2852929030958466	0.687161560079512	0.0979591836734693	0.2705539358600582	1.893877551020408	1.0	cluster_consensus_marker_source_support	CD4 Naive / T Central Memory:203; NK Cell:119; CD8 Cytotoxic / T Effector Memory:118; Treg:19	CD8 Cytotoxic / T Effector Memory:254; NK Cell:109; CD4 Naive / T Central Memory:53; CD8 Naive / T Central Memory:31	Blood Cell:461; MAIT Cell:9; NK Cell:5; CD8 Naive / T Central Memory:4	CD8 Cytotoxic / T Effector Memory:172; NK Cell:140; Blood Cell:87; Treg:26	T Cell:263; NK Cell:140; Blood Cell:85; Lymphoid Cell:2	CD8 Cytotoxic / T Effector Memory:384; NK Cell:51; CD4 Naive / T Central Memory:30; MAIT Cell:25	not_available:452; CD4 T Effector Memory:21; CD4 Naive / T Central Memory:15; Treg:2	1388.5	2306.5	0.0
infection_study_04	T/NK	T_NK_lineage:21	506	NK Cell	True	NK Cell	2.1540263467455483	0.9584992428915932	1.195527103853955	0.8654122969360477	0.1284584980237154	0.6696781479390175	4.687747035573122	1.0	cluster_consensus_marker_source_support	NK Cell:342; CD4 Naive / T Central Memory:112; CD8 Cytotoxic / T Effector Memory:24; Treg:11	NK Cell:429; CD8 Cytotoxic / T Effector Memory:33; Lymphoid Cell:26; ydT Cell:8	NK Cell:264; Blood Cell:211; Lymphoid Cell:29; MAIT Cell:2	NK Cell:436; Blood Cell:41; CD8 Cytotoxic / T Effector Memory:12; CD4 T Effector Memory:7	NK Cell:436; Blood Cell:41; T Cell:23; Lymphoid Cell:6	NK Cell:465; CD8 Cytotoxic / T Effector Memory:30; CD4 Naive / T Central Memory:10; MAIT Cell:1	not_available:488; CD4 T Effector Memory:10; CD4 Naive / T Central Memory:7; Treg:1	1041.0	1898.0	0.0
infection_study_04	T/NK	T_NK_lineage:22	489	MAIT Cell	True	MAIT Cell	1.5504952616683991	1.244243363695493	0.3062518979729063	0.9362304932940344	0.2985685071574642	0.2468594799883143	1.7280163599182004	1.0	cluster_consensus_marker_source_support	CD4 Naive / T Central Memory:265; MAIT Cell:115; NK Cell:31; CD8 Cytotoxic / T Effector Memory:26	CD4 Naive / T Central Memory:244; MAIT Cell:161; CD8 Cytotoxic / T Effector Memory:25; NK Cell:24	Blood Cell:305; MAIT Cell:176; NK Cell:4; Treg:3	MAIT Cell:162; CD4 T Effector Memory:143; Blood Cell:75; CD4 Naive / T Central Memory:37	T Cell:392; Blood Cell:67; NK Cell:25; Lymphoid Cell:5	MAIT Cell:231; CD4 Naive / T Central Memory:201; CD8 Cytotoxic / T Effector Memory:32; NK Cell:25	not_available:228; CD4 Naive / T Central Memory:146; CD4 T Effector Memory:113; Treg:2	957.0	1822.0	0.0
infection_study_04	T/NK	T_NK_lineage:23	170	T Cell	False	CD4 Naive / T Central Memory	0.8185879138823943	0.6000155003395561	0.2185724135428381	0.4236410994584961	0.0117647058823529	0.2252100840336134	1.576470588235294	1.0	cluster_parent_insufficient_consensus	CD4 Naive / T Central Memory:80; NK Cell:35; CD8 Cytotoxic / T Effector Memory:31; Treg:11	CD4 Naive / T Central Memory:77; CD8 Cytotoxic / T Effector Memory:34; NK Cell:30; B Cell:11	Blood Cell:102; CD4 Naive / T Central Memory:48; CD8 Naive / T Central Memory:7; NK Cell:6	Blood Cell:59; NK Cell:38; CD8 Cytotoxic / T Effector Memory:22; Treg:19	T Cell:67; Blood Cell:53; NK Cell:38; Lymphoid Cell:7	B Cell:136; NK Cell:11; CD4 Naive / T Central Memory:11; CD8 Cytotoxic / T Effector Memory:7	not_available:92; CD4 Naive / T Central Memory:40; Treg:21; CD4 T Effector Memory:17	951.0	1848.0	0.0
infection_study_04	T/NK	T_NK_lineage:24	241	T Cell	False	CD4 Naive / T Central Memory	1.031690293898705	0.9609843012106098	0.070705992688095	0.4701715904677039	0.0539419087136929	0.2975696502667457	2.08298755186722	1.0	cluster_parent_insufficient_consensus	CD4 Naive / T Central Memory:139; CD8 Cytotoxic / T Effector Memory:54; NK Cell:35; Treg:6	CD4 Naive / T Central Memory:111; CD8 Cytotoxic / T Effector Memory:77; NK Cell:33; CD8 Naive / T Central Memory:11	Blood Cell:193; CD4 Naive / T Central Memory:29; CD8 Naive / T Central Memory:7; NK Cell:6	CD4 Naive / T Central Memory:78; CD8 Cytotoxic / T Effector Memory:67; NK Cell:32; Blood Cell:24	T Cell:185; NK Cell:32; Blood Cell:20; Lymphoid Cell:3	Platelet:91; CD4 Naive / T Central Memory:57; CD8 Cytotoxic / T Effector Memory:49; NK Cell:39	not_available:133; CD4 Naive / T Central Memory:88; CD4 T Effector Memory:17; Treg:3	873.0	1684.0	0.0
infection_study_04	T/NK	T_NK_lineage:25	187	CD4 Naive / T Central Memory	True	CD4 Naive / T Central Memory	1.712661186958099	0.8188563822141498	0.8938048047439492	0.8712957250896795	0.1336898395721925	0.4323911382734912	3.0267379679144386	1.0	cluster_consensus_marker_source_support	CD4 Naive / T Central Memory:129; CD8 Cytotoxic / T Effector Memory:25; NK Cell:24; Treg:6	CD4 Naive / T Central Memory:117; CD8 Cytotoxic / T Effector Memory:33; NK Cell:22; CD8 Naive / T Central Memory:8	Blood Cell:133; CD4 Naive / T Central Memory:30; NK Cell:9; CD8 Naive / T Central Memory:7	CD4 Naive / T Central Memory:81; CD4 T Effector Memory:26; NK Cell:19; CD8 Cytotoxic / T Effector Memory:19	T Cell:145; NK Cell:19; Blood Cell:11; Lymphoid Cell:8	CD4 Naive / T Central Memory:100; RBC:36; CD8 Cytotoxic / T Effector Memory:25; NK Cell:24	CD4 Naive / T Central Memory:109; not_available:66; CD4 T Effector Memory:8; Treg:4	908.0	1869.0	0.0
infection_study_04	T/NK	T_NK_lineage:26	213	NK Cell	True	NK Cell	1.529720374478001	1.2688122566366735	0.2609081178413273	0.8619964813672402	0.1220657276995305	0.3454057679409792	2.4178403755868545	1.0	cluster_consensus_marker_source_support	CD8 Cytotoxic / T Effector Memory:103; NK Cell:87; CD4 Naive / T Central Memory:20; T Cell:1	CD8 Cytotoxic / T Effector Memory:95; NK Cell:92; ydT Cell:25; CD4 Naive / T Central Memory:1	Blood Cell:213	NK Cell:100; CD8 Cytotoxic / T Effector Memory:82; Blood Cell:21; ydT Cell:9	NK Cell:100; T Cell:92; Blood Cell:21	NK Cell:136; CD8 Cytotoxic / T Effector Memory:76; MAIT Cell:1	not_available:212; CD4 T Effector Memory:1	867.0	1606.0	0.0
infection_study_04	T/NK	T_NK_lineage:27	38	T Cell	False	NK Cell	0.7692077974083883	0.7057776690337813	0.063430128374607	0.4582676445723947	0.0263157894736842	0.1766917293233082	1.236842105263158	1.0	cluster_parent_insufficient_consensus	CD4 Naive / T Central Memory:16; NK Cell:9; CD8 Cytotoxic / T Effector Memory:5; Treg:3	CD4 Naive / T Central Memory:17; NK Cell:10; CD8 Naive / T Central Memory:4; CD8 Cytotoxic / T Effector Memory:4	Blood Cell:21; CD4 Naive / T Central Memory:9; CD8 Naive / T Central Memory:4; Treg:2	Blood Cell:11; NK Cell:11; Treg:6; ydT Cell:2	T Cell:18; NK Cell:11; Blood Cell:7; Granulocyte:1	Classical Monocyte:28; NK Cell:5; CD4 Naive / T Central Memory:3; CD8 Cytotoxic / T Effector Memory:2	not_available:26; CD4 Naive / T Central Memory:6; CD4 T Effector Memory:5; Treg:1	985.0	1780.0	0.0
infection_study_04	T/NK	T_NK_lineage:28	8	CD4 Naive / T Central Memory	True	CD4 Naive / T Central Memory	1.059848418084075	0.9132065009841074	0.1466419170999676	0.4236410994584961	0.0	0.3571428571428571	2.5	1.0	cluster_consensus_marker_source_support	CD4 Naive / T Central Memory:7; Treg:1	CD4 Naive / T Central Memory:4; NK Cell:2; CD4 T Cell (ab):1; Treg:1	CD4 Naive / T Central Memory:4; NK Cell:2; CD4 T Cell (ab):1; Treg:1	Blood Cell:6; Treg:1; HSC:1	Myeloid Cell:5; T Cell:1; Blood Cell:1; HSC:1	Blood Cell:8	CD4 Naive / T Central Memory:5; CD4 T Effector Memory:1; not_available:1; Treg:1	823.5	2056.0	0.0
infection_study_04	T/NK	T_NK_lineage:3	1482	CD4 Naive / T Central Memory	True	CD4 Naive / T Central Memory	2.1305834283901754	1.30119700558757	0.8293864228026053	0.8912422601503416	0.1740890688259109	0.6258916522074416	4.381241565452092	1.0	cluster_consensus_marker_source_support	CD4 Naive / T Central Memory:1361; CD8 Naive / T Central Memory:93; Treg:10; CD8 Cytotoxic / T Effector Memory:10	CD4 Naive / T Central Memory:963; CD8 Naive / T Central Memory:472; CD8 Cytotoxic / T Effector Memory:31; Treg:11	CD4 Naive / T Central Memory:605; Blood Cell:561; CD8 Naive / T Central Memory:301; Treg:15	CD4 Naive / T Central Memory:1058; CD8 Naive / T Central Memory:237; Blood Cell:99; Treg:30	T Cell:1388; Blood Cell:91; Lymphoid Cell:2; NK Cell:1	CD4 Naive / T Central Memory:1432; CD8 Cytotoxic / T Effector Memory:47; Platelet:1; MAIT Cell:1	CD4 Naive / T Central Memory:1074; not_available:378; Treg:16; CD4 T Effector Memory:14	942.0	1896.5	0.0
infection_study_04	T/NK	T_NK_lineage:4	1418	CD4 Naive / T Central Memory	True	CD4 Naive / T Central Memory	2.3415868978870544	0.9816361100935738	1.3599507877934809	0.942730824593872	0.3025387870239774	0.6584726979649406	4.609308885754584	1.0	cluster_consensus_marker_source_support	CD4 Naive / T Central Memory:1352; Treg:32; CD8 Naive / T Central Memory:14; CD4 T Effector Memory:10	CD4 Naive / T Central Memory:1300; CD8 Naive / T Central Memory:78; Treg:20; CD8 Cytotoxic / T Effector Memory:16	Blood Cell:1072; CD4 Naive / T Central Memory:293; CD8 Naive / T Central Memory:29; Treg:22	CD4 Naive / T Central Memory:969; CD4 T Effector Memory:268; Treg:59; Blood Cell:55	T Cell:1362; Blood Cell:55; NK Cell:1	CD4 Naive / T Central Memory:1386; CD8 Cytotoxic / T Effector Memory:28; Platelet:2; NK Cell:2	CD4 Naive / T Central Memory:1236; not_available:136; CD4 T Effector Memory:26; Treg:20	1112.0	2074.0	0.0
infection_study_04	T/NK	T_NK_lineage:5	1262	NK Cell	True	NK Cell	2.282127367059141	0.933014070475563	1.349113296583578	0.9386981058788584	0.3961965134706814	0.5896536110482228	4.127575277337559	1.0	cluster_consensus_marker_source_support	NK Cell:781; CD8 Cytotoxic / T Effector Memory:404; CD4 Naive / T Central Memory:62; Treg:8	NK Cell:1087; CD8 Cytotoxic / T Effector Memory:157; ydT Cell:16; CD8 T Cell (ab):1	Blood Cell:1243; NK Cell:16; CD8 T Cell (ab):1; Lymphoid Cell:1	NK Cell:1105; CD8 Cytotoxic / T Effector Memory:86; Blood Cell:58; ydT Cell:7	NK Cell:1105; T Cell:96; Blood Cell:58; Lymphoid Cell:3	NK Cell:1115; CD8 Cytotoxic / T Effector Memory:144; MAIT Cell:3	not_available:1262	1084.0	1973.5	0.0
