study	lineage	cluster	n_cells	review_priority	priority_score	review_reasons	suggested_action	final_label	marker_assignment	raw_marker_winner	assignment_reason	marker_score	best_total_score	score_margin	top_celltypist	top_panhuman_fine	top_screfmapping	llm_review_packet
infection_study_07	T_NK_lineage	9	92	high	8	parent_or_broad_final_label;marker_assignment_disagrees_with_final;screfmapping_not_available;low_total_score_or_margin	check_if_finer_official_label_is_supported	T Cell	NK Cell	NK Cell	raw_marker_winner	0.6643269644452466	0.6643269644452466	0.029095117472810572	not_available:92	not_available:92	not_available:92	Study=infection_study_07; lineage=T_NK_lineage; cluster=9; cells=92; final=T Cell; marker_assignment=NK Cell; raw_marker_winner=NK Cell; assignment_reason=raw_marker_winner; marker_score=0.664; best_total_score=0.664; score_margin=0.029; CellTypist=not_available:92; PanHuman=not_available:92; scRefMap=not_available:92; review_reasons=parent_or_broad_final_label,marker_assignment_disagrees_with_final,screfmapping_not_available,low_total_score_or_margin.
infection_study_07	Myeloid_lineage	0	172	high	8	parent_or_broad_final_label;marker_assignment_disagrees_with_final;screfmapping_not_available;low_total_score_or_margin	check_if_finer_official_label_is_supported	Myeloid Cell	Non-Classical Monocyte	Non-Classical Monocyte	raw_marker_winner	0.4701937984496124	0.4701937984496124	0.0227131782945737	not_available:172	not_available:172	not_available:172	Study=infection_study_07; lineage=Myeloid_lineage; cluster=0; cells=172; final=Myeloid Cell; marker_assignment=Non-Classical Monocyte; raw_marker_winner=Non-Classical Monocyte; assignment_reason=raw_marker_winner; marker_score=0.470; best_total_score=0.470; score_margin=0.023; CellTypist=not_available:172; PanHuman=not_available:172; scRefMap=not_available:172; review_reasons=parent_or_broad_final_label,marker_assignment_disagrees_with_final,screfmapping_not_available,low_total_score_or_margin.
infection_study_07	Myeloid_lineage	1	151	high	8	parent_or_broad_final_label;marker_assignment_disagrees_with_final;screfmapping_not_available;low_total_score_or_margin	check_if_finer_official_label_is_supported	Myeloid Cell	Conventional DC 2	Conventional DC 2	raw_marker_winner	0.5559381898454746	0.5559381898454746	0.04554083885209714	not_available:151	not_available:151	not_available:151	Study=infection_study_07; lineage=Myeloid_lineage; cluster=1; cells=151; final=Myeloid Cell; marker_assignment=Conventional DC 2; raw_marker_winner=Conventional DC 2; assignment_reason=raw_marker_winner; marker_score=0.556; best_total_score=0.556; score_margin=0.046; CellTypist=not_available:151; PanHuman=not_available:151; scRefMap=not_available:151; review_reasons=parent_or_broad_final_label,marker_assignment_disagrees_with_final,screfmapping_not_available,low_total_score_or_margin.
infection_study_07	Myeloid_lineage	10	76	high	8	parent_or_broad_final_label;marker_assignment_disagrees_with_final;screfmapping_not_available;low_total_score_or_margin	check_if_finer_official_label_is_supported	Myeloid Cell	Intermediate Monocyte	Intermediate Monocyte	raw_marker_winner	0.9842105263157894	0.9842105263157894	0.09440789473684208	not_available:76	not_available:76	not_available:76	Study=infection_study_07; lineage=Myeloid_lineage; cluster=10; cells=76; final=Myeloid Cell; marker_assignment=Intermediate Monocyte; raw_marker_winner=Intermediate Monocyte; assignment_reason=raw_marker_winner; marker_score=0.984; best_total_score=0.984; score_margin=0.094; CellTypist=not_available:76; PanHuman=not_available:76; scRefMap=not_available:76; review_reasons=parent_or_broad_final_label,marker_assignment_disagrees_with_final,screfmapping_not_available,low_total_score_or_margin.
infection_study_07	Myeloid_lineage	11	58	high	8	parent_or_broad_final_label;marker_assignment_disagrees_with_final;screfmapping_not_available;low_total_score_or_margin	check_if_finer_official_label_is_supported	Myeloid Cell	Conventional DC 2	Conventional DC 2	raw_marker_winner	0.5232471264367816	0.5232471264367816	0.003218390804597626	not_available:58	not_available:58	not_available:58	Study=infection_study_07; lineage=Myeloid_lineage; cluster=11; cells=58; final=Myeloid Cell; marker_assignment=Conventional DC 2; raw_marker_winner=Conventional DC 2; assignment_reason=raw_marker_winner; marker_score=0.523; best_total_score=0.523; score_margin=0.003; CellTypist=not_available:58; PanHuman=not_available:58; scRefMap=not_available:58; review_reasons=parent_or_broad_final_label,marker_assignment_disagrees_with_final,screfmapping_not_available,low_total_score_or_margin.
infection_study_07	Myeloid_lineage	12	55	high	8	parent_or_broad_final_label;marker_assignment_disagrees_with_final;screfmapping_not_available;low_total_score_or_margin	check_if_finer_official_label_is_supported	Myeloid Cell	Non-Classical Monocyte	Non-Classical Monocyte	raw_marker_winner	0.4688787878787879	0.4688787878787879	0.06887878787878787	not_available:55	not_available:55	not_available:55	Study=infection_study_07; lineage=Myeloid_lineage; cluster=12; cells=55; final=Myeloid Cell; marker_assignment=Non-Classical Monocyte; raw_marker_winner=Non-Classical Monocyte; assignment_reason=raw_marker_winner; marker_score=0.469; best_total_score=0.469; score_margin=0.069; CellTypist=not_available:55; PanHuman=not_available:55; scRefMap=not_available:55; review_reasons=parent_or_broad_final_label,marker_assignment_disagrees_with_final,screfmapping_not_available,low_total_score_or_margin.
infection_study_07	Myeloid_lineage	13	49	high	8	parent_or_broad_final_label;marker_assignment_disagrees_with_final;screfmapping_not_available;low_total_score_or_margin	check_if_finer_official_label_is_supported	Myeloid Cell	Non-Classical Monocyte	Non-Classical Monocyte	raw_marker_winner	0.4480612244897959	0.4480612244897959	0.03989795918367345	not_available:49	not_available:49	not_available:49	Study=infection_study_07; lineage=Myeloid_lineage; cluster=13; cells=49; final=Myeloid Cell; marker_assignment=Non-Classical Monocyte; raw_marker_winner=Non-Classical Monocyte; assignment_reason=raw_marker_winner; marker_score=0.448; best_total_score=0.448; score_margin=0.040; CellTypist=not_available:49; PanHuman=not_available:49; scRefMap=not_available:49; review_reasons=parent_or_broad_final_label,marker_assignment_disagrees_with_final,screfmapping_not_available,low_total_score_or_margin.
infection_study_07	Myeloid_lineage	14	18	medium	6	parent_or_broad_final_label;marker_assignment_disagrees_with_final;screfmapping_not_available	check_if_finer_official_label_is_supported	Myeloid Cell	Neutrophil	Neutrophil	raw_marker_winner	0.8055555555555556	0.8055555555555556	0.17638888888888893	not_available:18	not_available:18	not_available:18	Study=infection_study_07; lineage=Myeloid_lineage; cluster=14; cells=18; final=Myeloid Cell; marker_assignment=Neutrophil; raw_marker_winner=Neutrophil; assignment_reason=raw_marker_winner; marker_score=0.806; best_total_score=0.806; score_margin=0.176; CellTypist=not_available:18; PanHuman=not_available:18; scRefMap=not_available:18; review_reasons=parent_or_broad_final_label,marker_assignment_disagrees_with_final,screfmapping_not_available.
infection_study_07	Myeloid_lineage	15	17	high	8	parent_or_broad_final_label;marker_assignment_disagrees_with_final;screfmapping_not_available;low_total_score_or_margin	check_if_finer_official_label_is_supported	Myeloid Cell	Non-Classical Monocyte	Non-Classical Monocyte	raw_marker_winner	0.5941176470588235	0.5941176470588235	0.049509803921568674	not_available:17	not_available:17	not_available:17	Study=infection_study_07; lineage=Myeloid_lineage; cluster=15; cells=17; final=Myeloid Cell; marker_assignment=Non-Classical Monocyte; raw_marker_winner=Non-Classical Monocyte; assignment_reason=raw_marker_winner; marker_score=0.594; best_total_score=0.594; score_margin=0.050; CellTypist=not_available:17; PanHuman=not_available:17; scRefMap=not_available:17; review_reasons=parent_or_broad_final_label,marker_assignment_disagrees_with_final,screfmapping_not_available,low_total_score_or_margin.
infection_study_07	Myeloid_lineage	2	145	high	8	parent_or_broad_final_label;marker_assignment_disagrees_with_final;screfmapping_not_available;low_total_score_or_margin	check_if_finer_official_label_is_supported	Myeloid Cell	Conventional DC 1	Conventional DC 1	raw_marker_winner	0.616551724137931	0.616551724137931	0.04337931034482756	not_available:145	not_available:145	not_available:145	Study=infection_study_07; lineage=Myeloid_lineage; cluster=2; cells=145; final=Myeloid Cell; marker_assignment=Conventional DC 1; raw_marker_winner=Conventional DC 1; assignment_reason=raw_marker_winner; marker_score=0.617; best_total_score=0.617; score_margin=0.043; CellTypist=not_available:145; PanHuman=not_available:145; scRefMap=not_available:145; review_reasons=parent_or_broad_final_label,marker_assignment_disagrees_with_final,screfmapping_not_available,low_total_score_or_margin.
infection_study_07	Myeloid_lineage	3	137	high	8	parent_or_broad_final_label;marker_assignment_disagrees_with_final;screfmapping_not_available;low_total_score_or_margin	check_if_finer_official_label_is_supported	Myeloid Cell	Non-Classical Monocyte	Non-Classical Monocyte	raw_marker_winner	0.5096593673965937	0.5096593673965937	0.003929440389294325	not_available:137	not_available:137	not_available:137	Study=infection_study_07; lineage=Myeloid_lineage; cluster=3; cells=137; final=Myeloid Cell; marker_assignment=Non-Classical Monocyte; raw_marker_winner=Non-Classical Monocyte; assignment_reason=raw_marker_winner; marker_score=0.510; best_total_score=0.510; score_margin=0.004; CellTypist=not_available:137; PanHuman=not_available:137; scRefMap=not_available:137; review_reasons=parent_or_broad_final_label,marker_assignment_disagrees_with_final,screfmapping_not_available,low_total_score_or_margin.
infection_study_07	Myeloid_lineage	4	116	high	8	parent_or_broad_final_label;marker_assignment_disagrees_with_final;screfmapping_not_available;low_total_score_or_margin	check_if_finer_official_label_is_supported	Myeloid Cell	Intermediate Monocyte	Intermediate Monocyte	raw_marker_winner	0.9534482758620689	0.9534482758620689	0.07347701149425279	not_available:116	not_available:116	not_available:116	Study=infection_study_07; lineage=Myeloid_lineage; cluster=4; cells=116; final=Myeloid Cell; marker_assignment=Intermediate Monocyte; raw_marker_winner=Intermediate Monocyte; assignment_reason=raw_marker_winner; marker_score=0.953; best_total_score=0.953; score_margin=0.073; CellTypist=not_available:116; PanHuman=not_available:116; scRefMap=not_available:116; review_reasons=parent_or_broad_final_label,marker_assignment_disagrees_with_final,screfmapping_not_available,low_total_score_or_margin.
infection_study_07	Myeloid_lineage	5	114	high	8	parent_or_broad_final_label;marker_assignment_disagrees_with_final;screfmapping_not_available;low_total_score_or_margin	check_if_finer_official_label_is_supported	Myeloid Cell	Conventional DC 2	Conventional DC 2	raw_marker_winner	0.5869298245614034	0.5869298245614034	0.03461988304093555	not_available:114	not_available:114	not_available:114	Study=infection_study_07; lineage=Myeloid_lineage; cluster=5; cells=114; final=Myeloid Cell; marker_assignment=Conventional DC 2; raw_marker_winner=Conventional DC 2; assignment_reason=raw_marker_winner; marker_score=0.587; best_total_score=0.587; score_margin=0.035; CellTypist=not_available:114; PanHuman=not_available:114; scRefMap=not_available:114; review_reasons=parent_or_broad_final_label,marker_assignment_disagrees_with_final,screfmapping_not_available,low_total_score_or_margin.
infection_study_07	Myeloid_lineage	6	106	high	8	parent_or_broad_final_label;marker_assignment_disagrees_with_final;screfmapping_not_available;low_total_score_or_margin	check_if_finer_official_label_is_supported	Myeloid Cell	Non-Classical Monocyte	Non-Classical Monocyte	raw_marker_winner	0.5059276729559748	0.5059276729559748	0.016808176100628958	not_available:106	not_available:106	not_available:106	Study=infection_study_07; lineage=Myeloid_lineage; cluster=6; cells=106; final=Myeloid Cell; marker_assignment=Non-Classical Monocyte; raw_marker_winner=Non-Classical Monocyte; assignment_reason=raw_marker_winner; marker_score=0.506; best_total_score=0.506; score_margin=0.017; CellTypist=not_available:106; PanHuman=not_available:106; scRefMap=not_available:106; review_reasons=parent_or_broad_final_label,marker_assignment_disagrees_with_final,screfmapping_not_available,low_total_score_or_margin.
infection_study_07	Myeloid_lineage	7	100	high	8	parent_or_broad_final_label;marker_assignment_disagrees_with_final;screfmapping_not_available;low_total_score_or_margin	check_if_finer_official_label_is_supported	Myeloid Cell	Non-Classical Monocyte	Non-Classical Monocyte	raw_marker_winner	0.48465	0.48465	0.014650000000000052	not_available:100	not_available:100	not_available:100	Study=infection_study_07; lineage=Myeloid_lineage; cluster=7; cells=100; final=Myeloid Cell; marker_assignment=Non-Classical Monocyte; raw_marker_winner=Non-Classical Monocyte; assignment_reason=raw_marker_winner; marker_score=0.485; best_total_score=0.485; score_margin=0.015; CellTypist=not_available:100; PanHuman=not_available:100; scRefMap=not_available:100; review_reasons=parent_or_broad_final_label,marker_assignment_disagrees_with_final,screfmapping_not_available,low_total_score_or_margin.
infection_study_07	Myeloid_lineage	8	97	high	8	parent_or_broad_final_label;marker_assignment_disagrees_with_final;screfmapping_not_available;low_total_score_or_margin	check_if_finer_official_label_is_supported	Myeloid Cell	Plasmacytoid DC	Plasmacytoid DC	raw_marker_winner	0.5833333333333334	0.5833333333333334	0.03221649484536082	not_available:97	not_available:97	not_available:97	Study=infection_study_07; lineage=Myeloid_lineage; cluster=8; cells=97; final=Myeloid Cell; marker_assignment=Plasmacytoid DC; raw_marker_winner=Plasmacytoid DC; assignment_reason=raw_marker_winner; marker_score=0.583; best_total_score=0.583; score_margin=0.032; CellTypist=not_available:97; PanHuman=not_available:97; scRefMap=not_available:97; review_reasons=parent_or_broad_final_label,marker_assignment_disagrees_with_final,screfmapping_not_available,low_total_score_or_margin.
infection_study_07	Myeloid_lineage	9	89	high	8	parent_or_broad_final_label;marker_assignment_disagrees_with_final;screfmapping_not_available;low_total_score_or_margin	check_if_finer_official_label_is_supported	Myeloid Cell	Intermediate Monocyte	Intermediate Monocyte	raw_marker_winner	0.6856741573033708	0.6856741573033708	0.19436329588014978	not_available:89	not_available:89	not_available:89	Study=infection_study_07; lineage=Myeloid_lineage; cluster=9; cells=89; final=Myeloid Cell; marker_assignment=Intermediate Monocyte; raw_marker_winner=Intermediate Monocyte; assignment_reason=raw_marker_winner; marker_score=0.686; best_total_score=0.686; score_margin=0.194; CellTypist=not_available:89; PanHuman=not_available:89; scRefMap=not_available:89; review_reasons=parent_or_broad_final_label,marker_assignment_disagrees_with_final,screfmapping_not_available,low_total_score_or_margin.
