study	broad_lineage	cluster	n_cells	chosen_label	accepted	best_candidate_before_parent_fallback	best_total_score	second_total_score	score_margin	marker_pct	marker_winner_fraction	source_fraction	source_count_mean	marker_availability	cluster_reason	top_celltypist_label	top_azimuth_pbmc_l2_label	top_azimuth_pbmc_l3_label	top_panhuman_fine_label	top_panhuman_medium_label	top_cluster_consensus_label	top_screfmapping_label	median_n_genes_by_counts	median_total_counts	median_pct_counts_mt
infection_study_04	Myeloid/DC	Myeloid_lineage:11	546	Conventional DC 2	True	Conventional DC 2	1.293446897099845	0.9145188365290595	0.37892806057078543	0.7301162976671922	0.17216117216117216	0.26242804814233384	1.836996336996337	1.0	cluster_consensus_marker_source_support	Classical Monocyte:206; Conventional DC 2:156; CD4 Naive / T Central Memory:81; Non-Classical Monocyte:23	Classical Monocyte:297; Conventional DC 2:220; Conventional DC 1:23; HSC:2	Classical Monocyte:306; Blood Cell:211; Conventional DC 1:24; HSC:3	Conventional DC 2:298; Classical Monocyte:146; Blood Cell:57; Conventional DC 1:21	DC:323; Monocyte:167; Blood Cell:55; Granulocyte:1	Conventional DC 2:329; Classical Monocyte:208; Non-Classical Monocyte:8; Blood Cell:1	not_available:546	1179.5	2183.0	0.0
infection_study_04	B	B_lineage:1	540	Plasma Cell	True	Plasma Cell	1.9770378693666786	1.055078434828589	0.9219594345380895	0.9482372563803779	0.337037037037037	0.4494708994708994	3.1462962962962964	0.8888888888888888	cluster_consensus_marker_source_support	Plasma Cell:285; CD4 Naive / T Central Memory:84; Plasmablast:53; Blood Cell:48	Plasmablast:302; CD4 Naive / T Central Memory:102; Classical Monocyte:85; Memory B Cell:20	Plasma Cell:292; Classical Monocyte:99; Blood Cell:88; CD4 Naive / T Central Memory:24	Plasma Cell:526; Blood Cell:8; Memory B Cell:4; Naive B Cell:2	B Cell:532; Blood Cell:8	Plasma Cell:529; B Cell:7; Blood Cell:4	Memory B Cell:279; Naive B Cell:166; Plasma Cell:67; not_available:24	674.0	1609.0	0.0
infection_study_04	Myeloid/DC	Myeloid_lineage:12	535	Classical Monocyte	True	Classical Monocyte	2.1996433053379554	0.7456836409749981	1.4539596643629573	0.8734206137043892	0.2411214953271028	0.6424566088117489	4.497196261682243	1.0	cluster_consensus_marker_source_support	Classical Monocyte:466; CD4 Naive / T Central Memory:40; Non-Classical Monocyte:23; Blood Cell:2	Classical Monocyte:497; Non-Classical Monocyte:23; RBC:14; Conventional DC 2:1	Classical Monocyte:497; Non-Classical Monocyte:23; RBC:14; Blood Cell:1	Classical Monocyte:459; Intermediate Monocyte:46; Blood Cell:17; Neutrophil:8	Monocyte:509; Blood Cell:17; Granulocyte:8; DC:1	Classical Monocyte:487; Non-Classical Monocyte:26; Blood Cell:16; RBC:3	not_available:535	891.0	1827.0	0.0
infection_study_04	T/NK	T_NK_lineage:19	523	CD4 Naive / T Central Memory	True	CD4 Naive / T Central Memory	1.840427590326208	0.9990067651521113	0.8414208251740967	0.8307400552928005	0.08795411089866156	0.5381043430756624	3.7667304015296366	1.0	cluster_consensus_marker_source_support	CD4 Naive / T Central Memory:454; CD8 Cytotoxic / T Effector Memory:31; Treg:16; CD8 Naive / T Central Memory:7	CD4 Naive / T Central Memory:320; CD8 Naive / T Central Memory:92; CD8 Cytotoxic / T Effector Memory:70; Treg:25	Blood Cell:232; CD4 Naive / T Central Memory:194; CD8 Naive / T Central Memory:68; Treg:26	CD4 Naive / T Central Memory:271; Blood Cell:137; CD8 Cytotoxic / T Effector Memory:46; CD8 Naive / T Central Memory:23	T Cell:408; Blood Cell:106; NK Cell:6; RBC:2	CD4 Naive / T Central Memory:410; CD8 Cytotoxic / T Effector Memory:93; NK Cell:10; MAIT Cell:8	CD4 Naive / T Central Memory:321; not_available:152; CD4 T Effector Memory:34; Treg:16	639.0	1565.0	0.0
infection_study_04	B	B_lineage:3	522	Memory B Cell	True	Memory B Cell	1.5504201998469052	1.0043251596198906	0.5460950402270146	0.9646765828135353	0.29118773946360155	0.23645320197044328	1.6551724137931034	1.0	cluster_consensus_marker_source_support	B Cell:352; CD4 Naive / T Central Memory:43; Blood Cell:40; Memory B Cell:33	B Cell:492; Memory B Cell:17; Naive B Cell:12; Plasmablast:1	Blood Cell:521; Plasma Cell:1	Memory B Cell:391; Naive B Cell:96; Blood Cell:27; Plasma Cell:6	B Cell:498; Blood Cell:24	B Cell:521; Plasma Cell:1	Memory B Cell:423; Naive B Cell:97; Plasma Cell:2	764.5	1686.5	0.0
infection_study_04	B	B_lineage:2	507	Naive B Cell	True	Naive B Cell	1.8512899429142962	0.5686595993101948	1.2826303436041013	0.9663216578700847	0.39250493096646943	0.3513665821358129	2.4595660749506902	1.0	cluster_consensus_marker_source_support	Naive B Cell:194; CD4 Naive / T Central Memory:121; Blood Cell:67; B Cell:63	Naive B Cell:274; B Cell:204; Memory B Cell:26; HSC:1	Blood Cell:502; CD4 Naive / T Central Memory:3; HSC:1; Plasma Cell:1	Naive B Cell:332; Memory B Cell:114; Blood Cell:48; B Cell:8	B Cell:455; Blood Cell:51; T Cell:1	B Cell:504; Plasma Cell:2; Classical Monocyte:1	Naive B Cell:447; Memory B Cell:56; Plasma Cell:2; not_available:2	635.0	1570.0	0.0
infection_study_04	T/NK	T_NK_lineage:21	506	NK Cell	True	NK Cell	2.1540263467455483	0.9584992428915933	1.195527103853955	0.8654122969360477	0.12845849802371542	0.6696781479390175	4.687747035573122	1.0	cluster_consensus_marker_source_support	NK Cell:342; CD4 Naive / T Central Memory:112; CD8 Cytotoxic / T Effector Memory:24; Treg:11	NK Cell:429; CD8 Cytotoxic / T Effector Memory:33; Lymphoid Cell:26; ydT Cell:8	NK Cell:264; Blood Cell:211; Lymphoid Cell:29; MAIT Cell:2	NK Cell:436; Blood Cell:41; CD8 Cytotoxic / T Effector Memory:12; CD4 T Effector Memory:7	NK Cell:436; Blood Cell:41; T Cell:23; Lymphoid Cell:6	NK Cell:465; CD8 Cytotoxic / T Effector Memory:30; CD4 Naive / T Central Memory:10; MAIT Cell:1	not_available:488; CD4 T Effector Memory:10; CD4 Naive / T Central Memory:7; Treg:1	1041.0	1898.0	0.0
infection_study_04	T/NK	T_NK_lineage:20	490	CD8 Cytotoxic / T Effector Memory	True	CD8 Cytotoxic / T Effector Memory	1.210865229144447	0.9255723260486004	0.28529290309584665	0.687161560079512	0.09795918367346938	0.27055393586005827	1.8938775510204082	1.0	cluster_consensus_marker_source_support	CD4 Naive / T Central Memory:203; NK Cell:119; CD8 Cytotoxic / T Effector Memory:118; Treg:19	CD8 Cytotoxic / T Effector Memory:254; NK Cell:109; CD4 Naive / T Central Memory:53; CD8 Naive / T Central Memory:31	Blood Cell:461; MAIT Cell:9; NK Cell:5; CD8 Naive / T Central Memory:4	CD8 Cytotoxic / T Effector Memory:172; NK Cell:140; Blood Cell:87; Treg:26	T Cell:263; NK Cell:140; Blood Cell:85; Lymphoid Cell:2	CD8 Cytotoxic / T Effector Memory:384; NK Cell:51; CD4 Naive / T Central Memory:30; MAIT Cell:25	not_available:452; CD4 T Effector Memory:21; CD4 Naive / T Central Memory:15; Treg:2	1388.5	2306.5	0.0
infection_study_04	T/NK	T_NK_lineage:22	489	MAIT Cell	True	MAIT Cell	1.5504952616683993	1.244243363695493	0.3062518979729063	0.9362304932940343	0.2985685071574642	0.24685947998831434	1.7280163599182004	1.0	cluster_consensus_marker_source_support	CD4 Naive / T Central Memory:265; MAIT Cell:115; NK Cell:31; CD8 Cytotoxic / T Effector Memory:26	CD4 Naive / T Central Memory:244; MAIT Cell:161; CD8 Cytotoxic / T Effector Memory:25; NK Cell:24	Blood Cell:305; MAIT Cell:176; NK Cell:4; Treg:3	MAIT Cell:162; CD4 T Effector Memory:143; Blood Cell:75; CD4 Naive / T Central Memory:37	T Cell:392; Blood Cell:67; NK Cell:25; Lymphoid Cell:5	MAIT Cell:231; CD4 Naive / T Central Memory:201; CD8 Cytotoxic / T Effector Memory:32; NK Cell:25	not_available:228; CD4 Naive / T Central Memory:146; CD4 T Effector Memory:113; Treg:2	957.0	1822.0	0.0
infection_study_04	Artifact/Other	leiden:15	449	Blood Cell	False	RBC	0.963318741993884	0.7378031234312037	0.22551561856268032	0.7234103319852857	0.18930957683741648	0.08463251670378619	0.5924276169265034	1.0	cluster_parent_insufficient_consensus	CD4 Naive / T Central Memory:244; Classical Monocyte:85; Blood Cell:41; CD8 Cytotoxic / T Effector Memory:37	Classical Monocyte:159; CD4 Naive / T Central Memory:133; RBC:118; CD8 Cytotoxic / T Effector Memory:33	Classical Monocyte:162; Blood Cell:156; RBC:118; CD4 Naive / T Central Memory:7	Blood Cell:407; Classical Monocyte:19; Neutrophil:10; HSC:6	Blood Cell:377; RBC:30; Monocyte:20; Granulocyte:10	Blood Cell:446; Classical Monocyte:3	not_available:387; CD4 T Effector Memory:34; CD4 Naive / T Central Memory:24; Naive B Cell:2	636.0	1620.0	0.0
infection_study_04	B	B_lineage:4	424	Memory B Cell	True	Memory B Cell	2.0506401132263923	0.9585790345493476	1.0920610786770446	0.9871592752530445	0.6509433962264151	0.3376010781671158	2.3632075471698113	1.0	cluster_consensus_marker_source_support	B Cell:149; Memory B Cell:98; CD4 Naive / T Central Memory:78; Blood Cell:40	B Cell:229; Memory B Cell:190; Naive B Cell:4; CD4 Naive / T Central Memory:1	Blood Cell:423; CD4 Naive / T Central Memory:1	Memory B Cell:358; Naive B Cell:44; Blood Cell:17; B Cell:4	B Cell:403; Blood Cell:21	B Cell:424	Memory B Cell:356; Naive B Cell:68	934.5	1935.0	0.0
infection_study_04	B	B_lineage:5	415	Memory B Cell	True	Memory B Cell	1.4395470946976412	1.3013085779267595	0.13823851677088173	0.9579591929992917	0.2385542168674699	0.2034423407917383	1.4240963855421687	1.0	cluster_consensus_marker_source_support	B Cell:143; Memory B Cell:77; Naive B Cell:58; CD4 Naive / T Central Memory:50	B Cell:359; Naive B Cell:45; Memory B Cell:10; Plasmablast:1	Blood Cell:414; Plasma Cell:1	Memory B Cell:270; Naive B Cell:136; Blood Cell:6; Plasma Cell:2	B Cell:408; Blood Cell:7	B Cell:414; Plasma Cell:1	Memory B Cell:234; Naive B Cell:181	946.0	1929.0	0.0
infection_study_04	Artifact/Other	leiden:26	412	RBC	True	RBC	2.4951754637397565	0.00929933720701735	2.485876126532739	0.9948705645806202	0.9538834951456311	0.4403606102635228	3.0825242718446604	1.0	cluster_consensus_marker_source_support	CD4 Naive / T Central Memory:243; Blood Cell:70; Classical Monocyte:44; NK Cell:19	RBC:289; CD4 Naive / T Central Memory:79; CD8 Cytotoxic / T Effector Memory:21; Classical Monocyte:8	RBC:292; Blood Cell:103; Classical Monocyte:8; CD4 Naive / T Central Memory:4	Blood Cell:369; Neutrophil:29; Classical Monocyte:10; Plasma Cell:2	RBC:286; Blood Cell:76; Granulocyte:29; Monocyte:10	RBC:403; Blood Cell:9	not_available:245; CD4 Naive / T Central Memory:100; CD4 T Effector Memory:56; Naive B Cell:5	623.5	1686.5	0.0
infection_study_04	B	B_lineage:7	347	Plasmablast	True	Plasmablast	2.10205347391309	1.9230195626955018	0.17903391121758805	0.9831608289350424	0.6512968299711815	0.3664059283655825	2.564841498559078	0.875	cluster_consensus_marker_source_support	Plasmablast:238; Plasma Cell:81; CD4 Naive / T Central Memory:18; T Cell:4	Plasmablast:345; CD4 T Cell (ab):1; CD4 Naive / T Central Memory:1	Plasmablast:307; Plasma Cell:38; CD4 T Cell (ab):1; CD4 Naive / T Central Memory:1	Plasma Cell:341; Blood Cell:5; Lymphoid Cell:1	B Cell:341; Blood Cell:5; Lymphoid Cell:1	Plasma Cell:347	Plasma Cell:301; Memory B Cell:26; Naive B Cell:19; not_available:1	1010.0	2232.0	0.0
infection_study_04	Myeloid/DC	Myeloid_lineage:13	344	Classical Monocyte	True	Classical Monocyte	2.18007749546887	0.8880905925344472	1.2919869029344229	0.8829026435442229	0.2819767441860465	0.6104651162790697	4.273255813953488	1.0	cluster_consensus_marker_source_support	Classical Monocyte:278; CD4 Naive / T Central Memory:42; Blood Cell:7; Conventional DC 2:7	Classical Monocyte:327; RBC:7; Conventional DC 2:5; Conventional DC 1:2	Classical Monocyte:328; RBC:7; Blood Cell:6; Conventional DC 1:2	Classical Monocyte:227; Blood Cell:76; Conventional DC 2:25; Neutrophil:12	Monocyte:229; Myeloid Cell:46; Blood Cell:30; DC:27	Classical Monocyte:310; Conventional DC 2:21; Blood Cell:5; NK Cell:3	not_available:343; CD4 Naive / T Central Memory:1	1138.5	2163.5	0.0
infection_study_04	B	B_lineage:6	322	B Cell	False	Plasma Cell	1.1120012659195588	1.0806102651880698	0.03139100073148904	0.4369273653666004	0.2546583850931677	0.2710736468500443	1.8975155279503106	0.8888888888888888	cluster_parent_insufficient_consensus	Plasma Cell:108; NK Cell:62; Naive B Cell:31; B Cell:29	B Cell:133; Plasmablast:129; Naive B Cell:33; CD4 Naive / T Central Memory:9	Blood Cell:188; Plasma Cell:113; Plasmablast:15; CD4 Naive / T Central Memory:5	Plasma Cell:142; Naive B Cell:83; Memory B Cell:56; Blood Cell:39	B Cell:281; Blood Cell:39; NK Cell:2	B Cell:178; Plasma Cell:142; CD8 Cytotoxic / T Effector Memory:1; Classical Monocyte:1	Naive B Cell:110; Plasma Cell:106; Memory B Cell:98; not_available:8	1082.5	2164.5	0.0
infection_study_04	Myeloid/DC	Myeloid_lineage:16	297	Non-Classical Monocyte	True	Non-Classical Monocyte	1.7714499953858376	0.8371759070093431	0.9342740883764945	0.959512874997144	0.3569023569023569	0.32756132756132755	2.292929292929293	1.0	cluster_consensus_marker_source_support	Non-Classical Monocyte:157; Classical Monocyte:91; CD4 Naive / T Central Memory:30; Myeloid Cell:7	Non-Classical Monocyte:148; Classical Monocyte:142; Conventional DC 2:5; RBC:2	Non-Classical Monocyte:148; Classical Monocyte:142; Blood Cell:5; RBC:2	Intermediate Monocyte:129; Classical Monocyte:68; Non-Classical Monocyte:57; Blood Cell:28	Monocyte:254; Blood Cell:22; DC:15; Myeloid Cell:6	Non-Classical Monocyte:171; Classical Monocyte:114; Conventional DC 2:7; Blood Cell:4	not_available:297	1157.0	2147.0	0.0
infection_study_04	Myeloid/DC	Myeloid_lineage:14	286	Classical Monocyte	True	Classical Monocyte	2.0142334634314896	0.7596444065907361	1.2545890568407536	0.8457627893161515	0.11188811188811189	0.6123876123876124	4.286713286713287	1.0	cluster_consensus_marker_source_support	Classical Monocyte:260; Non-Classical Monocyte:14; CD4 Naive / T Central Memory:9; Myeloid Cell:2	Classical Monocyte:272; Non-Classical Monocyte:11; RBC:3	Classical Monocyte:272; Non-Classical Monocyte:11; RBC:3	Classical Monocyte:230; Intermediate Monocyte:23; Blood Cell:16; Neutrophil:7	Monocyte:259; Blood Cell:16; Granulocyte:7; DC:2	Classical Monocyte:192; Platelet:77; Non-Classical Monocyte:14; Blood Cell:2	not_available:286	1155.5	2194.0	0.0
infection_study_04	B	B_lineage:8	285	Plasma Cell	True	Plasma Cell	2.480684808875984	1.498950955426815	0.9817338534491691	0.9697945941005781	0.3824561403508772	0.6852130325814536	4.796491228070176	0.8888888888888888	cluster_consensus_marker_source_support	Plasma Cell:263; Plasmablast:9; CD4 Naive / T Central Memory:6; Blood Cell:3	Plasmablast:282; Memory B Cell:2; B Cell:1	Plasma Cell:277; Plasmablast:6; Blood Cell:2	Plasma Cell:283; Memory B Cell:1; Blood Cell:1	B Cell:284; Blood Cell:1	Plasma Cell:284; B Cell:1	Plasma Cell:260; Memory B Cell:14; Naive B Cell:11	883.0	2173.0	0.0
infection_study_04	B	B_lineage:9	284	Plasma Cell	True	Plasma Cell	2.607354563324839	1.4671132904769766	1.1402412728478626	0.9745813055498436	0.5105633802816901	0.6956740442655936	4.869718309859155	0.8888888888888888	cluster_consensus_marker_source_support	Plasma Cell:275; Plasmablast:8; CD4 Naive / T Central Memory:1	Plasmablast:284	Plasma Cell:278; Plasmablast:6	Plasma Cell:283; Blood Cell:1	B Cell:283; Blood Cell:1	Plasma Cell:284	Plasma Cell:263; Naive B Cell:16; Memory B Cell:5	1051.0	2378.5	0.0
infection_study_04	Artifact/Other	leiden:25	283	Platelet	True	Platelet	2.7318080680717274	0.042345143348755394	2.6894629247229718	0.9966413050928782	0.8692579505300353	0.5996971226653206	4.1978798586572434	1.0	cluster_consensus_marker_source_support	Platelet:121; CD4 Naive / T Central Memory:75; Classical Monocyte:45; CD8 Cytotoxic / T Effector Memory:14	Platelet:204; Classical Monocyte:37; CD8 Cytotoxic / T Effector Memory:22; CD4 Naive / T Central Memory:10	Platelet:204; Classical Monocyte:37; Blood Cell:35; HSC:4	Platelet:189; Blood Cell:89; Plasma Cell:3; NK Cell:2	Platelet:189; Blood Cell:82; T Cell:3; B Cell:3	Platelet:281; NK Cell:2	not_available:237; CD4 Naive / T Central Memory:24; CD4 T Effector Memory:14; Naive B Cell:3	862.0	1914.0	0.0
infection_study_04	B	B_lineage:10	277	Plasma Cell	True	Plasma Cell	2.423441025724235	1.3165316362504886	1.1069093894737465	0.9619804875819682	0.5054151624548736	0.6070139247034554	4.249097472924188	0.8888888888888888	cluster_consensus_marker_source_support	Plasma Cell:223; CD4 Naive / T Central Memory:30; Plasmablast:17; Blood Cell:2	Plasmablast:261; CD4 Naive / T Central Memory:7; B Cell:5; Memory B Cell:4	Plasma Cell:258; Blood Cell:9; CD4 Naive / T Central Memory:7; Plasmablast:3	Plasma Cell:264; Blood Cell:7; Memory B Cell:4; B Cell:1	B Cell:271; Blood Cell:6	Plasma Cell:266; B Cell:8; HSC:3	Plasma Cell:166; Naive B Cell:64; Memory B Cell:47	598.0	1882.0	0.0
infection_study_04	T/NK	T_NK_lineage:18	270	CD8 Cytotoxic / T Effector Memory	True	CD8 Cytotoxic / T Effector Memory	1.0384462527213913	0.7330316056781202	0.30541464704327115	0.6935704983206525	0.13703703703703704	0.16031746031746028	1.1222222222222222	1.0	cluster_consensus_marker_source_support	CD4 Naive / T Central Memory:124; CD8 Cytotoxic / T Effector Memory:64; NK Cell:45; Treg:14	CD4 Naive / T Central Memory:105; CD8 Cytotoxic / T Effector Memory:103; NK Cell:38; CD4 T Cell (ab):9	Blood Cell:196; CD4 Naive / T Central Memory:42; NK Cell:14; CD4 T Cell (ab):9	Blood Cell:92; CD8 Cytotoxic / T Effector Memory:57; NK Cell:29; Lymphoid Cell:26	T Cell:122; Blood Cell:80; NK Cell:29; Lymphoid Cell:26	NK Cell:81; CD8 Cytotoxic / T Effector Memory:79; CD4 Naive / T Central Memory:62; Blood Cell:22	not_available:175; CD4 Naive / T Central Memory:55; CD4 T Effector Memory:34; Treg:6	819.0	1681.0	0.0
infection_study_04	B	B_lineage:11	269	Plasma Cell	True	Plasma Cell	2.683348245375219	1.380266383343331	1.3030818620318878	0.9795508031165033	0.5910780669144982	0.6994158258098777	4.895910780669145	0.8888888888888888	cluster_consensus_marker_source_support	Plasma Cell:268; Plasmablast:1	Plasmablast:269	Plasma Cell:269	Plasma Cell:269	B Cell:269	Plasma Cell:269	Plasma Cell:242; Naive B Cell:23; Memory B Cell:4	686.0	2190.0	0.0
infection_study_04	Myeloid/DC	Myeloid_lineage:17	259	Classical Monocyte	True	Classical Monocyte	1.8554098912519639	1.3843650270018473	0.4710448642501166	0.8462083304773003	0.019305019305019305	0.5675675675675675	3.972972972972973	1.0	cluster_consensus_marker_source_support	Classical Monocyte:213; CD4 Naive / T Central Memory:29; Non-Classical Monocyte:8; Treg:4	Classical Monocyte:252; Non-Classical Monocyte:7	Classical Monocyte:252; Non-Classical Monocyte:7	Neutrophil:180; Classical Monocyte:63; Blood Cell:8; Non-Classical Monocyte:5	Granulocyte:180; Monocyte:71; Blood Cell:8	Classical Monocyte:249; Non-Classical Monocyte:9; Platelet:1	not_available:259	752.0	1723.0	0.0
infection_study_04	T/NK	T_NK_lineage:24	241	T Cell	False	CD4 Naive / T Central Memory	1.031690293898705	0.9609843012106098	0.07070599268809508	0.47017159046770396	0.05394190871369295	0.29756965026674576	2.08298755186722	1.0	cluster_parent_insufficient_consensus	CD4 Naive / T Central Memory:139; CD8 Cytotoxic / T Effector Memory:54; NK Cell:35; Treg:6	CD4 Naive / T Central Memory:111; CD8 Cytotoxic / T Effector Memory:77; NK Cell:33; CD8 Naive / T Central Memory:11	Blood Cell:193; CD4 Naive / T Central Memory:29; CD8 Naive / T Central Memory:7; NK Cell:6	CD4 Naive / T Central Memory:78; CD8 Cytotoxic / T Effector Memory:67; NK Cell:32; Blood Cell:24	T Cell:185; NK Cell:32; Blood Cell:20; Lymphoid Cell:3	Platelet:91; CD4 Naive / T Central Memory:57; CD8 Cytotoxic / T Effector Memory:49; NK Cell:39	not_available:133; CD4 Naive / T Central Memory:88; CD4 T Effector Memory:17; Treg:3	873.0	1684.0	0.0
infection_study_04	B	B_lineage:12	222	Plasmablast	True	Plasmablast	2.2332982008182505	1.8100879940485122	0.4232102067697383	0.9848744487856147	0.7162162162162162	0.4073359073359074	2.8513513513513513	0.875	cluster_consensus_marker_source_support	Plasmablast:192; Plasma Cell:11; T Cell:7; CD4 Naive / T Central Memory:7	Plasmablast:221; NK Cell:1	Plasmablast:220; Plasma Cell:1; NK Cell:1	Plasma Cell:215; Blood Cell:6; Lymphoid Cell:1	B Cell:216; Blood Cell:5; Lymphoid Cell:1	Plasma Cell:222	Plasma Cell:196; Naive B Cell:14; Memory B Cell:11; not_available:1	1181.0	2326.0	0.0
infection_study_04	Myeloid/DC	Myeloid_lineage:19	222	Plasmacytoid DC	True	Plasmacytoid DC	2.7797432269671627	0.8264460900488044	1.9532971369183583	0.9974409943564786	0.7432432432432432	0.6776061776061775	4.743243243243243	0.875	cluster_consensus_marker_source_support	Plasmacytoid DC:205; CD4 Naive / T Central Memory:9; Classical Monocyte:6; Non-Classical Monocyte:1	Plasmacytoid DC:208; Classical Monocyte:12; Conventional DC 2:2	Plasmacytoid DC:208; Classical Monocyte:12; Blood Cell:2	Plasmacytoid DC:213; Blood Cell:5; Classical Monocyte:3; Conventional DC 1:1	DC:215; Blood Cell:4; Monocyte:3	Plasmacytoid DC:219; Conventional DC 2:2; Classical Monocyte:1	not_available:222	1196.5	2142.0	0.0
infection_study_04	Myeloid/DC	Myeloid_lineage:18	218	Classical Monocyte	True	Classical Monocyte	1.7082743448334965	0.8582785491537593	0.8499957956797372	0.7505654945506888	0.045871559633027525	0.5242463958060288	3.669724770642202	1.0	cluster_consensus_marker_source_support	Classical Monocyte:156; Non-Classical Monocyte:31; CD4 Naive / T Central Memory:15; Blood Cell:5	Classical Monocyte:178; Non-Classical Monocyte:22; Conventional DC 2:6; Naive B Cell:5	Classical Monocyte:178; Non-Classical Monocyte:23; Blood Cell:13; RBC:2	Classical Monocyte:116; Blood Cell:44; Intermediate Monocyte:17; Non-Classical Monocyte:16	Monocyte:149; Blood Cell:44; DC:13; Granulocyte:9	Classical Monocyte:172; Non-Classical Monocyte:32; Conventional DC 2:9; B Cell:3	not_available:218	1219.5	2188.5	0.0
infection_study_04	Artifact/Other	leiden:32	214	HSC	True	HSC	2.4402746193636204	0.792553948825317	1.6477206705383034	0.9953503781387804	0.4719626168224299	0.6141522029372497	4.299065420560748	1.0	cluster_consensus_marker_source_support	CD4 Naive / T Central Memory:84; Blood Cell:46; HSC:38; NK Cell:14	HSC:209; CD4 Naive / T Central Memory:2; Classical Monocyte:1; CD8 Cytotoxic / T Effector Memory:1	HSC:209; Blood Cell:3; Classical Monocyte:1; Lymphoid Cell:1	HSC:114; Blood Cell:100	HSC:136; Blood Cell:73; RBC:4; Granulocyte:1	HSC:214	not_available:101; CD4 Naive / T Central Memory:76; CD4 T Effector Memory:23; Naive B Cell:8	1193.0	2116.0	0.0
infection_study_04	T/NK	T_NK_lineage:26	213	NK Cell	True	NK Cell	1.529720374478001	1.2688122566366737	0.2609081178413273	0.8619964813672402	0.12206572769953052	0.3454057679409792	2.4178403755868545	1.0	cluster_consensus_marker_source_support	CD8 Cytotoxic / T Effector Memory:103; NK Cell:87; CD4 Naive / T Central Memory:20; T Cell:1	CD8 Cytotoxic / T Effector Memory:95; NK Cell:92; ydT Cell:25; CD4 Naive / T Central Memory:1	Blood Cell:213	NK Cell:100; CD8 Cytotoxic / T Effector Memory:82; Blood Cell:21; ydT Cell:9	NK Cell:100; T Cell:92; Blood Cell:21	NK Cell:136; CD8 Cytotoxic / T Effector Memory:76; MAIT Cell:1	not_available:212; CD4 T Effector Memory:1	867.0	1606.0	0.0
infection_study_04	B	B_lineage:13	207	Plasma Cell	True	Plasma Cell	2.1458227908459917	1.8342937693633719	0.31152902148261985	0.966641533575525	0.3671497584541063	0.5169082125603864	3.6183574879227054	0.8888888888888888	cluster_consensus_marker_source_support	Plasmablast:109; Plasma Cell:73; CD4 Naive / T Central Memory:13; Blood Cell:5	Plasmablast:204; CD4 Naive / T Central Memory:2; B Cell:1	Plasma Cell:103; Plasmablast:102; Blood Cell:2	Plasma Cell:202; Blood Cell:5	B Cell:202; Blood Cell:5	Plasma Cell:206; B Cell:1	Plasma Cell:165; Memory B Cell:21; Naive B Cell:20; not_available:1	928.0	2107.0	0.0
infection_study_04	B	B_lineage:14	187	Naive B Cell	True	Naive B Cell	1.5617930218467286	1.1678791397665005	0.39391388208022815	0.9581419791166861	0.3155080213903743	0.2352941176470588	1.6470588235294117	1.0	cluster_consensus_marker_source_support	CD4 Naive / T Central Memory:72; B Cell:35; Naive B Cell:30; Treg:13	B Cell:102; Naive B Cell:64; Memory B Cell:14; CD4 Naive / T Central Memory:7	Blood Cell:187	Naive B Cell:105; Memory B Cell:71; Blood Cell:10; Plasma Cell:1	B Cell:177; Blood Cell:10	B Cell:187	Naive B Cell:109; Memory B Cell:73; not_available:5	1256.0	2234.0	0.0
infection_study_04	T/NK	T_NK_lineage:25	187	CD4 Naive / T Central Memory	True	CD4 Naive / T Central Memory	1.712661186958099	0.8188563822141498	0.8938048047439492	0.8712957250896795	0.13368983957219252	0.43239113827349124	3.0267379679144386	1.0	cluster_consensus_marker_source_support	CD4 Naive / T Central Memory:129; CD8 Cytotoxic / T Effector Memory:25; NK Cell:24; Treg:6	CD4 Naive / T Central Memory:117; CD8 Cytotoxic / T Effector Memory:33; NK Cell:22; CD8 Naive / T Central Memory:8	Blood Cell:133; CD4 Naive / T Central Memory:30; NK Cell:9; CD8 Naive / T Central Memory:7	CD4 Naive / T Central Memory:81; CD4 T Effector Memory:26; NK Cell:19; CD8 Cytotoxic / T Effector Memory:19	T Cell:145; NK Cell:19; Blood Cell:11; Lymphoid Cell:8	CD4 Naive / T Central Memory:100; RBC:36; CD8 Cytotoxic / T Effector Memory:25; NK Cell:24	CD4 Naive / T Central Memory:109; not_available:66; CD4 T Effector Memory:8; Treg:4	908.0	1869.0	0.0
infection_study_04	T/NK	T_NK_lineage:23	170	T Cell	False	CD4 Naive / T Central Memory	0.8185879138823943	0.6000155003395561	0.21857241354283818	0.42364109945849615	0.011764705882352941	0.2252100840336134	1.576470588235294	1.0	cluster_parent_insufficient_consensus	CD4 Naive / T Central Memory:80; NK Cell:35; CD8 Cytotoxic / T Effector Memory:31; Treg:11	CD4 Naive / T Central Memory:77; CD8 Cytotoxic / T Effector Memory:34; NK Cell:30; B Cell:11	Blood Cell:102; CD4 Naive / T Central Memory:48; CD8 Naive / T Central Memory:7; NK Cell:6	Blood Cell:59; NK Cell:38; CD8 Cytotoxic / T Effector Memory:22; Treg:19	T Cell:67; Blood Cell:53; NK Cell:38; Lymphoid Cell:7	B Cell:136; NK Cell:11; CD4 Naive / T Central Memory:11; CD8 Cytotoxic / T Effector Memory:7	not_available:92; CD4 Naive / T Central Memory:40; Treg:21; CD4 T Effector Memory:17	951.0	1848.0	0.0
